Sample	Chromosome	Start	End	N_Probes	CN
PATU8988T_PANCREAS	1	193175933	196711067	1024	3
PATU8988T_PANCREAS	1	196823613	198375274	364	3
PATU8988T_PANCREAS	1	198382109	213824410	5451	3
PATU8988T_PANCREAS	1	213830901	240388476	10016	3
PATU8988T_PANCREAS	1	240402868	243688150	1280	3
PATU8988T_PANCREAS	1	243710407	246161577	829	4
PATU8988T_PANCREAS	1	246161794	249198692	768	3
PATU8988T_PANCREAS	2	21833	34691069	12542	3
PATU8988T_PANCREAS	2	34737163	45017793	4096	3
PATU8988T_PANCREAS	2	45052761	45151055	62	1
PATU8988T_PANCREAS	2	45152748	67804851	7726	3
PATU8988T_PANCREAS	2	67804935	67945022	63	4
PATU8988T_PANCREAS	2	67945734	77965521	3124	3
PATU8988T_PANCREAS	2	77989464	79349372	429	2
PATU8988T_PANCREAS	2	79350186	146862085	16764	3
PATU8988T_PANCREAS	2	146877806	178414617	8852	3
PATU8988T_PANCREAS	2	178417945	178475205	23	4
PATU8988T_PANCREAS	2	178478402	217811668	10674	3
PATU8988T_PANCREAS	2	217818815	239926607	7382	3
PATU8988T_PANCREAS	2	239935314	243048760	838	3
PATU8988T_PANCREAS	3	70895	60449009	21094	4
PATU8988T_PANCREAS	3	60456745	60567102	101	3
PATU8988T_PANCREAS	3	60567427	75545172	6162	4
PATU8988T_PANCREAS	3	75726925	95104964	3454	4
PATU8988T_PANCREAS	3	95114257	114060961	4939	3
PATU8988T_PANCREAS	3	114066310	114408089	112	2
PATU8988T_PANCREAS	3	114413940	143900023	8677	3
PATU8988T_PANCREAS	3	143902027	162226821	5116	3
PATU8988T_PANCREAS	3	162236534	162251934	14	2
PATU8988T_PANCREAS	3	162256364	174871685	3345	4
PATU8988T_PANCREAS	3	174880865	174940986	30	3
PATU8988T_PANCREAS	3	174956762	197833758	6552	4
PATU8988T_PANCREAS	4	69713	10386973	3255	3
PATU8988T_PANCREAS	4	10400156	46385578	11976	3
PATU8988T_PANCREAS	4	46390865	48409363	518	2
PATU8988T_PANCREAS	4	48427773	64968354	3587	3
PATU8988T_PANCREAS	4	64970948	175303330	29961	2
PATU8988T_PANCREAS	4	175341659	190921709	5539	4
PATU8988T_PANCREAS	5	51455	3766628	1540	5
PATU8988T_PANCREAS	5	3770600	12785251	4292	5
PATU8988T_PANCREAS	5	12824411	36324892	6983	5
PATU8988T_PANCREAS	5	36335391	36398377	36	4
PATU8988T_PANCREAS	5	36402114	37805632	351	3
PATU8988T_PANCREAS	5	37805942	38183119	197	6
PATU8988T_PANCREAS	5	38191698	46174864	1905	4
PATU8988T_PANCREAS	5	46278212	64273448	4489	3
PATU8988T_PANCREAS	5	64277829	64673915	107	1
PATU8988T_PANCREAS	5	64675233	113150183	13122	3
PATU8988T_PANCREAS	5	113170445	168894112	18487	3
PATU8988T_PANCREAS	5	168899987	180692833	3985	4
PATU8988T_PANCREAS	6	203845	25420992	10769	4
PATU8988T_PANCREAS	6	25424003	26027433	216	4
PATU8988T_PANCREAS	6	26030492	26704972	201	3
PATU8988T_PANCREAS	6	26818968	27858421	168	3
PATU8988T_PANCREAS	6	27872759	53924697	8614	4
PATU8988T_PANCREAS	6	53938311	74592225	4632	4
PATU8988T_PANCREAS	6	74605806	75000558	120	3
PATU8988T_PANCREAS	6	75011462	103734174	8230	4
PATU8988T_PANCREAS	6	103774790	131313416	8061	3
PATU8988T_PANCREAS	6	131323855	131388024	27	2
PATU8988T_PANCREAS	6	131393416	131436510	10	5
PATU8988T_PANCREAS	6	131446791	131476528	17	2
PATU8988T_PANCREAS	6	131483778	132751416	390	5
PATU8988T_PANCREAS	6	132759757	152067869	6281	3
PATU8988T_PANCREAS	6	152073318	170918031	7299	3
PATU8988T_PANCREAS	7	44408	4155191	1096	2
PATU8988T_PANCREAS	7	4156501	8824847	1555	4
PATU8988T_PANCREAS	7	8825260	8865997	23	2
PATU8988T_PANCREAS	7	8873290	9475415	281	4
PATU8988T_PANCREAS	7	9489273	28764109	7843	3
PATU8988T_PANCREAS	7	28769063	64510663	10232	3
PATU8988T_PANCREAS	7	64692186	70419818	1318	2
PATU8988T_PANCREAS	7	70428243	110365453	10133	3
PATU8988T_PANCREAS	7	110369417	110704702	85	2
PATU8988T_PANCREAS	7	110708969	126043029	3502	3
PATU8988T_PANCREAS	7	126055187	153147638	7921	3
PATU8988T_PANCREAS	7	153147715	159119220	2100	3
PATU8988T_PANCREAS	8	164984	11934660	6848	2
PATU8988T_PANCREAS	8	12291824	13649493	633	2
PATU8988T_PANCREAS	8	13653780	27859744	6585	2
PATU8988T_PANCREAS	8	27863616	28535638	267	4
PATU8988T_PANCREAS	8	28546683	29072910	110	2
PATU8988T_PANCREAS	8	29076737	29578283	207	4
PATU8988T_PANCREAS	8	29588279	34154841	1457	2
PATU8988T_PANCREAS	8	34168618	71113621	8767	4
PATU8988T_PANCREAS	8	71139576	71202923	11	2
PATU8988T_PANCREAS	8	71206046	115632043	11845	4
PATU8988T_PANCREAS	8	115650787	146110232	11034	4
PATU8988T_PANCREAS	8	146112746	146293414	38	3
PATU8988T_PANCREAS	9	59985	1909586	1270	2
PATU8988T_PANCREAS	9	1917561	1938162	14	3
PATU8988T_PANCREAS	9	1943156	12215913	5215	2
PATU8988T_PANCREAS	9	12222948	12316206	56	4
PATU8988T_PANCREAS	9	12319300	13298077	369	2
PATU8988T_PANCREAS	9	13310809	13337242	11	0
PATU8988T_PANCREAS	9	13345642	19879349	3164	2
PATU8988T_PANCREAS	9	19881812	19940143	29	3
PATU8988T_PANCREAS	9	19949350	26725054	2451	2
PATU8988T_PANCREAS	9	26725702	26834139	50	3
PATU8988T_PANCREAS	9	26842506	27893409	519	2
PATU8988T_PANCREAS	9	27896348	27939856	26	3
PATU8988T_PANCREAS	9	27943240	28822290	382	2
PATU8988T_PANCREAS	9	28823475	69827539	3172	3
PATU8988T_PANCREAS	9	70987821	71624695	284	4
PATU8988T_PANCREAS	9	71630841	73176336	580	2
PATU8988T_PANCREAS	9	73182122	89146816	5636	3
PATU8988T_PANCREAS	9	89156866	97685298	2978	3
PATU8988T_PANCREAS	9	97691089	97809674	39	1
PATU8988T_PANCREAS	9	97828471	141071475	14373	3
PATU8988T_PANCREAS	10	135656	51049884	17969	3
PATU8988T_PANCREAS	10	51110279	112006408	19916	3
PATU8988T_PANCREAS	10	112010830	128613618	6606	3
PATU8988T_PANCREAS	10	128774872	135434551	2793	3
PATU8988T_PANCREAS	11	206767	13941196	5287	4
PATU8988T_PANCREAS	11	13944122	16158420	681	2
PATU8988T_PANCREAS	11	16178626	16493216	69	4
PATU8988T_PANCREAS	11	16506090	17065289	157	2
PATU8988T_PANCREAS	11	17077452	42971168	9407	4
PATU8988T_PANCREAS	11	42976631	48593125	1582	4
PATU8988T_PANCREAS	11	48609526	51267672	219	4
PATU8988T_PANCREAS	11	51375310	79447015	6006	4
PATU8988T_PANCREAS	11	79452344	107227356	9684	4
PATU8988T_PANCREAS	11	107257165	134944770	10588	4
PATU8988T_PANCREAS	12	192220	30411087	10645	2
PATU8988T_PANCREAS	12	30421660	37890874	1416	4
PATU8988T_PANCREAS	12	37913469	83611136	13147	3
PATU8988T_PANCREAS	12	83616397	108478437	7963	3
PATU8988T_PANCREAS	12	108486440	133777645	8578	3
PATU8988T_PANCREAS	13	19212262	57749719	13743	3
PATU8988T_PANCREAS	13	57803185	115106996	19732	3
PATU8988T_PANCREAS	14	20224003	25672680	2010	2
PATU8988T_PANCREAS	14	25688651	61055940	10895	3
PATU8988T_PANCREAS	14	61066248	107285437	14652	3
PATU8988T_PANCREAS	15	20143409	28031518	1662	2
PATU8988T_PANCREAS	15	28040342	76878362	14797	2
PATU8988T_PANCREAS	15	76902257	102400037	9043	2
PATU8988T_PANCREAS	16	91010	3719344	608	2
PATU8988T_PANCREAS	16	3730499	3851225	35	1
PATU8988T_PANCREAS	16	3855650	31957368	9700	2
PATU8988T_PANCREAS	16	33550091	55795214	3119	4
PATU8988T_PANCREAS	16	55853059	78843984	7249	4
PATU8988T_PANCREAS	16	78853526	78859234	17	2
PATU8988T_PANCREAS	16	78860946	90163275	6290	4
PATU8988T_PANCREAS	17	6888	11218707	3258	2
PATU8988T_PANCREAS	17	11228589	12031109	287	0
PATU8988T_PANCREAS	17	12037808	22235650	2473	2
PATU8988T_PANCREAS	17	25313690	27760143	385	4
PATU8988T_PANCREAS	17	27779438	38668175	2689	2
PATU8988T_PANCREAS	17	38670513	39210143	199	4
PATU8988T_PANCREAS	17	39211908	39221607	10	2
PATU8988T_PANCREAS	17	39222806	39527162	91	4
PATU8988T_PANCREAS	17	39533097	45179324	1037	2
PATU8988T_PANCREAS	17	45187429	46682630	308	4
PATU8988T_PANCREAS	17	46716707	47655093	213	2
PATU8988T_PANCREAS	17	47675511	48871726	278	4
PATU8988T_PANCREAS	17	48896654	49986458	357	2
PATU8988T_PANCREAS	17	49989832	53196291	926	4
PATU8988T_PANCREAS	17	53201930	67885266	3756	2
PATU8988T_PANCREAS	17	67894646	78742454	3528	2
PATU8988T_PANCREAS	17	78760902	78951177	67	1
PATU8988T_PANCREAS	17	78952387	81049726	299	2
PATU8988T_PANCREAS	18	100949	19356458	5796	4
PATU8988T_PANCREAS	18	19367837	20346007	289	5
PATU8988T_PANCREAS	18	20347260	20709123	65	14
PATU8988T_PANCREAS	18	20717197	21581200	218	8
PATU8988T_PANCREAS	18	21587322	22102501	195	7
PATU8988T_PANCREAS	18	22108096	41244833	5937	3
PATU8988T_PANCREAS	18	41247252	48552453	2618	3
PATU8988T_PANCREAS	18	48562804	78015057	10900	1
PATU8988T_PANCREAS	19	260970	1451254	118	3
PATU8988T_PANCREAS	19	1507710	10640380	1537	2
PATU8988T_PANCREAS	19	10645495	11104121	52	3
PATU8988T_PANCREAS	19	11105865	11163689	16	1
PATU8988T_PANCREAS	19	11177408	16604677	1045	2
PATU8988T_PANCREAS	19	16628850	29655286	2001	3
PATU8988T_PANCREAS	19	29664821	36825458	2049	4
PATU8988T_PANCREAS	19	36848604	39398649	400	6
PATU8988T_PANCREAS	19	39416409	39889537	93	10
PATU8988T_PANCREAS	19	39914748	59095126	4245	2
PATU8988T_PANCREAS	20	69408	14729869	6177	4
PATU8988T_PANCREAS	20	14734360	15009054	91	3
PATU8988T_PANCREAS	20	15014097	49434526	10663	4
PATU8988T_PANCREAS	20	49437572	49867243	177	3
PATU8988T_PANCREAS	20	49869311	52278258	936	6
PATU8988T_PANCREAS	20	52298091	53412148	513	7
PATU8988T_PANCREAS	20	53414539	53875809	225	6
PATU8988T_PANCREAS	20	53876665	54445036	287	4
PATU8988T_PANCREAS	20	54446661	62912463	3377	4
PATU8988T_PANCREAS	21	10971566	14969265	41	4
PATU8988T_PANCREAS	21	15203801	16345631	363	6
PATU8988T_PANCREAS	21	16350754	17242234	336	10
PATU8988T_PANCREAS	21	17252917	48084820	11535	2
PATU8988T_PANCREAS	22	16877135	36648552	6440	2
PATU8988T_PANCREAS	22	36657329	36741740	42	1
PATU8988T_PANCREAS	22	36746079	51199978	4673	2
PC3_PROSTATE	1	564621	6904879	1719	4
PC3_PROSTATE	1	6923726	50580823	11616	3
PC3_PROSTATE	1	50582172	51076822	119	1
PC3_PROSTATE	1	51078089	62439387	4018	3
PC3_PROSTATE	1	62446802	106741655	13674	3
PC3_PROSTATE	1	106743861	145013754	4663	3
PC3_PROSTATE	1	145235261	169802760	7303	4
PC3_PROSTATE	1	169808651	170237452	166	2
PC3_PROSTATE	1	170239441	170571004	117	5
PC3_PROSTATE	1	170577235	170808263	61	2
PC3_PROSTATE	1	170818618	171399157	200	5
PC3_PROSTATE	1	171399309	172115154	233	7
PC3_PROSTATE	1	172117680	172333248	86	6
PC3_PROSTATE	1	172342199	173813448	413	8
PC3_PROSTATE	1	173825367	189958783	4992	2
PC3_PROSTATE	1	189958874	190317108	112	6
PC3_PROSTATE	1	190322727	190443316	24	4
PC3_PROSTATE	1	190446098	190862150	142	6
PC3_PROSTATE	1	190871275	191015089	50	4
PC3_PROSTATE	1	191021828	199722848	2340	2
PC3_PROSTATE	1	199731770	200314618	244	8
PC3_PROSTATE	1	200317877	200799542	121	6
PC3_PROSTATE	1	200800081	201431075	310	8
PC3_PROSTATE	1	201454923	202711350	382	2
PC3_PROSTATE	1	202718975	204307487	614	4
PC3_PROSTATE	1	204309134	205094451	370	5
PC3_PROSTATE	1	205099959	205921859	259	4
PC3_PROSTATE	1	206595010	207931528	461	6
PC3_PROSTATE	1	207955823	212008445	1743	4
PC3_PROSTATE	1	212017327	212889867	288	5
PC3_PROSTATE	1	212894474	213253147	91	4
PC3_PROSTATE	1	213273549	214203699	359	5
PC3_PROSTATE	1	214207351	214941595	320	4
PC3_PROSTATE	1	214958758	217780472	1162	6
PC3_PROSTATE	1	217798430	217931977	29	4
PC3_PROSTATE	1	217950363	220240997	857	6
PC3_PROSTATE	1	220252550	222055757	651	4
PC3_PROSTATE	1	222057989	222990653	240	5
PC3_PROSTATE	1	223000871	226300488	944	4
PC3_PROSTATE	1	226305741	228389156	607	5
PC3_PROSTATE	1	228407618	230113022	577	4
PC3_PROSTATE	1	230121692	230974329	450	5
PC3_PROSTATE	1	230978726	234461183	1537	4
PC3_PROSTATE	1	234462088	239098223	1928	2
PC3_PROSTATE	1	239101406	241079809	831	4
PC3_PROSTATE	1	241091736	241964559	397	6
PC3_PROSTATE	1	241969802	242106296	82	4
PC3_PROSTATE	1	242198204	243688150	498	6
PC3_PROSTATE	1	243710407	247323260	1171	4
PC3_PROSTATE	1	247339768	249198692	427	6
PC3_PROSTATE	2	21833	34721559	12550	3
PC3_PROSTATE	2	34737163	58304878	9119	3
PC3_PROSTATE	2	58326380	58461903	33	2
PC3_PROSTATE	2	58468760	129638078	18070	3
PC3_PROSTATE	2	129646448	166185293	10012	3
PC3_PROSTATE	2	166199284	167541187	411	5
PC3_PROSTATE	2	167559098	242014056	22228	3
PC3_PROSTATE	2	242021216	242154930	58	1
PC3_PROSTATE	2	242162273	243048760	130	3
PC3_PROSTATE	3	70895	45962595	17193	4
PC3_PROSTATE	3	45964959	63604049	5455	4
PC3_PROSTATE	3	63608599	70658257	2871	2
PC3_PROSTATE	3	70667210	74497115	1606	4
PC3_PROSTATE	3	74499062	104121004	5804	4
PC3_PROSTATE	3	104139218	124371157	6022	4
PC3_PROSTATE	3	124377049	145849908	6168	2
PC3_PROSTATE	3	145860748	157801204	3363	4
PC3_PROSTATE	3	157808875	158700776	215	2
PC3_PROSTATE	3	158711779	197833758	10922	4
PC3_PROSTATE	4	69713	12378886	4153	2
PC3_PROSTATE	4	12386589	28947110	5962	2
PC3_PROSTATE	4	28950063	34765697	1443	2
PC3_PROSTATE	4	34845629	49584109	4261	2
PC3_PROSTATE	4	52696792	75180563	6222	4
PC3_PROSTATE	4	75186404	90762622	4777	2
PC3_PROSTATE	4	90769924	91039783	70	4
PC3_PROSTATE	4	91057794	108051500	4231	2
PC3_PROSTATE	4	108077434	115171250	2065	2
PC3_PROSTATE	4	115188501	141748675	6832	2
PC3_PROSTATE	4	141760830	147845384	1525	3
PC3_PROSTATE	4	147864614	190921709	13300	2
PC3_PROSTATE	5	51455	12785251	5827	3
PC3_PROSTATE	5	12824411	19844853	2220	3
PC3_PROSTATE	5	19864691	19960174	33	0
PC3_PROSTATE	5	19964364	27525514	1792	3
PC3_PROSTATE	5	27527479	45099458	5349	3
PC3_PROSTATE	5	45143304	46383335	81	4
PC3_PROSTATE	5	49560859	51806494	456	2
PC3_PROSTATE	5	51818384	52490759	318	3
PC3_PROSTATE	5	52495682	58430679	2122	2
PC3_PROSTATE	5	58436136	58686189	112	1
PC3_PROSTATE	5	58686591	59285853	185	2
PC3_PROSTATE	5	59300913	60131884	174	3
PC3_PROSTATE	5	60135962	60224914	16	1
PC3_PROSTATE	5	60227923	61505488	412	2
PC3_PROSTATE	5	61530911	61909886	71	3
PC3_PROSTATE	5	61923026	62221492	108	2
PC3_PROSTATE	5	62223325	63913687	418	3
PC3_PROSTATE	5	63916834	64699702	212	2
PC3_PROSTATE	5	64708119	66182476	541	1
PC3_PROSTATE	5	66187610	66745600	219	2
PC3_PROSTATE	5	66756828	66876931	49	4
PC3_PROSTATE	5	66893225	67043915	50	3
PC3_PROSTATE	5	67061760	67904587	319	1
PC3_PROSTATE	5	67912992	68179333	96	2
PC3_PROSTATE	5	68179347	68334136	65	3
PC3_PROSTATE	5	68349917	73833952	1187	2
PC3_PROSTATE	5	73834247	73955332	61	3
PC3_PROSTATE	5	73956787	80872981	2152	2
PC3_PROSTATE	5	80898725	81348171	128	3
PC3_PROSTATE	5	81357405	81502786	21	4
PC3_PROSTATE	5	81515446	82926332	492	3
PC3_PROSTATE	5	82937538	84315142	324	2
PC3_PROSTATE	5	84333373	87050416	584	5
PC3_PROSTATE	5	87070639	87354265	62	4
PC3_PROSTATE	5	87377102	88514312	206	3
PC3_PROSTATE	5	88556107	88755454	30	2
PC3_PROSTATE	5	88764215	89109750	83	3
PC3_PROSTATE	5	89112538	90447216	362	4
PC3_PROSTATE	5	90449807	90654387	58	2
PC3_PROSTATE	5	90692247	91312216	139	4
PC3_PROSTATE	5	91315222	92138100	141	2
PC3_PROSTATE	5	92138458	93297876	194	3
PC3_PROSTATE	5	93326362	94867436	369	2
PC3_PROSTATE	5	94888014	95028846	32	4
PC3_PROSTATE	5	95036700	96028933	307	2
PC3_PROSTATE	5	96044060	96157648	56	4
PC3_PROSTATE	5	96165000	97116687	264	3
PC3_PROSTATE	5	97125963	98878673	424	4
PC3_PROSTATE	5	98878767	99257992	98	5
PC3_PROSTATE	5	99258130	100436960	269	4
PC3_PROSTATE	5	100461772	101038667	159	3
PC3_PROSTATE	5	101057289	102201590	320	5
PC3_PROSTATE	5	102215516	104720555	606	4
PC3_PROSTATE	5	104731689	106354558	283	3
PC3_PROSTATE	5	106360549	106904997	243	2
PC3_PROSTATE	5	106908555	107976529	392	4
PC3_PROSTATE	5	107979579	108071916	54	3
PC3_PROSTATE	5	108085743	108310544	29	4
PC3_PROSTATE	5	108341478	108759465	108	3
PC3_PROSTATE	5	108768393	109138043	129	2
PC3_PROSTATE	5	109160940	109284222	50	4
PC3_PROSTATE	5	109289729	110508660	338	3
PC3_PROSTATE	5	110523293	110589271	31	5
PC3_PROSTATE	5	110591730	111869675	463	3
PC3_PROSTATE	5	111871096	112319041	160	2
PC3_PROSTATE	5	112321070	112453071	75	3
PC3_PROSTATE	5	112455467	112593347	92	5
PC3_PROSTATE	5	112598437	113421859	315	3
PC3_PROSTATE	5	113427276	113578462	64	4
PC3_PROSTATE	5	113581785	114430791	310	3
PC3_PROSTATE	5	114434999	114603455	56	4
PC3_PROSTATE	5	114617284	115286059	225	3
PC3_PROSTATE	5	115287264	116544885	627	2
PC3_PROSTATE	5	116554420	116755696	93	3
PC3_PROSTATE	5	116766701	121960773	1644	2
PC3_PROSTATE	5	121964672	122220665	67	3
PC3_PROSTATE	5	122221912	122585789	151	2
PC3_PROSTATE	5	122596593	122774785	53	3
PC3_PROSTATE	5	122785953	123372283	163	2
PC3_PROSTATE	5	123375560	123462991	26	3
PC3_PROSTATE	5	123469690	125989661	977	2
PC3_PROSTATE	5	126015989	126407602	68	3
PC3_PROSTATE	5	126420820	128861653	702	4
PC3_PROSTATE	5	128876120	129432552	124	2
PC3_PROSTATE	5	129439574	130185380	126	3
PC3_PROSTATE	5	130202197	138095643	2386	2
PC3_PROSTATE	5	138136585	138313146	31	0
PC3_PROSTATE	5	138317500	138866092	72	2
PC3_PROSTATE	5	138944604	140044292	184	3
PC3_PROSTATE	5	140056775	145364836	1741	2
PC3_PROSTATE	5	145380097	146153500	263	4
PC3_PROSTATE	5	146158903	146943006	273	2
PC3_PROSTATE	5	146944239	147841360	328	4
PC3_PROSTATE	5	147844392	148747393	370	6
PC3_PROSTATE	5	148752053	149767083	390	5
PC3_PROSTATE	5	149778453	151532898	704	3
PC3_PROSTATE	5	151540888	151807079	109	4
PC3_PROSTATE	5	151812469	152693291	260	3
PC3_PROSTATE	5	152700033	153000753	135	4
PC3_PROSTATE	5	153003672	153251073	100	3
PC3_PROSTATE	5	153257636	156083824	972	2
PC3_PROSTATE	5	156098709	156546990	133	4
PC3_PROSTATE	5	156563201	157728458	459	5
PC3_PROSTATE	5	157734125	157832428	51	4
PC3_PROSTATE	5	157851580	159145281	458	2
PC3_PROSTATE	5	159153268	161079397	726	3
PC3_PROSTATE	5	161093560	161801898	160	4
PC3_PROSTATE	5	161820633	162195333	121	3
PC3_PROSTATE	5	162201035	162253670	19	5
PC3_PROSTATE	5	162263498	164334097	645	3
PC3_PROSTATE	5	164334125	165436083	352	2
PC3_PROSTATE	5	165444045	166934604	522	3
PC3_PROSTATE	5	166941083	167244760	133	2
PC3_PROSTATE	5	167252054	167336827	46	4
PC3_PROSTATE	5	167339216	167481138	78	3
PC3_PROSTATE	5	167481911	168228256	326	2
PC3_PROSTATE	5	168233413	168277127	37	3
PC3_PROSTATE	5	168277491	168943227	339	4
PC3_PROSTATE	5	168951339	169332156	185	3
PC3_PROSTATE	5	169335129	170598664	571	2
PC3_PROSTATE	5	170600942	171141491	173	4
PC3_PROSTATE	5	171146441	172725418	590	3
PC3_PROSTATE	5	172732127	173771287	537	4
PC3_PROSTATE	5	173780014	175286271	669	2
PC3_PROSTATE	5	175291852	177142081	279	3
PC3_PROSTATE	5	177377648	177511433	26	6
PC3_PROSTATE	5	177558929	178832325	459	3
PC3_PROSTATE	5	178846092	180035504	306	2
PC3_PROSTATE	5	180049907	180512315	112	4
PC3_PROSTATE	5	180520810	180692833	64	3
PC3_PROSTATE	6	203845	57215494	20921	3
PC3_PROSTATE	6	57226182	58069872	96	2
PC3_PROSTATE	6	58146087	58774716	75	3
PC3_PROSTATE	6	61972502	170905977	33968	2
PC3_PROSTATE	7	44408	6833877	1725	4
PC3_PROSTATE	7	6872172	23784273	7056	4
PC3_PROSTATE	7	23792840	76143625	14455	4
PC3_PROSTATE	7	76214797	89533989	3901	4
PC3_PROSTATE	7	89540410	105150255	3659	4
PC3_PROSTATE	7	105153191	106105574	418	5
PC3_PROSTATE	7	106106338	126043029	4867	4
PC3_PROSTATE	7	126055187	159119220	10031	4
PC3_PROSTATE	8	164984	13896804	7650	1
PC3_PROSTATE	8	13903209	17222590	1618	1
PC3_PROSTATE	8	17234342	48573973	9218	2
PC3_PROSTATE	8	48595345	49865894	215	3
PC3_PROSTATE	8	49880975	62320124	3876	1
PC3_PROSTATE	8	62325104	70485909	2119	4
PC3_PROSTATE	8	70490528	99200570	7783	6
PC3_PROSTATE	8	99206874	100350841	159	1
PC3_PROSTATE	8	100387661	129756266	9230	6
PC3_PROSTATE	8	129778606	146293414	5954	6
PC3_PROSTATE	9	59985	5079156	3148	2
PC3_PROSTATE	9	5087087	29089610	10527	2
PC3_PROSTATE	9	29100799	141071475	26965	2
PC3_PROSTATE	10	135656	7202931	3609	2
PC3_PROSTATE	10	7207842	7440996	98	3
PC3_PROSTATE	10	7461692	32593393	10276	2
PC3_PROSTATE	10	32597331	33411435	205	6
PC3_PROSTATE	10	33412841	33590509	106	15
PC3_PROSTATE	10	33596046	37317078	1266	9
PC3_PROSTATE	10	37322262	38237984	184	10
PC3_PROSTATE	10	38239992	45968590	1206	4
PC3_PROSTATE	10	45968899	49565986	326	2
PC3_PROSTATE	10	49569730	50424162	450	5
PC3_PROSTATE	10	50428891	51122582	243	7
PC3_PROSTATE	10	51496796	51586514	24	2
PC3_PROSTATE	10	51779449	53652218	652	8
PC3_PROSTATE	10	53657648	53948360	162	6
PC3_PROSTATE	10	53959055	55506697	645	8
PC3_PROSTATE	10	55508220	58846575	1084	7
PC3_PROSTATE	10	58849448	60617323	602	5
PC3_PROSTATE	10	60626234	60879016	120	3
PC3_PROSTATE	10	60888215	62181923	520	5
PC3_PROSTATE	10	62182509	62956214	261	7
PC3_PROSTATE	10	62958020	65344449	737	9
PC3_PROSTATE	10	65347105	65512339	46	6
PC3_PROSTATE	10	65514404	66142148	227	4
PC3_PROSTATE	10	66143864	67958828	644	6
PC3_PROSTATE	10	67964463	69389907	518	9
PC3_PROSTATE	10	69418270	70271275	174	6
PC3_PROSTATE	10	70294774	70774148	101	4
PC3_PROSTATE	10	70777713	71657711	417	5
PC3_PROSTATE	10	71662783	71974575	121	7
PC3_PROSTATE	10	71985733	72832721	390	5
PC3_PROSTATE	10	72843118	74490023	521	2
PC3_PROSTATE	10	74512727	74768924	28	9
PC3_PROSTATE	10	74822666	75232994	46	11
PC3_PROSTATE	10	75256436	77660765	469	8
PC3_PROSTATE	10	77661123	77972879	137	11
PC3_PROSTATE	10	77973284	78393956	166	10
PC3_PROSTATE	10	78394071	78535744	48	8
PC3_PROSTATE	10	78538952	81248584	1270	11
PC3_PROSTATE	10	81626662	81985364	105	11
PC3_PROSTATE	10	81994177	82320993	97	0
PC3_PROSTATE	10	82325999	89657150	2614	2
PC3_PROSTATE	10	89674157	90512306	287	0
PC3_PROSTATE	10	90517129	135434551	16086	2
PC3_PROSTATE	11	206767	21191289	8106	3
PC3_PROSTATE	11	21192532	62040519	11255	3
PC3_PROSTATE	11	62053687	85648900	6235	4
PC3_PROSTATE	11	85652613	86603490	359	2
PC3_PROSTATE	11	86603888	107399761	7205	4
PC3_PROSTATE	11	107403518	107830614	146	5
PC3_PROSTATE	11	107840904	134944770	10394	4
PC3_PROSTATE	12	192220	9626772	3303	2
PC3_PROSTATE	12	9714954	22404634	4254	2
PC3_PROSTATE	12	22415829	25330451	1093	2
PC3_PROSTATE	12	25338274	25866526	216	3
PC3_PROSTATE	12	25877525	28103775	831	5
PC3_PROSTATE	12	28119596	28235542	58	11
PC3_PROSTATE	12	28237731	28793329	176	4
PC3_PROSTATE	12	28811318	29159781	168	11
PC3_PROSTATE	12	29167983	29618273	144	8
PC3_PROSTATE	12	29619701	29726981	75	6
PC3_PROSTATE	12	29729770	29749626	14	2
PC3_PROSTATE	12	29756810	30121585	130	6
PC3_PROSTATE	12	30131243	31278031	600	2
PC3_PROSTATE	12	31297871	31406907	51	4
PC3_PROSTATE	12	31409879	34135810	891	2
PC3_PROSTATE	12	34142799	51492509	3620	3
PC3_PROSTATE	12	51504799	51656651	30	1
PC3_PROSTATE	12	51664341	58468331	1794	3
PC3_PROSTATE	12	58470456	99532475	12563	3
PC3_PROSTATE	12	99537213	123387922	7664	4
PC3_PROSTATE	12	123398454	124119388	77	3
PC3_PROSTATE	12	124122408	130375448	2987	4
PC3_PROSTATE	12	130382809	130700729	174	2
PC3_PROSTATE	12	130702771	131203329	268	1
PC3_PROSTATE	12	131206349	131472153	98	5
PC3_PROSTATE	12	131473543	133498496	481	4
PC3_PROSTATE	12	133684321	133777645	18	2
PC3_PROSTATE	13	19212262	21514349	620	4
PC3_PROSTATE	13	21525603	32531624	4793	3
PC3_PROSTATE	13	32540047	64349194	10139	3
PC3_PROSTATE	13	64373228	74739819	3286	3
PC3_PROSTATE	13	74742322	115106996	14640	3
PC3_PROSTATE	14	20224003	25947781	2120	3
PC3_PROSTATE	14	25976719	26779365	306	4
PC3_PROSTATE	14	26784913	41653977	4480	4
PC3_PROSTATE	14	41670102	48339518	1685	4
PC3_PROSTATE	14	48351280	49764368	353	5
PC3_PROSTATE	14	49771680	54198782	1573	6
PC3_PROSTATE	14	54207983	68710068	4513	6
PC3_PROSTATE	14	68716967	68846503	60	9
PC3_PROSTATE	14	68851316	73011885	1501	6
PC3_PROSTATE	14	73012484	73990117	304	7
PC3_PROSTATE	14	74066812	90804474	5553	3
PC3_PROSTATE	14	90808897	91616017	238	5
PC3_PROSTATE	14	91626078	107285437	4859	3
PC3_PROSTATE	15	20143409	36331911	4096	4
PC3_PROSTATE	15	36336039	36694736	114	5
