HGNC symbol	MGI symbol
DCAF10	Dcaf10
RITA1	Rita1
YES1	Yes1
PRR5-ARHGAP8	Arhgap8
C1QTNF5	C1qtnf5
RNF19B	Rnf19b
SLC5A6	Slc5a6
WASF2	Wasf2
TRAPPC2	0610009B22Rik
	1700018B08Rik
LUZP1	Luzp1
SWSAP1	Swsap1
METAP1	Metap1
ENOX2	Enox2
RN7SKP6	Gm25320
RAB11B	Rab11b
FBXO43	Fbxo43
MLKL	Mlkl
PAK3	Pak3
PNKP	Pnkp
NRIP1	Nrip1
TMCO1	Tmco1
OAZ2	Oaz2
PTPN5	Ptpn5
MRPL40	Mrpl40
KCNJ2	Kcnj2
PAPSS1	Papss1
OR2L2	Olfr167
TMEM40	Tmem40
SPTAN1	Sptan1
FBXW4	Fbxw4
RPS29	Rps29
GDF1	Gdf1
GDF1	Cers1
C20orf196	1110034G24Rik
GUCY2F	Gucy2f
ZSWIM5	Zswim5
RNU6-294P	Gm24268
CST9	Cst9
CST9	9230104L09Rik
CCSER1	Ccser1
GCG	Gcg
C15orf57	Ccdc32
NFE2L1	Nfe2l1
CR1	Cr1l
EGLN3	Egln3
GDE1	Gde1
KANK2	Kank2
LDHC	Ldhc
NEDD4	Nedd4
TMEM45B	Tmem45b
SPRED1	Spred1
TRNP1	Trnp1
KIAA1551	2810474O19Rik
COL3A1	Col3a1
PGBD5	Pgbd5
PCDHB11	Pcdhb19
TM2D3	Tm2d3
DCP1A	Dcp1a
PTF1A	Ptf1a
MFSD6	Mfsd6
MGST1	Mgst1
VPS37B	Vps37b
PRRT2	Prrt2
DXO	Dxo
HMX3	Hmx3
DMXL2	Dmxl2
CNPPD1	Cnppd1
AGRP	Agrp
RNA5SP172	n-R5s217
CST7	Cst7
ABCA9	Abca9
SLC25A29	Slc25a29
VIMP	Vimp
RINT1	Rint1
RNVU1-2	Gm22054
FOXJ3	Foxj3
NKTR	Nktr
PNISR	Pnisr
ERMN	Ermn
GMEB2	Gmeb2
RAPGEFL1	Rapgefl1
RPL35A	Rpl35a
HIST1H2AB	Hist1h2ac
TMBIM6	Tmbim6
IGFBP1	Igfbp1
SASH1	Sash1
PITX2	Pitx2
ASB4	Asb4
ZBTB34	Zbtb34
GDF10	Gdf10
NAALAD2	Naalad2
DZANK1	Dzank1
SNORD5	Gm24299
GTF2F2	Gtf2f2
STAT5A	Stat5a
GDPD4	Gdpd4
RNA5SP43	Gm25365
HIST1H1D	Hist1h1d
PCDHA5	Pcdha5
RIPPLY2	Ripply2
KRT23	Krt23
PGAM5	Pgam5
ANKRD34C	Ankrd34c
TSPAN6	Tspan6
SLC51B	Slc51b
PRNP	Prnp
RAD21L1	Rad21l
DGKD	Dgkd
KRBA1	Krba1
TMA7	Tma7
IARS	Iars
TMEM206	Tmem206
MTG1	Mtg1
C14orf166	2700060E02Rik
SOST	Sost
CMA1	Cma1
C19orf57	4930432K21Rik
KALRN	Kalrn
IGKV2D-28	Igkv2-109
IGKV2D-28	Igkv2-137
C2orf78	Gm5591
C2orf78	Gm5114
C2orf78	4930433I11Rik
C2orf78	Gm4884
C2orf78	Gm5592
ERC1	Erc1
ZDHHC19	Zdhhc19
MLLT11	Mllt11
BEND3	Bend3
DDX54	Ddx54
RNF157	Rnf157
NATD1	Natd1
TPM1	Tpm1
SNORD73A	Snord73a
EDC4	Edc4
PTN	Ptn
NPTXR	Nptxr
NPTXR	Npcd
ATRAID	Atraid
CDK19	Cdk19
INSM2	Insm2
ZFYVE9	Zfyve9
LSR	Lsr
RNA5SP201	Gm25365
GRTP1	Grtp1
GPHB5	Gphb5
MS4A5	Ms4a5
MANBA	Manba
C1orf21	1700025G04Rik
CDHR1	Cdhr1
C11orf49	1110051M20Rik
ZFAND4	Zfand4
ZNF414	Zfp414
SKA2	Ska2
GNPAT	Gnpat
FOXN2	Foxn2
SCARNA5	Gm25395
TMEM8B	Tmem8b
WFDC12	Wfdc12
MVP	Mvp
HEATR4	Gm17673
C17orf105	1700006E09Rik
PPIL6	Ppil6
OTUD6B	Otud6b
SFI1	Sfi1
RFX5	Rfx5
SPAG1	Spag1
ATP5E	Atp5e
MYH10	Myh10
USP17L10	Usp17ld
USP17L10	Usp17la
USP17L10	Usp17lc
FYN	Fyn
KCTD12	Kctd12
FAM65C	Fam65c
KCNS1	Kcns1
CCNL1	Ccnl1
SLC1A2	Slc1a2
RNU6-144P	Gm22308
CDX2	Cdx2
KCTD15	Kctd15
R3HCC1L	R3hcc1l
CDHR4	Cdhr4
RGL1	Rgl1
RGPD6	Ppie
ARHGDIA	Arhgdia
T	T
RNU2-1	Gm23444
RNU2-1	Gm24950
RNU2-1	Gm23849
RNU2-1	Gm23971
RNU2-1	Rnu2-10
RNU2-1	Gm24497
PREX1	Prex1
ATN1	Atn1
IGLC7	Iglc1
IGLC7	Iglc4
FAM83G	Fam83g
UBAC2	Ubac2
OR9G1	Olfr1013
OR9G1	Olfr1014
OR9G1	Olfr1016
TSPAN14	Tspan14
AP1G1	Ap1g1
ZRANB2	Zranb2
ACAD11	Acad11
OR7D4	Olfr867
ARNT	Arnt
DMAP1	Dmap1
CMAS	Cmas
GFER	Gfer
HDAC11	Hdac11
ARPC3	Arpc3
IL18RAP	Il18rap
AMHR2	Amhr2
ZNF830	Zfp830
RNU6-252P	Gm23312
LRP1	Lrp1
ITGA9	Itga9
ZNF12	Zfp12
SNX33	Snx33
OLA1	Ola1
TOR1AIP1	Tor1aip1
FIBCD1	Fibcd1
FAM171B	Fam171b
	Ttll13
PPP1R17	Ppp1r17
STAT5B	Stat5b
RNU6-20P	Gm22454
WBP2	Wbp2
	Gm27624
CTNND1	Gm28635
CTNND1	Ctnnd1
WIPI1	Wipi1
NENF	Nenf
CWC22	Cwc22
CWC22	Gm13698
CWC22	Gm13693
CWC22	Gm13695
CWC22	Gm13696
CWC22	Gm13694
CWC22	Gm13697
CWC22	Gm13691
SLC5A3	Slc5a3
SMAD7	Smad7
SEPT7	Sept7
C11orf58	1110004F10Rik
KDM5C	Kdm5c
VSTM5	Vstm5
KAZN	Kazn
PAFAH1B2	Pafah1b2
PTOV1	Ptov1
THRAP3	Thrap3
ABLIM2	Ablim2
EPN1	Epn1
COL14A1	Col14a1
ETS1	Ets1
IGF1	Igf1
RRP1B	Rrp1b
GMNC	Gmnc
CXCR2	Cxcr2
CXCR2	Cxcr1
C5AR2	C5ar2
KCNJ16	Kcnj16
RPL12	Rpl12
ZNF845	Zfp160
FGF14	Fgf14
ZW10	Zw10
SEC61G	Sec61g
ZBED6	Zbed6
ZBED6	Gm38394
MYCBP	Mycbp
NRBP1	Nrbp1
FADS2	Fads2
OR4F29	Olfr1303
CDCP2	Cdcp2
SGCD	Sgcd
COL6A5	Col6a5
RAD50	Rad50
SNORA11D	Gm24595
GSTA2	Gm8074
GSTA2	Gsta1
GSTA2	Gm10639
GSTA2	Gsta2
BTN1A1	Btn1a1
RILP	Rilp
COQ10B	Coq10b
GABRG1	Gabrg1
BAZ1A	Baz1a
RASGEF1A	Rasgef1a
HAUS2	Haus2
HACE1	Hace1
HGFAC	Hgfac
NAA40	Naa40
FAR2	Far2
ZNF565	Zfp568
PCOLCE	Pcolce
GFRAL	Gfral
LFNG	Lfng
LMAN2L	Lman2l
PAXBP1	Paxbp1
ACVRL1	Acvrl1
KIF1C	Kif1c
PDIA6	Pdia6
KLC2	Klc2
NCOR1	Ncor1
ALB	Alb
PARP9	Parp9
KRTAP10-9	Gm19668
KRTAP10-9	Krtap10-4
CEP78	Cep78
MAP6	Map6
	Hdgfrp3
H2AFB3	H2afb3
ZNF598	Zfp598
SRGN	Srgn
LMBRD2	Lmbrd2
PUS10	Pus10
ELP6	Elp6
STARD10	Stard10
SIRPB1	Sirpb1a
SIRPB1	Sirpb1b
SIRPB1	Sirpb1c
SIRPB1	Sirpa
BRIP1	Brip1
TGFBR3	Tgfbr3
MEIG1	Meig1
RASSF1	Rassf1
EYA1	Eya1
KIAA1324	5330417C22Rik
ZNF727	Zfp595
SFTPB	Sftpb
LRRC8E	Lrrc8e
EIF4G2	Eif4g2
ZUFSP	Zufsp
PARN	Parn
NXPE3	Nxpe3
NHSL1	Nhsl1
BCL2L11	Bcl2l11
DPP8	Dpp8
INTS2	Ints2
PARS2	Pars2
GDPGP1	Gdpgp1
RASL10A	Rasl10a
GUCY2D	Gucy2e
ABHD17A	Abhd17a
RIF1	Rif1
P3H2	P3h2
SURF2	Surf2
SEPT5	Sept5
	Gm23723
	Snora41
CLIC3	Clic3
OSR1	Osr1
PTPN14	Ptpn14
AOC3	Aoc3
CTXN1	Ctxn1
ZFP28	Zfp28
MEOX1	Meox1
ENTHD2	Enthd2
SIGLECL1	4931406B18Rik
INO80B	Ino80b
KIF13B	Kif13b
KRTAP1-5	Krtap1-5
KRTAP1-5	Krtap9-3
CNTLN	Cntln
TMED1	Tmed1
AK3	Ak3
GKN1	Gkn1
RBPJL	Rbpjl
C17orf59	2310047M10Rik
HIC1	Hic1
RSRP1	Rsrp1
RUNX1T1	Runx1t1
ADD1	Add1
HLA-DQA2	H2-Aa
MUC5B	Muc5b
GNG11	Gng11
EIF2AK4	Eif2ak4
AHCYL1	Ahcyl1
CIZ1	Ciz1
RNF19A	Rnf19a
ELAC2	Elac2
RHOG	Rhog
RNF31	Rnf31
KIAA1217	Etl4
YPEL4	Ypel4
FAM72C	Fam72a
DNAH7	Dnah7b
DNAH7	Dnah7a
SEC24D	Sec24d
SNORD104	Snord104
GTF2E1	Gtf2e1
CHCHD1	Chchd1
C11orf94	1700029I15Rik
QPRT	Qprt
PRAP1	Prap1
OR5V1	Olfr110
OR5V1	Olfr111
ZC3H12B	Zc3h12b
SMAD2	Smad2
LEPR	Lepr
RNU6-709P	Gm25048
RNU6-709P	Gm24149
AGXT	Agxt
EIF6	Eif6
OXT	Oxt
CCDC38	Ccdc38
SIGLEC15	Siglec15
FAM117A	Fam117a
MYL2	Myl2
DPH1	Dph1
OXSR1	Oxsr1
GSDMA	Gsdma
UBE2F	Ube2f
KPRP	Kprp
ECI2	Eci3
ECI2	Eci2
ICA1	Ica1
SH3PXD2A	Sh3pxd2a
C9orf116	1700007K13Rik
TEX10	Tex10
FASTKD1	Fastkd1
BNIP3	Bnip3
BVES	Bves
TMIE	Tmie
RPS6KC1	Rps6kc1
ECE1	Ece1
TADA3	Tada3
XRCC2	Xrcc2
ADAM30	Adam30
CXCL1	Cxcl3
CXCL1	Cxcl1
CXCL1	Cxcl2
HMGN1	Hmgn1
GOLGA6L4	Golga2
PLEKHO1	Plekho1
TPSD1	Tpsb2
PRPF40B	Prpf40b
CENPB	Cenpb
IGKV2-28	Igkv2-109
IGKV2-28	Igkv2-137
	Cyb561d2
PAGR1	Pagr1b
PAGR1	Pagr1a
HEPACAM2	Hepacam2
CCND3	Ccnd3
LAMP5	Lamp5
CACNG1	Cacng1
ADGRF3	Adgrf3
LYPD6B	Lypd6b
ANAPC4	Anapc4
KCTD21	Kctd21
GOLGA6C	Golga2
ZNF585B	Zfp27
KRTAP1-1	Krtap1-5
KRTAP1-1	Krtap9-3
POLM	Polm
NELFA	Nelfa
LAMP2	Lamp2
LY6K	Ly6k
TP53BP2	Trp53bp2
IGHG2	Ighg2c
IGHG2	Ighg2b
IGHG2	Ighg1
IGHG2	Ighg3
AGO1	Ago1
PYCARD	Pycard
ZNF45	Zfp94
MED8	Med8
FILIP1	Filip1
VAMP8	Vamp8
PRKAR1A	Prkar1a
LRRC36	Lrrc36
TNFSF9	Tnfsf9
MRPS35	Mrps35
CCPG1	Ccpg1
LSM8	Lsm8
CCBL1	Ccbl1
PRKD1	Prkd1
TULP2	Tulp2
FOXL1	Foxl1
PEF1	Pef1
SLCO1C1	Slco1c1
SYPL1	Sypl
IGHV2-5	Ighv8-8
IGHV2-5	Ighv8-9
IGHV2-5	Ighv8-11
IGHV2-5	Ighv8-12
IGHV2-5	Ighv8-2
RPL9	Rpl9
TRAV23DV6	Trav14d-3-dv8
TRAV23DV6	Trav14n-1
IFI27	Ifi27
CHAT	Chat
ARHGAP20	Arhgap20
VMA21	Vma21
OVCA2	Ovca2
CYCS	Cycs
ZNF180	Zfp180
STAG3L5P-PVRIG2P-PILRB	Pilra
STAG3L5P-PVRIG2P-PILRB	Pilrb1
STAG3L5P-PVRIG2P-PILRB	Pilrb2
PCYT2	Pcyt2
TGFB1	Tgfb1
ORM1	Orm1
ORM1	Orm3
SUMO3	Sumo3
CD244	Cd244
EID2	Eid2
RCE1	Rce1
ZFC3H1	Zfc3h1
MEF2C	Mef2c
CFAP36	Cfap36
METRN	Metrn
MRPL1	Mrpl1
PROKR2	Prokr2
SERINC1	Serinc1
ZMYND8	Zmynd8
NOD2	Nod2
HIST1H4F	Hist1h4m
CNR2	Cnr2
TMEM154	Tmem154
MANEAL	Maneal
ZMYM3	Zmym3
TMEM190	Tmem190
RRAS	Rras
DNAJC9	Dnajc9
PCDHA10	Pcdha9
TMEM120B	Tmem120b
FAHD1	Fahd1
KIAA1468	2310035C23Rik
IFT46	Ift46
SAMSN1	Samsn1
AP1S2	Ap1s2
IFI44	Ifi44
ANKRD30A	Ankrd26
ANKRD30A	Gm1758
ANKRD30A	Gm15319
ANKRD30A	Gm20946
ANKRD30A	4930430A15Rik
FCRLB	Fcrlb
UBE2W	Ube2w
RAB8B	Rab8b
NCLN	Ncln
MAPK9	Mapk9
TMEM63A	Tmem63a
HCRTR2	Hcrtr2
SMAD6	Smad6
VWA3B	Vwa3b
CARHSP1	Carhsp1
BAALC	Baalc
PRAMEF12	Gm16429
PRAMEF12	Gm6351
PRAMEF12	BC061212
PRAMEF12	Gm6502
PRAMEF12	Gm7682
PRAMEF12	Gm10424
PRAMEF12	Pramel1
PRAMEF12	Pramef8
PRAMEF12	Gm13043
PRAMEF12	Gm13040
PRAMEF12	Gm13057
PRAMEF12	Gm13083
PRAMEF12	B020004J07Rik
PRAMEF12	Pramef6
PRAMEF12	Gm12800
PRAMEF12	Gm12794
PRAMEF12	Pramef25
PRAMEF12	Gm13101
PRAMEF12	Pramef17
PRAMEF12	Pramel4
SNAPC4	Snapc4
ZNF513	Zfp513
CFAP53	Cfap53
C19orf44	1700030K09Rik
VMP1	Vmp1
CAPN9	Capn9
MXRA8	Mxra8
PKP1	Pkp1
GRAP	Grap
RNU1-103P	Gm24036
PELI2	Peli2
ARMC9	Armc9
TCL1A	Tcl1
TOMM40L	Tomm40l
HEPHL1	Hephl1
GUK1	Guk1
TMEM80	Tmem80
KIF5B	Kif5b
KCNN4	Kcnn4
NDUFS7	Ndufs7
GP1BA	Gp1ba
MTF1	Mtf1
MYADM	Myadm
SMIM12	Smim12
FAM150B	Fam150b
	Pycr2
SQRDL	Sqrdl
ZAN	Zan
NHLH1	Nhlh1
GOLGA6L10	Golga2
SLAMF8	Slamf8
GTF2IRD2B	Gtf2ird2
EPSTI1	Epsti1
NMUR1	Nmur1
PSME3	Psme3
NME7	Nme7
PAX5	Pax5
OR4F5	Olfr1289
OGDH	Ogdh
METTL2B	Mettl2
NCOA1	Ncoa1
IFNA17	Ifna15
CAMSAP1	Camsap1
EIF4G1	Eif4g1
LINGO1	Lingo1
ESCO2	Esco2
C1orf122	1110065P20Rik
LEO1	Leo1
ACBD4	Acbd4
ABCA2	Abca2
FBXL16	Fbxl16
PKM	Pkm
PAK7	Pak7
ANXA8	Anxa8
UBL4A	Ubl4
FAM184A	Fam184a
RNA5SP174	n-R5s196
PROSER1	Proser1
PRKRIP1	Prkrip1
CGREF1	Cgref1
SGMS2	Sgms2
COG1	Cog1
CNBD2	Cnbd2
TTLL11	Ttll11
FGF23	Fgf23
ALMS1	Alms1
CLEC3B	Clec3b
RHBDL1	Rhbdl1
RNU6-287P	Gm22608
CREB1	Creb1
TRAF3IP3	Traf3ip3
LRRC8D	Lrrc8d
FRS3	Frs3
KLHDC9	Klhdc9
SLC38A10	Slc38a10
KRTAP10-5	Gm19668
KRTAP10-5	Krtap10-4
HOXC8	Hoxc8
SAP30L	Sap30l
RNU6-1026P	Gm22333
PODXL2	Podxl2
POMP	Pomp
ABHD5	Abhd5
KLRG2	Klrg2
PLIN4	Plin4
GNG12	Gng12
EPHX3	Ephx3
KCNH5	Kcnh5
CASP2	Casp2
RBBP5	Rbbp5
RNU6-753P	Gm24086
OCA2	Oca2
HTR2B	Htr2b
NR2C1	Nr2c1
KHDC3L	Khdc3
KHDC3L	Gm20509
CGB5	Lhb
EIF2A	Eif2a
LIN37	Lin37
GGA2	Gga2
CSNK2B	Csnk2b
NIPA2	Nipa2
KRT7	Krt7
APOH	Apoh
GEMIN4	Gemin4
CSNK1E	Csnk1e
LINS	Lins
NPC1	Npc1
UCHL1	Uchl1
HES5	Hes5
ULK4	Ulk4
HERC1	Herc1
ZC3H18	Zc3h18
FSCB	Fscb
SLC39A13	Slc39a13
TEX12	Tex12
ARL2	Arl2
IGHA2	Igha
SERPINI2	Serpini2
TAF11	Taf11
ISX	Isx
NTRK3	Ntrk3
RSPH10B	Rsph10b
TCF12	Tcf12
SNORD21	Snord21
RAN	Ran
TRIM39	Trim39
DISC1	Disc1
IGKV6D-41	Igkv5-45
IGKV6D-41	Igkv5-43
IGKV6D-41	Igkv5-39
RNU6-1280P	Gm24150
CD27	Cd27
C1orf87	Gm12695
SIAH3	Siah3
ST3GAL4	St3gal4
RAB28	Rab28
SLC4A5	Slc4a5
HGF	Hgf
FRMD5	Frmd5
RNU6-946P	Gm26111
KCNAB3	Kcnab3
DESI1	Desi1
C1GALT1	C1galt1
SCGB1A1	Scgb1a1
RN7SKP69	Gm24139
ACSS1	Acss1
ACOT8	Acot8
BROX	Brox
VGLL3	Vgll3
MAP4	Map4
CEP250	Cep250
MORN5	Morn5
MKNK2	Mknk2
C15orf27	AI118078
TAS1R1	Tas1r1
FBXW9	Fbxw9
TM4SF19	Tm4sf19
RNU6-315P	Gm23169
SLC27A3	Slc27a3
TRAV19	Trav16d-dv11
RBM4B	Rbm4b
LMO4	Lmo4
FKBP1C	Fkbp1a
CALHM1	Calhm1
SUMF2	Sumf2
ZNF865	Zfp865
SF3B4	Sf3b4
BRD2	Brd2
HLA-A	H2-M5
HLA-A	H2-T22
HLA-A	H2-T23
HLA-A	Gm11127
HLA-A	H2-D1
HLA-A	H2-Q1
HLA-A	H2-Q2
HLA-A	H2-Bl
HLA-A	H2-T3
HLA-A	H2-M3
HLA-A	H2-Q4
HLA-A	H2-Q5
HLA-A	Gm7030
HLA-A	H2-Q6
HLA-A	H2-Q7
HLA-A	H2-Q10
HLA-A	H2-M2
TPM2	Tpm2
FOLR1	Folr1
CBL	Cbl
WFDC8	Wfdc8
CLCNKB	Clcnka
CLCNKB	Clcnkb
	BC030499
CCHCR1	Cchcr1
FANCA	Fanca
PAOX	Paox
AGRN	Agrn
USP36	Usp36
HTR6	Htr6
ZSCAN10	Zscan10
CYB561A3	Cyb561a3
WDR31	Wdr31
ETFDH	Etfdh
PPP1R16A	Ppp1r16a
EIF1B	Eif1b
RNA5SP41	Gm23392
CELA3B	Cela3a
CELA3B	Cela3b
FCGR1B	Fcgr1
FLT3LG	Flt3l
TRPM1	Trpm1
BDNF	Bdnf
CHRM4	Chrm4
PRSS21	Prss21
RLN1	Rln1
RHBDD1	Rhbdd1
ERC2	Erc2
TMPRSS11B	Tmprss11b
TDRD6	Tdrd6
ANKRD32	Ankrd32
BTBD9	Btbd9
C11orf95	2700081O15Rik
BBS5	Bbs5
STAM	Stam
EFCAB2	Efcab2
CD200R1	Cd200r1
CD200R1	Cd200r4
CD200R1	Cd200r2
CD200R1	Cd200r3
PXDC1	Pxdc1
PTCHD3	Ptchd3
MAPK10	Mapk10
	Papl
EP300	Ep300
SCUBE2	Scube2
RNA5SP509	n-R5s7
GBF1	Gbf1
SLIT2	Slit2
DCLRE1B	Dclre1b
DGCR6	Dgcr6
GLMN	Glmn
POM121	Pom121
ESR2	Esr2
CBX4	Cbx4
NPS	Nps
ZC3H13	Zc3h13
POM121C	Pom121
XRCC4	Xrcc4
MRPL20	Mrpl20
STAT6	Stat6
RSG1	Rsg1
KIF26A	Kif26a
SLC22A16	Slc22a16
TCEB1	Tceb1
KLKB1	Klkb1
PPP4R1	Ppp4r1
IL1F10	Il1f10
ROBO4	Robo4
OR10Q1	Olfr1495
IFT81	Ift81
MEF2B	2310045N01Rik
MEF2B	Mef2b
RNASEL	Rnasel
COX16	Cox16
CEACAM16	Ceacam16
POU6F2	Pou6f2
LRRC39	Lrrc39
POU5F2	Pou5f2
ELAVL2	Elavl2
CASP1	Casp1
FAM132B	Fam132b
ZC3H3	Zc3h3
ZC3H3	Gm7353
CAMP	Camp
CORO1C	Coro1c
MIDN	Midn
SHISA5	Shisa5
KCNIP1	Kcnip1
SNRK	Snrk
SPHK1	Sphk1
SUN1	Sun1
NUTM2F	Nutm2
PLCG1	Plcg1
TDRD1	Tdrd1
FEM1A	4931440F15Rik
MEFV	Mefv
SLFN12L	Slfn2
SLFN12L	Slfn1
SLFN12L	Slfn4
SLFN12L	Slfn3
SIVA1	Siva1
TMEM89	Tmem89
MTX2	Mtx2
NRBF2	Nrbf2
KRR1	Krr1
AJUBA	Ajuba
DUSP5	Dusp5
SP140	Sp140
SP140	A530032D15Rik
SP140	C130026I21Rik
SAXO1	Saxo1
C17orf89	1810043H04Rik
CITED1	Cited1
	Csnk1g1
AMOTL2	Amotl2
CHD1L	Chd1l
ZNF740	Zfp740
M6PR	M6pr
TMEM87B	Tmem87b
RDH5	Rdh5
MAP3K11	Map3k11
OPCML	Opcml
BRE	Bre
SH2B3	Sh2b3
IFITM2	Ifitm1
IFITM2	Ifitm3
HIST2H2AB	Hist2h2ab
BCL3	Bcl3
CTC1	Ctc1
QRFPR	Qrfpr
MCM7	Mcm7
MYL3	Myl3
ZHX3	Zhx3
TSSK2	Tssk2
HIP1R	Hip1r
KLHL17	Klhl17
PRDM2	Prdm2
OR2J2	Olfr137
RNU7-50P	Gm24512
RNU7-50P	Gm23067
RNU7-50P	Gm26409
RNU7-50P	Gm27811
RNU7-50P	Gm22218
RNU7-50P	Gm24732
RNU7-50P	Gm24577
RNU7-50P	Gm27521
RNU7-50P	Gm27579
ZDHHC7	Zdhhc7
PCTP	Pctp
BATF2	Batf2
INTS10	Ints10
WFDC3	Wfdc3
DLG4	Dlg4
SCRN1	Scrn1
ARPC1B	Arpc1b
PKP4	Pkp4
DENND6A	Dennd6a
CHCHD5	Chchd5
KIT	Kit
PIK3C2G	Pik3c2g
CPA2	Cpa2
C1orf35	2310033P09Rik
SNX12	Snx12
DDO	Ddo
YPEL2	Ypel2
KRT17	Krt17
TRAV9-1	Trav6n-5
VASH1	Vash1
LY6E	Ly6e
RNU6-227P	Gm23622
CSRNP3	Csrnp3
TWIST2	Twist2
CFAP54	Cfap54
CD274	Cd274
DICER1	Dicer1
C1orf111	1700015E13Rik
FBLN2	Fbln2
TRIQK	Triqk
FBL	Fbl
SOBP	Sobp
JADE1	Jade1
CTR9	Ctr9
HCCS	Hccs
SNORD50A	Gm23017
CLSTN2	Clstn2
SPAG8	Spag8
EDN3	Edn3
RPL35	Gm2000
RPL35	Rpl35
RNU2-66P	Gm25475
RNU2-66P	Gm22984
RNU6-790P	Gm23712
DRAM2	Dram2
WNT9B	Wnt9b
MTOR	Mtor
TRAF3IP2	Traf3ip2
TRRAP	Trrap
DDAH1	Ddah1
EXOC6B	Exoc6b
KRTAP1-3	Krtap1-5
KRTAP1-3	Krtap9-3
TTC13	Ttc13
ARHGAP11A	Arhgap11a
TSN	Tsn
ACOT12	Acot12
HIRA	Hira
GPATCH4	Gpatch4
RNU6-644P	Gm25705
CBLL1	Cbll1
ITPA	Itpa
C1orf52	2410004B18Rik
ASIP	a
GNL3L	Gnl3l
TRAPPC12	Trappc12
ABCB11	Abcb11
NOL9	Nol9
	Mettl10
IL17C	Il17c
TMEM205	Tmem205
CAPZA2	Capza2
EPB41L3	Epb4.1l3
CILP2	Cilp2
RBM7	Rbm7
ACOX1	Acox1
PRRT4	Prrt4
ITCH	Itch
CERK	Cerk
MRPL53	Mrpl53
GBX1	Gbx1
DAXX	Daxx
GMPR2	Gmpr2
DPYSL4	Dpysl4
AP1M1	Ap1m1
PHF1	Phf1
OSCP1	Oscp1
PROSER3	Proser3
TEKT3	Tekt3
TOM1L1	Tom1l1
ANKRD62	Ankrd26
ANKRD62	Gm1758
ANKRD62	Gm15319
ANKRD62	Gm20946
ANKRD62	4930430A15Rik
RNU6-432P	Gm23500
POTEB	Ankrd26
POTEB	Gm1758
POTEB	Gm15319
POTEB	Gm20946
POTEB	4930430A15Rik
BOLL	Boll
GRIK1	Grik1
CGB	Lhb
GSTO1	Gsto1
DCLK3	Dclk3
HIST1H2AE	Hist1h2ai
HIST1H2AE	Hist1h2ae
HIST1H2AE	Hist1h2ad
HIST1H2AE	Hist1h2an
OVOL1	Ovol1
ZNF280B	Zfp280b
HAND1	Hand1
GOLGA8B	Golga2
PTPRA	Ptpra
C12orf54	1700031M16Rik
WISP2	Wisp2
FKBP1A	Fkbp1a
GYS1	Gys1
LIN7C	Lin7c
NUDT6	Nudt6
ZYG11A	Zyg11a
TMCO5A	Tmco5
USP16	Usp16
CTSO	Ctso
HACL1	Hacl1
GLE1	Gle1
CCL5	Ccl5
TMEFF2	Tmeff2
TMEM141	Tmem141
PDPN	Pdpn
CBLN3	Cbln3
IQCG	Iqcg
NTN5	Ntn5
TEX29	Tex29
SIRPB2	Gm5150
TMEM159	Tmem159
STAMBPL1	Stambpl1
DNPH1	Dnph1
ABCF1	Abcf1
IGKV1D-8	Igkv15-103
IGKV1D-8	Igkv10-94
IGKV1D-8	Igkv19-93
LANCL3	Lancl3
	1700001C19Rik
ACSF2	Acsf2
PRRX1	Prrx1
GHITM	Ghitm
SP6	Sp6
CDK5RAP3	Cdk5rap3
VPS25	Vps25
JMJD1C	Jmjd1c
TRPV5	Trpv5
ENHO	Enho
	Gosr2
TRIP10	Trip10
TCHP	Tchp
EPHB1	Ephb1
RN7SKP259	Gm23171
KBTBD8	Kbtbd8
GRIK2	Grik2
CHD4	Chd4
C19orf67	1700067K01Rik
UTS2	Uts2
HIST2H2AA3	Hist2h2aa2
ZFP36L2	Zfp36l2
SELENBP1	Selenbp1
CXCL2	Cxcl3
CXCL2	Cxcl1
CXCL2	Cxcl2
CDC42SE1	Cdc42se1
OR13G1	Olfr309
HNRNPAB	Hnrnpab
NOL4L	Nol4l
GNAI1	Gnai1
ALG8	Alg8
RNU6-500P	Gm25814
CBX2	Cbx2
METAP2	Metap2
	Selo
BTG3	Btg3
OR8D1	Olfr930
OR8D1	Olfr933
OR8D1	Olfr26
MTL5	Mtl5
DCC	Dcc
XRN2	Xrn2
KRT24	Krt24
LEMD2	Lemd2
SNORD125	Gm24958
RDM1	Rdm1
RNU6-678P	Gm22965
RNU6-678P	Gm22779
RNU6-678P	Gm24919
JAKMIP1	Jakmip1
DOCK3	Dock3
NEK8	Nek8
SIM1	Sim1
GOLGA8H	Golga2
DENND1A	Dennd1a
PRSS53	Prss53
GP6	Gp6
GALE	Gale
ANKMY2	Ankmy2
C16orf72	1810013L24Rik
BRINP3	Brinp3
CKM	Ckm
OOSP2	Oosp2
CAMK2G	Camk2g
DRG1	Drg1
C9orf78	BC005624
RAD54B	Rad54b
PREP	Prep
GOLGA6B	Golga2
PIN4	Pin4
ARHGDIB	Arhgdib
HAS1	Has1
ARHGEF3	Arhgef3
ZNF35	Zfp105
TMEM245	Tmem245
DUSP9	Dusp9
IFT140	Ift140
HNRNPM	Hnrnpm
MAN1C1	Man1c1
E2F2	E2f2
NDUFB5	Ndufb5
MOG	Mog
C11orf57	AU019823
KCNJ15	Kcnj15
NOTCH1	Notch1
C11orf31	2700094K13Rik
GPR143	Gpr143
