protein,type,pval,fdr
QRSL1,2.0,0.522633005607,0.934975357689
MANBAL,2.0,0.53506225745,0.934975357689
VTI1A,2.0,0.508611775214,0.934975357689
PPP1CC,2.0,0.538559502671,0.934975357689
ARHGAP4,2.0,0.540601447108,0.934975357689
IKBKG,2.0,0.540601447108,0.934975357689
PPCDC,2.0,0.511919102719,0.934975357689
LARP4B,2.0,0.515629456771,0.934975357689
IL1RAP,2.0,0.529122467299,0.934975357689
APOA1BP,2.0,0.525434283603,0.934975357689
HEATR1,2.0,0.520086331931,0.934975357689
THBS1,-2.0,0.489350644511,0.934975357689
SAFB,-2.0,0.518002483044,0.934975357689
GTF2B,2.0,0.521781452477,0.934975357689
SMYD3,2.0,0.48434929284,0.934975357689
SNRPA,2.0,0.507888665923,0.934975357689
CCBL2,2.0,0.521781452477,0.934975357689
LY6E,2.0,0.532270749337,0.934975357689
SDSL,2.0,0.538559502671,0.934975357689
NR2F2,2.0,0.512542015479,0.934975357689
TFB2M,2.0,0.48434929284,0.934975357689
MPI,2.0,0.511919102719,0.934975357689
DAB2,2.0,0.512195186224,0.934975357689
ZNF579,2.0,0.511608360551,0.934975357689
CAPS,2.0,0.496770006101,0.934975357689
SOAT1,2.0,0.503690489436,0.934975357689
TMEM126A,2.0,0.494620177934,0.934975357689
DFNA5,2.0,0.513327878652,0.934975357689
LSM14A,2.0,0.508490374429,0.934975357689
PRKDC,2.0,0.534742442355,0.934975357689
TARDBP,2.0,0.491397337194,0.934975357689
C9,2.0,0.512195186224,0.934975357689
SYAP1,2.0,0.512730292981,0.934975357689
HCFC1,2.0,0.540601447108,0.934975357689
COMMD4,2.0,0.489933560259,0.934975357689
NDUFA11,-2.0,0.518002483044,0.934975357689
ANKRD13A,2.0,0.538559502671,0.934975357689
RINT1,2.0,0.524804669981,0.934975357689
NDUFA11,2.0,0.496770006101,0.934975357689
MTOR,2.0,0.491397337194,0.934975357689
CNST,2.0,0.48434929284,0.934975357689
EIF3M,2.0,0.519550053598,0.934975357689
TSPAN8,2.0,0.509822833515,0.934975357689
CAPS,-2.0,0.518002483044,0.934975357689
RPUSD2,-2.0,0.489350644511,0.934975357689
RAP1B,2.0,0.532170978155,0.934975357689
CETN2,2.0,0.537600163782,0.934975357689
MRFAP1,2.0,0.504132649977,0.934975357689
FMR1,2.0,0.533450907837,0.934975357689
RPP25,2.0,0.511919102719,0.934975357689
ATP2B4,2.0,0.526299286329,0.934975357689
MSRA,-2.0,0.483484081942,0.934975357689
SYNM,2.0,0.493927546611,0.934975357689
GATAD2B,2.0,0.513957036286,0.934975357689
CPXM1,2.0,0.514542707265,0.934975357689
SERPINH1,2.0,0.481002117687,0.934975357689
GBP2,2.0,0.521781452477,0.934975357689
LAMB1,2.0,0.524804669981,0.934975357689
UBE2S,2.0,0.511608360551,0.934975357689
PRKAR2B,2.0,0.524804669981,0.934975357689
GBP1,2.0,0.521781452477,0.934975357689
ANK3,2.0,0.485286314635,0.934975357689
OAS2,2.0,0.538559502671,0.934975357689
GBP4,2.0,0.521781452477,0.934975357689
GALK2,-2.0,0.502946856526,0.934975357689
NAA10,2.0,0.540601447108,0.934975357689
RENBP,2.0,0.540601447108,0.934975357689
RBKS,2.0,0.541420565459,0.934975357689
RANBP3,2.0,0.496770006101,0.934975357689
RANBP3,-2.0,0.518002483044,0.934975357689
PTPN11,2.0,0.538559502671,0.934975357689
SSR4,2.0,0.540601447108,0.934975357689
S100A12,2.0,0.541065623936,0.934975357689
SNUPN,2.0,0.489933560259,0.934975357689
MTR,2.0,0.524815991599,0.934975357689
VPS16,2.0,0.514542707265,0.934975357689
FH,2.0,0.49475797367,0.934975357689
OAS3,2.0,0.538559502671,0.934975357689
LONP1,-2.0,0.518002483044,0.934975357689
BMP2K,-2.0,0.501579681409,0.934975357689
WHSC1L1,2.0,0.532901098507,0.934975357689
LRRC16A,2.0,0.509152815372,0.934975357689
BGN,2.0,0.537600163782,0.934975357689
TXLNG,2.0,0.512730292981,0.934975357689
MED21,2.0,0.519855192247,0.934975357689
RBBP7,2.0,0.512730292981,0.934975357689
NARS2,2.0,0.501512465427,0.934975357689
EXOSC10,2.0,0.491397337194,0.934975357689
RBMXL1,2.0,0.521781452477,0.934975357689
RASA3,2.0,0.516122532974,0.934975357689
GMPS,2.0,0.486932998943,0.934975357689
ISYNA1,2.0,0.48247518307,0.934975357689
RFC5,2.0,0.516293403103,0.934975357689
FAM98B,-2.0,0.489350644511,0.934975357689
PLCB2,-2.0,0.489350644511,0.934975357689
NOP14,2.0,0.51540483105,0.934975357689
NAALADL2,2.0,0.506908914439,0.934975357689
IMP3,2.0,0.489933560259,0.934975357689
USP6NL,2.0,0.493553121761,0.934975357689
TOR1AIP2,2.0,0.503690489436,0.934975357689
STX5,2.0,0.52401378639,0.934975357689
C19orf70,-2.0,0.518002483044,0.934975357689
SIN3A,2.0,0.489933560259,0.934975357689
NDUFB9,2.0,0.520552512358,0.934975357689
RB1,-2.0,0.54059230086,0.934975357689
MPP6,2.0,0.513327878652,0.934975357689
FASTKD5,2.0,0.514542707265,0.934975357689
KIRREL,2.0,0.487736540222,0.934975357689
MYO9B,2.0,0.534262185537,0.934975357689
PUS7,2.0,0.524804669981,0.934975357689
CHST14,-2.0,0.489350644511,0.934975357689
DDA1,2.0,0.534262185537,0.934975357689
CYB5R1,2.0,0.491936737595,0.934975357689
TOR1AIP1,2.0,0.503690489436,0.934975357689
ORC5,2.0,0.524804669981,0.934975357689
CSK,2.0,0.511919102719,0.934975357689
CSPG4,2.0,0.489933560259,0.934975357689
PEBP1,2.0,0.516293403103,0.934975357689
MRPL33,2.0,0.541420565459,0.934975357689
MAN2C1,2.0,0.489933560259,0.934975357689
WHSC1,2.0,0.522550764924,0.934975357689
HBP1,2.0,0.524804669981,0.934975357689
SNX33,2.0,0.489933560259,0.934975357689
COPS5,2.0,0.50774022617,0.934975357689
ATP6V1H,2.0,0.490799308264,0.934975357689
FBXO21,2.0,0.538559502671,0.934975357689
FBXO22,2.0,0.489933560259,0.934975357689
PGPEP1,2.0,0.526839856248,0.934975357689
DLD,2.0,0.524804669981,0.934975357689
IPO9,2.0,0.509104257439,0.934975357689
PKN2,2.0,0.521781452477,0.934975357689
MRPL34,2.0,0.534262185537,0.934975357689
DUS3L,-2.0,0.518002483044,0.934975357689
RBM19,2.0,0.538559502671,0.934975357689
DDRGK1,2.0,0.514542707265,0.934975357689
S100A8,2.0,0.541065623936,0.934975357689
VMAC,2.0,0.496770006101,0.934975357689
S100A9,2.0,0.541065623936,0.934975357689
COG5,2.0,0.524804669981,0.934975357689
FXR1,2.0,0.511028207406,0.934975357689
GBP5,2.0,0.521781452477,0.934975357689
COX5A,2.0,0.511919102719,0.934975357689
MVK,2.0,0.538559502671,0.934975357689
MAN2B2,2.0,0.504132649977,0.934975357689
VMAC,-2.0,0.518002483044,0.934975357689
MLLT1,2.0,0.496770006101,0.934975357689
MFSD10,2.0,0.51540483105,0.934975357689
SRM,2.0,0.491397337194,0.934975357689
EPN1,2.0,0.511608360551,0.934975357689
SRP14,-2.0,0.489350644511,0.934975357689
KIAA0196,2.0,0.520552512358,0.934975357689
ELP4,2.0,0.50697544496,0.934975357689
PTPRA,2.0,0.479790744004,0.934975357689
ZNF185,2.0,0.537600163782,0.934975357689
STK38L,2.0,0.519855192247,0.934975357689
OAS1,2.0,0.538559502671,0.934975357689
FNTA,2.0,0.506845593223,0.934975357689
ISOC2,2.0,0.511608360551,0.934975357689
RASAL1,2.0,0.538559502671,0.934975357689
ASPH,2.0,0.507269014598,0.934975357689
IFT81,2.0,0.538559502671,0.934975357689
SQLE,2.0,0.520552512358,0.934975357689
SCCPDH,2.0,0.48434929284,0.934975357689
NR2F6,2.0,0.534262185537,0.934975357689
UBE2V2,2.0,0.534742442355,0.934975357689
VPS33B,2.0,0.483000687524,0.934975357689
IDH3G,2.0,0.540601447108,0.934975357689
IVD,-2.0,0.489350644511,0.934975357689
MRPS26,2.0,0.479790744004,0.934975357689
CPM,2.0,0.532170978155,0.934975357689
SMS,2.0,0.504737687418,0.934975357689
GMDS,-2.0,0.536022831309,0.934975357689
HTT,2.0,0.510483593726,0.934975357689
NAV1,2.0,0.509104257439,0.934975357689
GLTP,2.0,0.538559502671,0.934975357689
ETFA,2.0,0.489933560259,0.934975357689
GRHL2,2.0,0.49006962342,0.934975357689
RPL36,-2.0,0.518002483044,0.934975357689
ARFGEF1,2.0,0.50774022617,0.934975357689
UBE3B,2.0,0.538559502671,0.934975357689
NES,2.0,0.525434283603,0.934975357689
CRABP2,2.0,0.525434283603,0.934975357689
NUP107,2.0,0.532170978155,0.934975357689
ST3GAL1,2.0,0.543445013653,0.937492258815
NDRG1,2.0,0.543445013653,0.937492258815
PPP2R5D,2.0,0.545884137006,0.93925017746
RRP36,2.0,0.545884137006,0.93925017746
RPL7L1,2.0,0.545884137006,0.93925017746
CNPY3,2.0,0.545884137006,0.93925017746
PEX6,2.0,0.545884137006,0.93925017746
CFHR5,2.0,0.549035493228,0.940269485296
ASPM,2.0,0.549035493228,0.940269485296
CFHR1,2.0,0.549035493228,0.940269485296
HNRNPA3,2.0,0.54853453179,0.940269485296
MYO18A,2.0,0.547198015445,0.940269485296
GRPEL1,2.0,0.547740934051,0.940269485296
F13B,2.0,0.549035493228,0.940269485296
CFHR3,2.0,0.549035493228,0.940269485296
CFHR2,2.0,0.549035493228,0.940269485296
MKL2,2.0,0.558589463114,0.94129365126
C14orf2,2.0,0.556902675296,0.94129365126
PPP1R13B,2.0,0.556902675296,0.94129365126
RCOR1,2.0,0.556902675296,0.94129365126
PFKP,2.0,0.553512144605,0.94129365126
OXA1L,2.0,0.555663545938,0.94129365126
CALR,2.0,0.552025201968,0.94129365126
KLC1,2.0,0.556902675296,0.94129365126
PITRM1,2.0,0.553512144605,0.94129365126
TRMT61A,2.0,0.556902675296,0.94129365126
FARSA,2.0,0.552025201968,0.94129365126
TNFAIP2,2.0,0.556902675296,0.94129365126
GULP1,2.0,0.55136022256,0.94129365126
EIF5,2.0,0.556902675296,0.94129365126
CDC42BPB,2.0,0.556902675296,0.94129365126
TWISTNB,2.0,0.558252489673,0.94129365126
SMG1,2.0,0.554391083956,0.94129365126
MMP14,2.0,0.555663545938,0.94129365126
CHI3L1,2.0,0.552773137405,0.94129365126
BAG5,2.0,0.556902675296,0.94129365126
MARK3,2.0,0.556902675296,0.94129365126
REEP3,2.0,0.557590337534,0.94129365126
SNRPE,2.0,0.55775837894,0.94129365126
ZFYVE21,2.0,0.556902675296,0.94129365126
CKB,2.0,0.556902675296,0.94129365126
APIP,2.0,0.558741892175,0.94129365126
DHRS4,2.0,0.556538617735,0.94129365126
ZC3H11A,2.0,0.55775837894,0.94129365126
MDN1,2.0,0.555480544696,0.94129365126
ERCC4,2.0,0.558589463114,0.94129365126
GCDH,2.0,0.552025201968,0.94129365126
RP2,2.0,0.554302669016,0.94129365126
DUS3L,2.0,0.56109461248,0.941383005184
WDR20,2.0,0.561735069459,0.941383005184
SNX17,2.0,0.561875262075,0.941383005184
NRBP1,2.0,0.561875262075,0.941383005184
PSMF1,2.0,0.561330327339,0.941383005184
IFT172,2.0,0.561875262075,0.941383005184
EIF2B4,2.0,0.561875262075,0.941383005184
PPP6R3,2.0,0.56192623291,0.941383005184
INTS8,2.0,0.559771995342,0.941383005184
PPM1G,2.0,0.561875262075,0.941383005184
RPL18A,2.0,0.560369749721,0.941383005184
PPP1R12B,2.0,0.572583894167,0.946140423247
EHHADH,2.0,0.570605837948,0.946140423247
RRP1,2.0,0.566349150992,0.946140423247
PTPN1,2.0,0.572699205892,0.946140423247
PNPLA8,2.0,0.574993531077,0.946140423247
CSNK1D,2.0,0.569018964145,0.946140423247
TAF2,2.0,0.576232834716,0.946140423247
STT3A,2.0,0.573195404918,0.946140423247
ACOT13,2.0,0.575858068541,0.946140423247
PYGB,2.0,0.576782308215,0.946140423247
HDDC3,2.0,0.56824591969,0.946140423247
TRA2B,2.0,0.570605837948,0.946140423247
C17orf62,2.0,0.569018964145,0.946140423247
HPCAL1,2.0,0.572336796532,0.946140423247
ABHD12,2.0,0.576782308215,0.946140423247
EXOC2,-2.0,0.575767704536,0.946140423247
DCAF8,2.0,0.574350378903,0.946140423247
HEPH,2.0,0.569971059886,0.946140423247
PEA15,2.0,0.574350378903,0.946140423247
FES,2.0,0.56824591969,0.946140423247
STAU2,2.0,0.571319841209,0.946140423247
YWHAQ,2.0,0.572336796532,0.946140423247
CBLL1,2.0,0.574993531077,0.946140423247
AGPAT3,2.0,0.566349150992,0.946140423247
AHSG,2.0,0.570605837948,0.946140423247
NRCAM,2.0,0.574993531077,0.946140423247
ALDH5A1,2.0,0.575858068541,0.946140423247
U2AF2,2.0,0.56551596084,0.946140423247
UCHL5,2.0,0.575499452932,0.946140423247
CPSF3,2.0,0.572336796532,0.946140423247
MAGI1,2.0,0.568451518802,0.946140423247
ACSS1,2.0,0.576782308215,0.946140423247
EI24,2.0,0.573195404918,0.946140423247
KHDRBS3,2.0,0.56854664287,0.946140423247
ASAP2,2.0,0.572336796532,0.946140423247
BCAP29,2.0,0.574993531077,0.946140423247
PICALM,2.0,0.57540410984,0.946140423247
DPY19L1,2.0,0.566882824839,0.946140423247
WDFY3,-2.0,0.57640459651,0.946140423247
FETUB,2.0,0.570605837948,0.946140423247
SLC16A3,2.0,0.569018964145,0.946140423247
TDP2,2.0,0.575858068541,0.946140423247
RNASEL,2.0,0.581448653122,0.946284791277
DNM1L,2.0,0.579000845237,0.946284791277
RAB27B,-2.0,0.57803718883,0.946284791277
DHX9,2.0,0.581448653122,0.946284791277
GLUL,2.0,0.581448653122,0.946284791277
NPL,2.0,0.581448653122,0.946284791277
MBD2,-2.0,0.57803718883,0.946284791277
CD46,2.0,0.580729130218,0.946284791277
CD34,2.0,0.580729130218,0.946284791277
MRPL2,2.0,0.581246805359,0.946284791277
LAMB3,2.0,0.580729130218,0.946284791277
CUL7,2.0,0.581246805359,0.946284791277
TBCD,2.0,0.577888409154,0.946284791277
LAMC1,2.0,0.581448653122,0.946284791277
RASAL2,2.0,0.577500965631,0.946284791277
YARS2,2.0,0.579000845237,0.946284791277
FAT1,-2.0,0.585867481818,0.948912255502
PRCC,2.0,0.586506395599,0.948912255502
ADRM1,2.0,0.585587723552,0.948912255502
ARHGEF11,2.0,0.586506395599,0.948912255502
MIER1,2.0,0.585586796461,0.948912255502
GFM1,2.0,0.585209314251,0.948912255502
FRG1,-2.0,0.585867481818,0.948912255502
HDGF,2.0,0.586506395599,0.948912255502
LXN,2.0,0.585209314251,0.948912255502
OSBPL2,2.0,0.585587723552,0.948912255502
RSRC1,2.0,0.585209314251,0.948912255502
PTX3,2.0,0.585209314251,0.948912255502
TBL1XR1,2.0,0.588017027089,0.949377625261
INPP1,2.0,0.588229438815,0.949377625261
PLEKHA6,2.0,0.587554529701,0.949377625261
HIBCH,2.0,0.588229438815,0.949377625261
OSGEPL1,2.0,0.588229438815,0.949377625261
GPNMB,2.0,0.590440650854,0.95062669541
IGF2BP3,2.0,0.590440650854,0.95062669541
FAM126A,2.0,0.590440650854,0.95062669541
NUPL2,2.0,0.590440650854,0.95062669541
MALSU1,2.0,0.590440650854,0.95062669541
PPP3CB,2.0,0.630810249315,0.954685389228
ISG20L2,2.0,0.608813425693,0.954685389228
FAM91A1,2.0,0.596923833448,0.954685389228
TUFT1,2.0,0.627631430264,0.954685389228
ZNF687,2.0,0.627631430264,0.954685389228
ARHGDIA,2.0,0.629836141093,0.954685389228
IQGAP1,2.0,0.612489156251,0.954685389228
DSTN,2.0,0.603101761787,0.954685389228
PEPD,2.0,0.625463722,0.954685389228
FAM103A1,2.0,0.612849467268,0.954685389228
ARL8A,2.0,0.620179940914,0.954685389228
KIAA2013,2.0,0.611347256469,0.954685389228
LMOD1,2.0,0.61934153571,0.954685389228
NIPBL,2.0,0.624417441074,0.954685389228
HNRNPU,2.0,0.629256769835,0.954685389228
AP1G2,2.0,0.624197809396,0.954685389228
NSMCE2,2.0,0.621695641002,0.954685389228
TJP1,-2.0,0.604417294428,0.954685389228
CDH13,-2.0,0.595058197633,0.954685389228
RBM17,2.0,0.625484386045,0.954685389228
CD55,2.0,0.629525746292,0.954685389228
FAM3C,2.0,0.63104633057,0.954685389228
CPQ,2.0,0.609888210445,0.954685389228
SDC2,2.0,0.609888210445,0.954685389228
ATP11C,2.0,0.603327956985,0.954685389228
WFS1,2.0,0.622394498712,0.954685389228
NUDT9,-2.0,0.599024315834,0.954685389228
EPHX1,2.0,0.614023219997,0.954685389228
DECR1,2.0,0.631209722603,0.954685389228
MTMR10,-2.0,0.604417294428,0.954685389228
PRSS23,2.0,0.620099173064,0.954685389228
MFN2,2.0,0.611347256469,0.954685389228
ACTG1,2.0,0.629836141093,0.954685389228
ITPA,2.0,0.621785923141,0.954685389228
UQCRB,2.0,0.609888210445,0.954685389228
GPS1,2.0,0.629836141093,0.954685389228
FAM195B,2.0,0.629836141093,0.954685389228
C4BPA,2.0,0.629525746292,0.954685389228
ASPSCR1,2.0,0.629836141093,0.954685389228
C4BPB,2.0,0.629525746292,0.954685389228
SF3B1,2.0,0.62340668586,0.954685389228
SMCHD1,2.0,0.620787826523,0.954685389228
MARS2,2.0,0.62340668586,0.954685389228
PSMD4,2.0,0.627631430264,0.954685389228
DERL1,2.0,0.606829918995,0.954685389228
PTDSS1,2.0,0.609888210445,0.954685389228
C3,2.0,0.622635498769,0.954685389228
CGN,2.0,0.627631430264,0.954685389228
IFT46,2.0,0.618578298678,0.954685389228
TIMM17A,2.0,0.61934153571,0.954685389228
PCYT2,2.0,0.629836141093,0.954685389228
DHRS2,2.0,0.624197809396,0.954685389228
SRP9,2.0,0.614023219997,0.954685389228
FOXP4,2.0,0.604562952949,0.954685389228
CSTB,2.0,0.605678576922,0.954685389228
HSD17B11,-2.0,0.599024315834,0.954685389228
LGALS3BP,2.0,0.600564092886,0.954685389228
TIMP2,2.0,0.600564092886,0.954685389228
THTPA,2.0,0.624197809396,0.954685389228
ANKRD44,2.0,0.62340668586,0.954685389228
SPP1,-2.0,0.599024315834,0.954685389228
OXR1,2.0,0.598236155361,0.954685389228
STX6,2.0,0.615415522126,0.954685389228
HERC2,-2.0,0.604417294428,0.954685389228
HERC5,-2.0,0.599024315834,0.954685389228
SNX5,2.0,0.603101761787,0.954685389228
DPYSL2,-2.0,0.600369395851,0.954685389228
WT1,2.0,0.600233168041,0.954685389228
MBNL1,2.0,0.603682169494,0.954685389228
P4HB,2.0,0.629836141093,0.954685389228
XRCC1,2.0,0.607530672666,0.954685389228
DDX6,2.0,0.618578298678,0.954685389228
PDHX,2.0,0.618444979221,0.954685389228
PIK3R1,-2.0,0.625669614907,0.954685389228
PTPN13,-2.0,0.599024315834,0.954685389228
SPARCL1,-2.0,0.599024315834,0.954685389228
MFSD6,2.0,0.605973152866,0.954685389228
SYNE1,2.0,0.62699485987,0.954685389228
MRPL24,2.0,0.608813425693,0.954685389228
CD44,2.0,0.618444979221,0.954685389228
TTI2,-2.0,0.631645488851,0.954685389228
PYCR1,2.0,0.629836141093,0.954685389228
RIPK2,2.0,0.631209722603,0.954685389228
ABLIM1,2.0,0.613041988174,0.954685389228
FAM84B,2.0,0.604890851751,0.954685389228
SDC4,2.0,0.627624932199,0.954685389228
UBE3A,-2.0,0.621625699654,0.954685389228
LPIN2,2.0,0.620787826523,0.954685389228
PI4KB,2.0,0.627631430264,0.954685389228
HSPE1,2.0,0.62340668586,0.954685389228
CANT1,2.0,0.600564092886,0.954685389228
SNX27,2.0,0.627631430264,0.954685389228
TRIP10,2.0,0.622635498769,0.954685389228
FN3KRP,2.0,0.629836141093,0.954685389228
FAM76B,2.0,0.62531609193,0.954685389228
RPS3,2.0,0.597253546699,0.954685389228
PHF8,2.0,0.628948023171,0.954685389228
ALYREF,2.0,0.629836141093,0.954685389228
PHGDH,2.0,0.60143654527,0.954685389228
RRBP1,2.0,0.603101761787,0.954685389228
H2AFV,2.0,0.616021191289,0.954685389228
GPR108,2.0,0.622635498769,0.954685389228
NGDN,2.0,0.624197809396,0.954685389228
COQ7,2.0,0.596704356912,0.954685389228
NDC80,2.0,0.620787826523,0.954685389228
HOMER2,2.0,0.612849467268,0.954685389228
TMEM63A,2.0,0.614023219997,0.954685389228
ENGASE,2.0,0.600564092886,0.954685389228
SLC39A6,-2.0,0.598652509717,0.954685389228
ATE1,2.0,0.603979428531,0.954685389228
GIT1,2.0,0.613693958708,0.954685389228
MYL12A,2.0,0.620787826523,0.954685389228
GTF3C3,2.0,0.62340668586,0.954685389228
FOXK2,2.0,0.596664852169,0.954685389228
PDXK,2.0,0.605678576922,0.954685389228
CAPRIN1,2.0,0.618444979221,0.954685389228
NPLOC4,2.0,0.629836141093,0.954685389228
ETHE1,2.0,0.607530672666,0.954685389228
TSPYL5,2.0,0.608932252583,0.954685389228
RHPN2,2.0,0.61991530982,0.954685389228
FN3K,2.0,0.629836141093,0.954685389228
DCXR,2.0,0.629836141093,0.954685389228
DUS1L,2.0,0.629836141093,0.954685389228
MAK16,-2.0,0.631645488851,0.954685389228
SNCA,-2.0,0.599024315834,0.954685389228
NBN,2.0,0.631209722603,0.954685389228
RERE,-2.0,0.625993397391,0.954685389228
EMILIN2,2.0,0.620787826523,0.954685389228
ADK,2.0,0.624121828335,0.954685389228
FASN,2.0,0.629836141093,0.954685389228
ADA,2.0,0.621874001612,0.954685389228
HSPD1,2.0,0.62340668586,0.954685389228
DOCK5,-2.0,0.600369395851,0.954685389228
PLOD1,2.0,0.611347256469,0.954685389228
KDM5C,2.0,0.635617497851,0.958498433833
HSD17B10,2.0,0.635617497851,0.958498433833
NSFL1C,2.0,0.635063581557,0.958498433833
SMC1A,2.0,0.635617497851,0.958498433833
FKBP1A,2.0,0.635063581557,0.958498433833
ATP6V1B2,-2.0,0.681436469481,0.959314262348
SART1,2.0,0.684159843533,0.959314262348
TMEM161A,2.0,0.643719379636,0.959314262348
SRP68,2.0,0.656307131298,0.959314262348
NDUFV1,2.0,0.641099179514,0.959314262348
TRAPPC11,-2.0,0.658250618353,0.959314262348
PLAT,2.0,0.638208205033,0.959314262348
REEP4,-2.0,0.681436469481,0.959314262348
WDR7,-2.0,0.661518992321,0.959314262348
KDM2A,2.0,0.674302477578,0.959314262348
PRMT5,2.0,0.658469957976,0.959314262348
TP53BP2,2.0,0.658263388717,0.959314262348
SSFA2,2.0,0.669239270471,0.959314262348
EIF4A2,2.0,0.664562398732,0.959314262348
ITGA4,2.0,0.669239270471,0.959314262348
TOMM34,2.0,0.685809705185,0.959314262348
SMARCAL1,2.0,0.653313993944,0.959314262348
EVPL,2.0,0.656307131298,0.959314262348
EHF,2.0,0.645384210934,0.959314262348
ZNRF2,2.0,0.643157227878,0.959314262348
RFX3,2.0,0.684697047259,0.959314262348
INTS3,2.0,0.670667693561,0.959314262348
ENPP2,2.0,0.680000688401,0.959314262348
ERI1,-2.0,0.669436459283,0.959314262348
UFSP2,-2.0,0.658250618353,0.959314262348
PBXIP1,2.0,0.694805910889,0.959314262348
MAP2K3,2.0,0.651279803903,0.959314262348
TSPAN14,2.0,0.655613120185,0.959314262348
PDLIM3,-2.0,0.658250618353,0.959314262348
TBC1D15,2.0,0.690277827891,0.959314262348
GRAMD4,-2.0,0.663460664709,0.959314262348
PDCD5,2.0,0.661559445264,0.959314262348
TBC1D22A,-2.0,0.663460664709,0.959314262348
DOK2,-2.0,0.681436469481,0.959314262348
NVL,2.0,0.67801470423,0.959314262348
WDR45,2.0,0.691445638793,0.959314262348
CAMK2G,2.0,0.69573970964,0.959314262348
ZBTB10,2.0,0.693156058076,0.959314262348
ZFAND6,2.0,0.68033958099,0.959314262348
FLNA,2.0,0.680038610837,0.959314262348
SLC39A14,-2.0,0.681436469481,0.959314262348
RHOF,2.0,0.644012027906,0.959314262348
EIF1AD,2.0,0.684159843533,0.959314262348
ACSL1,-2.0,0.658250618353,0.959314262348
PRAF2,2.0,0.691445638793,0.959314262348
VDAC3,2.0,0.656546752195,0.959314262348
ARCN1,2.0,0.685325142511,0.959314262348
LENG8,2.0,0.687796644449,0.959314262348
LAIR1,2.0,0.687796644449,0.959314262348
SLC25A4,-2.0,0.658250618353,0.959314262348
FAM175A,-2.0,0.675874407599,0.959314262348
POLR3D,-2.0,0.681436469481,0.959314262348
IDO1,2.0,0.695916212692,0.959314262348
ATAD2,2.0,0.662110075678,0.959314262348
HNRNPD,-2.0,0.675874407599,0.959314262348
ENOPH1,-2.0,0.675874407599,0.959314262348
CEP170,2.0,0.641152980505,0.959314262348
HOMER3,2.0,0.643719379636,0.959314262348
TRIM65,2.0,0.676604893724,0.959314262348
RPS6KB2,2.0,0.674302477578,0.959314262348
SH2D4A,-2.0,0.681436469481,0.959314262348
ZFC3H1,2.0,0.654652197034,0.959314262348
ST6GAL1,2.0,0.664562398732,0.959314262348
PCBD1,2.0,0.6399827518,0.959314262348
SNAPIN,2.0,0.670667693561,0.959314262348
SMYD2,2.0,0.693763071571,0.959314262348
ANXA11,2.0,0.655613120185,0.959314262348
TAX1BP1,2.0,0.694366713993,0.959314262348
HRG,2.0,0.664562398732,0.959314262348
TIMM17B,2.0,0.691445638793,0.959314262348
RAB21,2.0,0.654652197034,0.959314262348
MECP2,2.0,0.656967108229,0.959314262348
NR2C2AP,2.0,0.643719379636,0.959314262348
AP3M2,2.0,0.638208205033,0.959314262348
PTPN14,2.0,0.676502256574,0.959314262348
EXOC7,2.0,0.656307131298,0.959314262348
NDRG3,2.0,0.646791050542,0.959314262348
DHRS7B,2.0,0.651279803903,0.959314262348
SSH3,2.0,0.674302477578,0.959314262348
WDR26,2.0,0.67801470423,0.959314262348
RFC4,2.0,0.664562398732,0.959314262348
RAD9A,2.0,0.674302477578,0.959314262348
RNF213,2.0,0.692894445051,0.959314262348
PARP1,2.0,0.669649543195,0.959314262348
CENPF,2.0,0.676502256574,0.959314262348
DSN1,2.0,0.646791050542,0.959314262348
UNC93B1,2.0,0.641099179514,0.959314262348
ARMC6,2.0,0.643719379636,0.959314262348
ECHS1,-2.0,0.672028943258,0.959314262348
F11,-2.0,0.658250618353,0.959314262348
SUGP2,2.0,0.643719379636,0.959314262348
MRPS18A,2.0,0.683685873057,0.959314262348
MRPS18C,-2.0,0.675874407599,0.959314262348
KNG1,2.0,0.664562398732,0.959314262348
RAB28,2.0,0.647617598846,0.959314262348
CCDC91,2.0,0.648248266606,0.959314262348
TMEM70,2.0,0.645532126529,0.959314262348
CNIH4,2.0,0.67801470423,0.959314262348
KLKB1,-2.0,0.658250618353,0.959314262348
LGALS8,2.0,0.693686940896,0.959314262348
FAM160B1,2.0,0.688035134511,0.959314262348
RNASE1,2.0,0.693515187813,0.959314262348
SF3B2,2.0,0.684159843533,0.959314262348
IRAK1,2.0,0.656967108229,0.959314262348
KLC2,2.0,0.684159843533,0.959314262348
PQBP1,2.0,0.691445638793,0.959314262348
FAM118B,2.0,0.667303891395,0.959314262348
RAP2B,2.0,0.686094656133,0.959314262348
GNL3L,2.0,0.67903937153,0.959314262348
GPN1,2.0,0.639189466156,0.959314262348
KDSR,-2.0,0.660621801176,0.959314262348
PITPNM1,2.0,0.672911609136,0.959314262348
PCM1,-2.0,0.681436469481,0.959314262348
PPP2CB,-2.0,0.67469205712,0.959314262348
WBP2,2.0,0.676604893724,0.959314262348
PPP1CA,2.0,0.674302477578,0.959314262348
DDX49,2.0,0.643719379636,0.959314262348
AGPAT5,-2.0,0.679831984036,0.959314262348
CTSC,2.0,0.669993630475,0.959314262348
PAX8,2.0,0.641021345053,0.959314262348
ACOX1,2.0,0.656307131298,0.959314262348
TTC13,2.0,0.646474153802,0.959314262348
SGPL1,2.0,0.6399827518,0.959314262348
