Domain,assoc_id,PLOTS,In Figure 4D,FEATURE,Drug id,Drug name,Drug Target,N_FEATURE_pos,N_FEATURE_neg,log max.Conc.tested,log max.Conc.tested2,FEATUREpos_logIC50_MEAN,FEATUREneg_logIC50_MEAN,FEATURE_deltaMEAN_IC50,FEATUREpos_IC50_sd,FEATUREneg_IC50_sd,FEATURE_IC50_effect_size,FEATUREpos_Glass_delta,FEATUREneg_Glass_delta,FEATURE_ANOVA_pval,Tissue_ANOVA_pval,MEDIA_ANOVA_pval,MSI_ANOVA_pval,FEATURE_FDR
PANCAN,a49,WebPage,NO,EWSR1-FLI1_fusion,228,KIN001-102,AKT1,17,905,2.3263,NA,0.8924,2.6254,-1.7329,1.0196,1.5063,1.1559,1.70,1.15,2.1671E-07,5.4983E-67,2.0144E-13,1.7393E-01,0.0730
PANCAN,a10,WebPage,NO,"gain:cnaPANCAN301 (CDK12,ERBB2,MED24)",255,CP724714,ERBB2,46,875,2.3263,NA,3.2513,4.3072,-1.0559,1.7949,0.8438,1.1557,0.59,1.25,4.5442E-12,5.3199E-12,1.4367E-01,3.4178E-01,0.0000
LUAD,a9,WebPage,YES,KRAS_mut,1372,Trametinib,"MAP2K1 (MEK1), MAP2K2 (MEK2)",20,40,0.0000,NA,-2.9721,-1.0255,-1.9465,1.5843,1.7414,1.1507,1.23,1.12,9.2510E-05,NA,NA,NA,8.8595
PANCAN,a450,WebPage,NO,BRAF_mut,1014,RDEA119,"MAP2K1 (MEK1), MAP2K2 (MEK2)",67,770,1.6094,NA,-0.2949,1.6905,-1.9854,1.7480,1.7325,1.1451,1.14,1.15,5.7736E-04,7.9478E-51,1.6477E-01,1.0547E-01,21.1653
PANCAN,a434,WebPage,NO,VHL_mut,1219,PFI-1,"BRD2, BRD3, BRD4",11,917,2.3026,NA,3.8353,2.5982,1.2370,1.0659,1.0825,1.1429,1.16,1.14,5.3345E-04,1.2098E-24,2.5323E-01,1.8280E-01,20.2654
PANCAN,a426,WebPage,NO,GNAS_mut,206,Ruxolitinib,"JAK1, JAK2, TYK2",4,918,1.6563,0.0237,2.9091,3.9850,-1.0759,1.2981,0.9432,1.1390,0.83,1.14,5.2159E-04,1.1899E-49,7.9873E-01,8.8573E-01,20.1299
PANCAN,a424,WebPage,NO,loss:cnaPANCAN170 (),200,LAQ824,HDAC,11,862,0.0237,NA,-1.4161,-2.7923,1.3762,1.9684,1.2011,1.1349,0.70,1.15,5.1777E-04,7.1484E-14,3.0404E-02,8.7247E-01,20.1262
PANCAN,a114,WebPage,NO,EWSR1-FLI1_fusion,253,XMD14-99,"EPHB3, CAMK1",17,904,2.3263,NA,3.2593,4.3835,-1.1242,0.9759,1.0007,1.1239,1.15,1.12,1.8708E-05,2.2982E-73,1.1084E-03,6.4233E-02,2.7008
PANCAN,a503,WebPage,NO,loss:cnaPANCAN326 (SOX9),292,Masitinib,KIT,10,910,2.9957,NA,5.0404,3.5821,1.4584,1.1968,1.3013,1.1215,1.22,1.12,7.3429E-04,7.0760E-50,7.3704E-09,2.2869E-01,24.0781
PANCAN,a512,WebPage,NO,loss:cnaPANCAN326 (SOX9),310,YM201636,FYV1,10,909,1.6332,NA,3.6746,2.2621,1.4124,1.0806,1.2639,1.1190,1.31,1.12,7.5883E-04,2.4785E-36,2.5363E-09,1.6705E-02,24.4701
BRCA,a39,WebPage,YES,loss:cnaPANCAN92 (),306,TG101348,JAK2,15,33,2.3263,NA,2.3475,3.6237,-1.2762,0.8863,1.2387,1.1166,1.44,1.03,8.1006E-04,NA,NA,NA,23.7039
BRCA,a34,WebPage,YES,loss:cnaPANCAN92 (),275,I-BET-762,"BRD2, BRD3, BRD4",16,33,2.9957,NA,3.1321,4.4786,-1.3465,1.0537,1.2740,1.1145,1.28,1.06,6.3997E-04,NA,NA,NA,21.5142
PANCAN,a291,WebPage,NO,EWSR1-FLI1_fusion,222,BX-912,PDPK1 (PDK1),16,905,2.3263,NA,0.7931,2.7840,-1.9909,1.5717,1.7940,1.1119,1.27,1.11,2.1747E-04,4.0001E-62,1.8697E-02,3.7321E-01,12.3188
PANCAN,a490,WebPage,NO,STAG2_mut,60,BI-2536,"PLK1, PLK2, PLK3",12,387,-1.3626,NA,-0.2418,-1.9952,1.7534,1.9563,1.5673,1.1102,0.90,1.12,6.9391E-04,2.8717E-03,8.3863E-01,6.9290E-01,23.3360
PANCAN,a265,WebPage,NO,EWSR1-FLI1_fusion,1142,HG-5-113-01,"LOK, LTK, TRCB, ABL(T315I)",15,479,2.3026,NA,0.5427,1.6245,-1.0818,0.6011,0.9849,1.1084,1.80,1.10,1.7542E-04,9.2501E-08,3.8345E-01,4.5089E-01,10.9297
PANCAN,a102,WebPage,NO,EWSR1-FLI1_fusion,326,GSK690693,AKT,17,902,2.3263,NA,1.6552,3.5952,-1.9399,2.0397,1.7472,1.1068,0.95,1.11,1.3258E-05,4.6653E-50,2.1884E-08,8.0311E-02,2.1461
PANCAN,a184,WebPage,NO,EWSR1-FLI1_fusion,225,Genentech Cpd 10,"AURKA, AURKB",17,906,2.3263,NA,0.6034,2.5377,-1.9343,1.6489,1.7509,1.1058,1.17,1.10,6.4692E-05,4.7327E-42,4.3149E-07,3.0812E-01,5.8049
PANCAN,a268,WebPage,NO,CLSPN_mut,272,AR-42,HDAC,11,899,1.6332,NA,1.5968,-0.2933,1.8902,2.3789,1.7037,1.1037,0.79,1.11,1.7923E-04,3.0186E-33,5.2268E-01,6.3439E-01,11.0270
PANCAN,a432,WebPage,NO,EWSR1-FLI1_fusion,1494,SN-38,TOP1,18,909,-2.9957,NA,-6.0161,-4.1885,-1.8276,1.9061,1.6558,1.1005,0.96,1.10,5.2890E-04,2.8208E-20,1.0102E-03,4.7111E-03,20.2141
PANCAN,a471,WebPage,NO,EWSR1-FLI1_fusion,1003,Camptothecin,TOP1,16,830,-2.3026,NA,-5.9274,-4.0071,-1.9203,1.6021,1.7748,1.0838,1.20,1.08,6.2238E-04,3.4472E-23,1.9104E-04,1.0586E-01,21.7980
PANCAN,a453,WebPage,NO,TP53BP1_mut,32,VX-680,"AURKA, AURKB, AURKC, FLT3, ABL1, JAK2",8,387,0.6931,NA,-1.0922,1.0207,-2.1128,2.7413,1.9479,1.0753,0.77,1.08,5.8653E-04,3.7174E-04,7.8820E-01,5.7768E-01,21.3359
PANCAN,a203,WebPage,NO,EWSR1-FLI1_fusion,300,CX-5461,RNA Pol I,17,900,2.3263,NA,0.8940,3.0335,-2.1395,2.0776,1.9934,1.0725,1.03,1.07,8.9877E-05,6.3253E-45,5.8818E-02,2.2354E-01,7.2938
PANCAN,a122,WebPage,NO,EWSR1-FLI1_fusion,303,PIK-93,"PI4K, PI3K",17,902,2.9957,NA,0.8947,2.7036,-1.8089,1.5279,1.6898,1.0722,1.18,1.07,2.0757E-05,9.8612E-66,1.1996E-08,2.1284E-01,2.8091
PANCAN,a351,WebPage,NO,XRN1_mut,300,CX-5461,RNA Pol I,15,902,2.3263,NA,0.8923,3.0288,-2.1365,1.9115,1.9987,1.0696,1.12,1.07,3.4970E-04,8.7139E-45,5.9451E-02,2.2420E-01,16.4497
PANCAN,a514,WebPage,NO,PTCH1_mut,1166,QL-VIII-58,"MTOR, ATR",11,485,2.3026,NA,0.3180,-1.1595,1.4776,1.7823,1.3798,1.0637,0.83,1.07,7.6363E-04,3.6364E-10,1.8383E-01,8.8133E-02,24.5096
PANCAN,a31,WebPage,NO,RB1_mut,1054,PD-0332991,"CDK4, CDK6",73,750,1.3863,0.6931,3.2666,1.6259,1.6406,1.3096,1.5645,1.0627,1.25,1.05,1.2107E-08,5.0262E-28,9.5374E-01,1.7519E-02,0.0064
PANCAN,a59,WebPage,NO,EWSR1-FLI1_fusion,263,FR-180204,ERK,17,902,2.9957,NA,3.9936,4.9190,-0.9254,0.4799,0.8774,1.0612,1.93,1.05,1.3679E-06,5.3880E-37,1.0089E-01,7.8259E-01,0.3775
PANCAN,a372,WebPage,NO,loss:cnaPANCAN326 (SOX9),252,WZ3105,"CLK2, CNSK1E, FLT3, ULK1",10,911,0.2469,2.3263,1.8599,0.1050,1.7548,1.7095,1.6741,1.0480,1.03,1.05,3.8291E-04,1.0580E-57,1.7216E-13,9.6278E-01,16.8632
PANCAN,a250,WebPage,NO,EWSR1-FLI1_fusion,1248,FK866,NAMPT,17,881,0.0000,NA,-5.6931,-2.5077,-3.1854,2.1547,3.0539,1.0478,1.48,1.04,1.5459E-04,6.2824E-40,1.2574E-01,9.7146E-04,10.1873
PANCAN,a297,WebPage,NO,BRCA1_mut,1129,PF-4708671,RPS6KB1 (p70S6KA),14,891,2.3026,NA,4.8017,3.8222,0.9795,0.8865,0.9378,1.0452,1.10,1.04,2.2858E-04,6.5201E-08,5.5522E-01,6.8528E-02,12.7071
PANCAN,a262,WebPage,NO,loss:cnaPANCAN326 (SOX9),179,5-Fluorouracil,DNA antimetabolite,10,903,3.4657,NA,5.3923,3.5408,1.8515,1.0013,1.7795,1.0440,1.85,1.04,1.7350E-04,1.9531E-45,6.3131E-08,2.3169E-01,10.9006
PANCAN,a51,WebPage,NO,gain:cnaPANCAN139 (),206,Ruxolitinib,"JAK1, JAK2, TYK2",18,904,1.6563,0.0237,3.0314,3.9993,-0.9679,2.2973,0.8925,1.0322,0.42,1.08,4.7763E-07,1.9595E-50,7.9421E-01,8.8488E-01,0.1546
PANCAN,a68,WebPage,NO,EWSR1-FLI1_fusion,330,XMD13-2,RIPK,17,903,2.3263,NA,2.0272,3.3872,-1.3600,1.1324,1.3253,1.0286,1.20,1.03,2.7847E-06,1.4585E-57,3.4000E-04,7.4668E-01,0.6742
PANCAN,a392,WebPage,NO,DHX9_mut,192,LFM-A13,BTK,5,866,2.7726,NA,3.8721,4.6239,-0.7518,0.9525,0.7314,1.0263,0.79,1.03,4.3836E-04,7.2483E-12,9.5482E-01,1.9961E-01,18.4632
PANCAN,a331,WebPage,NO,SVEP1_mut,1243,piperlongumine,Increases ROS levels,11,914,2.3026,NA,2.6335,1.6575,0.9760,1.3058,0.9473,1.0253,0.75,1.03,3.0045E-04,7.4885E-15,4.6036E-02,2.9420E-02,14.9287
PANCAN,a428,WebPage,NO,loss:cnaPANCAN168 (),30,Sorafenib,"PDGFRA, PDGFRB, KDR, KIT, FLT3",10,393,1.3863,NA,0.7254,2.0690,-1.3436,2.5148,1.2735,1.0223,0.53,1.06,5.2330E-04,3.0682E-04,8.0849E-02,1.2636E-02,20.1299
PANCAN,a473,WebPage,NO,TET2_mut,186,Bexarotene,Retinioic acid X family agonist,18,842,2.0794,NA,2.3834,3.4867,-1.1034,2.1946,1.0464,1.0206,0.50,1.05,6.2550E-04,1.8142E-08,3.5151E-04,1.7086E-01,21.8338
PANCAN,a129,WebPage,NO,EWSR1-FLI1_fusion,252,WZ3105,"CLK2, CNSK1E, FLT3, ULK1",17,904,0.2469,2.3263,-1.5435,0.1554,-1.6989,1.2771,1.6748,1.0181,1.33,1.01,2.3874E-05,4.7964E-58,1.4348E-13,9.6267E-01,3.0556
PANCAN,a23,WebPage,NO,EWSR1-FLI1_fusion,344,THZ-2-49,CDK9,17,899,2.9957,NA,0.3874,2.7132,-2.3258,2.0501,2.2927,1.0162,1.13,1.01,5.9090E-10,2.8908E-72,1.0462E-01,2.9014E-01,0.0004
PANCAN,a35,WebPage,NO,EWSR1-FLI1_fusion,136,Mitomycin C,DNA crosslinker,17,856,2.7726,NA,-2.3061,-0.7115,-1.5946,1.4552,1.5735,1.0148,1.10,1.01,3.1871E-08,6.6566E-06,7.6699E-01,1.1163E-01,0.0150
PANCAN,a497,WebPage,NO,"gain:cnaPANCAN411 (BLM,CRTC3,FANCI,IDH2,NR2F2,PCSK6)",45,Z-LLNle-CHO,g-secretase,11,389,0.9400,NA,2.0059,0.7460,1.2599,1.5350,1.2332,1.0146,0.82,1.02,7.0605E-04,2.9614E-11,3.1362E-02,8.1649E-02,23.4192
PANCAN,a274,WebPage,NO,FLT3_mut,249,XL-184,"VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, Tie2,AXL",11,908,1.6332,NA,1.3703,2.7022,-1.3319,2.7907,1.2992,1.0055,0.48,1.03,1.8907E-04,1.3097E-26,2.4788E-01,2.8961E-01,11.3930
PANCAN,a188,WebPage,NO,WNK1_mut,345,KIN001-270,CDK9,10,909,2.9957,NA,3.9702,4.8868,-0.9166,0.6627,0.9164,1.0026,1.38,1.00,6.9555E-05,3.5309E-57,9.2314E-02,5.3355E-02,6.1085
PANCAN,a491,WebPage,NO,NFE2L2_mut,345,KIN001-270,CDK9,14,905,2.9957,NA,5.7740,4.8630,0.9110,0.5788,0.9163,0.9985,1.57,0.99,6.9444E-04,6.7400E-57,9.3751E-02,5.3937E-02,23.3360
PANCAN,a113,WebPage,NO,EWSR1-FLI1_fusion,256,JW-7-24-1,LCK,17,904,2.3263,NA,0.1263,1.6163,-1.4900,1.2345,1.5070,0.9916,1.21,0.99,1.8146E-05,1.0361E-47,1.6531E-06,9.0624E-01,2.6513
PANCAN,a130,WebPage,NO,NOTCH1_mut,185,OSI-906,IGF1R,16,852,0.9400,NA,0.6868,2.1061,-1.4193,1.7204,1.4366,0.9842,0.82,0.99,2.5407E-05,1.2750E-14,4.5261E-02,2.5490E-01,3.2053
PANCAN,a162,WebPage,NO,EWSR1-FLI1_fusion,346,THZ-2-102-1,CDK7,17,886,0.9163,2.9957,-3.9688,-1.5014,-2.4673,2.2903,2.5140,0.9829,1.08,0.98,5.1286E-05,7.2156E-38,2.0121E-03,3.5133E-01,5.1995
PANCAN,a186,WebPage,NO,EWSR1-FLI1_fusion,281,CH5424802,ALK,17,901,1.6332,NA,2.5762,3.6656,-1.0894,1.1667,1.1111,0.9796,0.93,0.98,6.7610E-05,2.1957E-29,2.3837E-01,8.4098E-01,6.0015
PANCAN,a179,WebPage,NO,EWSR1-FLI1_fusion,192,LFM-A13,BTK,17,854,2.7726,NA,3.9203,4.6335,-0.7132,0.6386,0.7297,0.9795,1.12,0.98,6.2229E-05,6.0947E-12,9.5446E-01,1.9863E-01,5.7399
PANCAN,a293,WebPage,NO,MYC_mut,1004,Vinblastine,Microtubules,5,842,-2.3026,NA,-2.5895,-4.0538,1.4642,2.5260,1.4928,0.9766,0.58,0.98,2.2037E-04,7.5623E-17,2.9952E-01,2.8050E-02,12.4178
PANCAN,a431,WebPage,NO,STAG2_mut,1495,AZD-2281,"PARP1, PARP2",26,877,2.3026,NA,2.6368,3.6479,-1.0111,1.2520,1.0293,0.9758,0.81,0.98,5.2559E-04,9.0399E-17,3.7904E-01,1.3947E-03,20.1341
PANCAN,a277a,WebPage,NO,loss:cnaPANCAN227 (),1050,ZM-447439,AURKB,21,775,1.3863,0.6931,3.4077,2.1916,1.2161,1.1879,1.2507,0.9735,1.02,0.97,1.9361E-04,2.9112E-12,5.2755E-01,2.7484E-02,11.5400
PANCAN,a277b,WebPage,NO,loss:cnaPANCAN228 (),1050,ZM-447439,AURKB,21,775,1.3863,0.6931,3.4077,2.1916,1.2161,1.1879,1.2507,0.9735,1.02,0.97,1.9361E-04,2.9112E-12,5.2755E-01,2.7484E-02,11.5400
PANCAN,a405,WebPage,NO,ASXL1_mut,1014,RDEA119,"MAP2K1 (MEK1), MAP2K2 (MEK2)",15,822,1.6094,NA,-0.1877,1.5629,-1.7507,1.7640,1.8014,0.9722,0.99,0.97,4.8303E-04,7.5637E-51,1.6460E-01,1.0539E-01,19.6915
PANCAN,a487,WebPage,NO,CLSPN_mut,274,"PXD101, Belinostat",HDAC,11,882,2.9957,NA,2.0818,0.2579,1.8238,2.5486,1.8773,0.9670,0.72,0.97,6.9093E-04,7.0692E-23,1.8074E-01,6.7150E-01,23.3360
PANCAN,a289,WebPage,NO,loss:cnaPANCAN229 (),1050,ZM-447439,AURKB,22,774,1.3863,0.6931,3.3964,2.1904,1.2060,1.1605,1.2511,0.9658,1.04,0.96,2.1625E-04,2.9433E-12,5.2769E-01,2.7505E-02,12.3188
PANCAN,a344,WebPage,NO,gain:cnaPANCAN236 (),1009,ATRA,Retinoic acid and retinoid X receptor agonist,9,828,2.3026,NA,2.6540,3.9146,-1.2606,2.6176,1.2865,0.9655,0.48,0.98,3.3709E-04,5.5426E-31,7.0887E-02,2.1059E-01,16.1665
PANCAN,a84a,WebPage,NO,loss:cnaPANCAN227 (),208,SB-715992,KIF11,30,892,-2.0557,NA,-0.1305,-1.8265,1.6960,1.4282,1.7672,0.9650,1.19,0.96,5.1917E-06,9.4503E-34,4.6740E-02,1.8574E-02,1.0098
PANCAN,a84b,WebPage,NO,loss:cnaPANCAN228 (),208,SB-715992,KIF11,30,892,-2.0557,NA,-0.1305,-1.8265,1.6960,1.4282,1.7672,0.9650,1.19,0.96,5.1917E-06,9.4503E-34,4.6740E-02,1.8574E-02,1.0098
PANCAN,a496,WebPage,NO,loss:cnaPANCAN169 (),30,Sorafenib,"PDGFRA, PDGFRB, KDR, KIT, FLT3",13,390,1.3863,NA,0.8207,2.0761,-1.2555,2.5867,1.2524,0.9568,0.49,1.00,7.0531E-04,3.1432E-04,8.1251E-02,1.2702E-02,23.4192
PANCAN,a137,WebPage,NO,NOTCH1_mut,184,BMS-754807,IGF1R,16,852,0.9400,NA,-0.9646,0.6259,-1.5904,1.5919,1.6693,0.9535,1.00,0.95,3.1158E-05,1.4096E-15,5.3091E-03,1.5491E-01,3.7551
PANCAN,a517,WebPage,NO,loss:cnaPANCAN320 (),1037,BX-795,"TBK1, PDPK1, IKK, AURKB, AURKC",11,835,1.6094,NA,3.0730,1.8727,1.2003,1.7088,1.2550,0.9516,0.70,0.96,7.7034E-04,1.5994E-19,1.6539E-01,5.1141E-01,24.6012
PANCAN,a56,WebPage,NO,EWSR1-FLI1_fusion,208,SB-715992,KIF11,17,905,-2.0557,NA,-3.4164,-1.7404,-1.6760,1.6138,1.7715,0.9475,1.04,0.95,1.0930E-06,6.9928E-34,4.6117E-02,1.8377E-02,0.3223
PANCAN,a245,WebPage,NO,EWSR1-FLI1_fusion,283,GSK2126458,"PI3K, MTOR",17,904,-2.0557,0.0237,-4.6130,-2.9236,-1.6894,1.8790,1.7859,0.9451,0.90,0.95,1.4622E-04,9.7645E-29,3.0906E-03,7.8852E-01,9.8537
PANCAN,a199,WebPage,NO,EWSR1-FLI1_fusion,305,TPCA-1,IKK,17,902,2.9957,NA,1.4804,3.0248,-1.5444,0.8383,1.6716,0.9300,1.84,0.92,8.2836E-05,3.4569E-62,1.0466E-03,7.8319E-01,6.8728
PANCAN,a141,WebPage,NO,"gain:cnaPANCAN301 (CDK12,ERBB2,MED24)",1024,CEP-701,"FLT3, JAK2, NTRK1, RET",46,800,0.6931,NA,0.6797,-0.6973,1.3769,1.5252,1.4808,0.9284,0.90,0.93,3.3557E-05,3.6585E-28,3.7767E-01,8.9968E-02,3.9294
PANCAN,a401a,WebPage,NO,loss:cnaPANCAN227 (),1039,SL 0101-1,"RSK, AURKB, PIM3",23,808,2.3026,NA,5.1660,4.4783,0.6877,0.6299,0.7439,0.9280,1.09,0.92,4.6552E-04,1.8096E-11,9.8978E-02,1.8335E-01,19.1673
PANCAN,a401b,WebPage,NO,loss:cnaPANCAN228 (),1039,SL 0101-1,"RSK, AURKB, PIM3",23,808,2.3026,NA,5.1660,4.4783,0.6877,0.6299,0.7439,0.9280,1.09,0.92,4.6552E-04,1.8096E-11,9.8978E-02,1.8335E-01,19.1673
PANCAN,a45,WebPage,NO,"gain:cnaPANCAN280 (ARID4B,FH)",1003,Camptothecin,TOP1,52,794,-2.3026,NA,-2.5297,-4.1425,1.6128,2.1225,1.7218,0.9223,0.76,0.94,1.4470E-07,9.2682E-24,1.5667E-04,1.0247E-01,0.0531
PANCAN,a151,WebPage,NO,EWSR1-FLI1_fusion,299,OSI-027,MTORC1/2,16,899,2.9957,NA,-0.9487,1.1494,-2.0980,1.9883,2.2805,0.9218,1.06,0.92,3.9360E-05,1.9259E-36,4.6407E-01,9.9975E-01,4.3036
PANCAN,a316,WebPage,NO,"gain:cnaPANCAN411 (BLM,CRTC3,FANCI,IDH2,NR2F2,PCSK6)",1003,Camptothecin,TOP1,22,824,-2.3026,NA,-2.4556,-4.0858,1.6302,2.3417,1.7553,0.9199,0.70,0.93,2.8060E-04,3.0528E-23,1.8757E-04,1.0555E-01,14.6493
PANCAN,a246,WebPage,NO,EWSR1-FLI1_fusion,152,CP466722,ATM,17,906,2.7726,NA,1.3908,2.6370,-1.2462,0.8466,1.3671,0.9165,1.47,0.91,1.5112E-04,5.1462E-45,1.2179E-02,3.2940E-01,10.1416
PANCAN,a20,WebPage,NO,NRAS_mut,1014,RDEA119,"MAP2K1 (MEK1), MAP2K2 (MEK2)",54,783,1.6094,NA,0.0136,1.6363,-1.6226,1.9380,1.7594,0.9161,0.84,0.92,4.7516E-10,1.3675E-52,1.5139E-01,9.9718E-02,0.0004
PANCAN,a198,WebPage,NO,EWSR1-FLI1_fusion,290,KIN001-260,IKK,17,901,2.9957,NA,3.5191,4.6139,-1.0948,0.9305,1.2021,0.9140,1.18,0.91,8.1294E-05,2.7747E-85,1.6343E-04,8.0085E-01,6.7788
PANCAN,a332,WebPage,NO,loss:cnaPANCAN16 (),230,GSK429286A,ROCK2,15,908,2.9957,2.3263,3.6929,4.7694,-1.0765,1.4192,1.1783,0.9105,0.76,0.91,3.0056E-04,3.1543E-54,5.8880E-03,9.0687E-01,14.9287
PANCAN,a169,WebPage,NO,EWSR1-FLI1_fusion,288,KIN001-055,"JAK3, MNK1",17,902,2.3263,NA,3.0688,4.0129,-0.9441,0.8120,1.0408,0.9102,1.16,0.91,5.3885E-05,2.1084E-17,2.8608E-01,1.1235E-01,5.2643
PANCAN,a438,WebPage,NO,loss:cnaPANCAN229 (),1039,SL 0101-1,"RSK, AURKB, PIM3",24,807,2.3026,NA,5.1480,4.4780,0.6701,0.6223,0.7443,0.9041,1.08,0.90,5.4213E-04,1.8345E-11,9.9087E-02,1.8342E-01,20.4360
PANCAN,a93,WebPage,NO,CTNNB1_mut,1047,Nutlin-3a,MDM2,17,829,2.0794,1.3863,2.3340,3.5507,-1.2167,1.2189,1.3495,0.9032,1.00,0.90,8.0719E-06,4.7472E-32,7.9480E-01,6.2730E-02,1.4188
PANCAN,a15,WebPage,NO,NRAS_mut,1060,PD-0325901,"MAP2K1 (MEK1), MAP2K2 (MEK2)",54,784,-1.3863,0.6931,-2.5739,-0.9937,-1.5802,1.8353,1.7473,0.9014,0.86,0.90,1.5148E-10,2.2434E-47,1.4312E-01,3.0536E-02,0.0002
PANCAN,a118,WebPage,NO,loss:cnaPANCAN229 (),208,SB-715992,KIF11,32,890,-2.0557,NA,-0.2425,-1.8263,1.5838,1.4530,1.7691,0.9002,1.09,0.90,1.9348E-05,1.2162E-33,4.7268E-02,1.8740E-02,2.7008
PANCAN,a165,WebPage,NO,EWSR1-FLI1_fusion,291,KIN001-266,MAP3K8 (COT),17,902,2.9957,NA,2.4106,3.4297,-1.0191,0.7487,1.1410,0.8977,1.36,0.89,5.2640E-05,7.7559E-18,2.3474E-04,4.8498E-01,5.2281
PANCAN,a258,WebPage,NO,EWSR1-FLI1_fusion,223,ZSTK474,PI3K,17,905,1.6332,2.3263,-0.4803,1.0305,-1.5108,1.5206,1.6941,0.8933,0.99,0.89,1.6531E-04,5.7642E-40,3.2872E-03,9.4152E-01,10.5611
PANCAN,a233,WebPage,NO,"gain:cnaPANCAN411 (BLM,CRTC3,FANCI,IDH2,NR2F2,PCSK6)",1004,Vinblastine,Microtubules,22,825,-2.3026,NA,-2.7518,-4.0796,1.3278,1.9946,1.4734,0.8920,0.67,0.90,1.2544E-04,7.0686E-17,2.9884E-01,2.7948E-02,8.8187
PANCAN,a34,WebPage,NO,BRAF_mut,262,VX-11e,ERK,78,841,1.6332,NA,1.6103,2.8791,-1.2688,1.7443,1.3921,0.8904,0.73,0.91,2.3702E-08,7.3451E-34,3.1170E-03,8.1226E-01,0.0115
PANCAN,a220,WebPage,NO,loss:cnaPANCAN359 (CUL3),179,5-Fluorouracil,DNA antimetabolite,19,894,3.4657,NA,5.0996,3.5284,1.5712,1.1226,1.7803,0.8878,1.40,0.88,1.0582E-04,1.7349E-45,6.1922E-08,2.3144E-01,7.9417
PANCAN,a131,WebPage,NO,EWSR1-FLI1_fusion,135,Gemcitabine,DNA replication,17,850,0.0237,NA,-4.6489,-2.2743,-2.3747,2.1824,2.7008,0.8821,1.09,0.88,2.5432E-05,2.7063E-08,3.4699E-01,1.3253E-01,3.2053
PANCAN,a252,WebPage,NO,loss:cnaPANCAN138 (),1243,piperlongumine,Increases ROS levels,20,905,2.3026,NA,2.4850,1.6511,0.8339,1.2035,0.9440,0.8778,0.69,0.88,1.5675E-04,7.0189E-15,4.5784E-02,2.9309E-02,10.2414
PANCAN,a470,WebPage,NO,EWSR1-FLI1_fusion,134,Etoposide,TOP2,17,865,2.7726,NA,-0.1124,1.5976,-1.7100,1.8586,1.9545,0.8757,0.92,0.87,6.1971E-04,2.5416E-09,8.9828E-01,3.3435E-02,21.7699
PANCAN,a78,WebPage,NO,EWSR1-FLI1_fusion,298,OSI-930,"KIT, VEGFR, PDGFR",17,903,2.3263,NA,3.1063,4.0283,-0.9219,0.6001,1.0634,0.8722,1.54,0.87,3.9281E-06,6.3845E-59,4.0476E-04,2.7590E-01,0.8315
PANCAN,a508,WebPage,NO,ZFP36L2_mut,172,Embelin,XIAP,8,865,3.4657,NA,3.7767,2.8831,0.8936,1.2643,1.0238,0.8710,0.71,0.87,7.4738E-04,3.6341E-11,5.3474E-07,2.7145E-02,24.2908
PANCAN,a328,WebPage,NO,loss:cnaPANCAN358 (),281,CH5424802,ALK,20,898,1.6332,NA,2.6979,3.6665,-0.9686,2.5225,1.0629,0.8704,0.38,0.91,2.9735E-04,2.8271E-29,2.3989E-01,8.4122E-01,14.9287
PANCAN,a458,WebPage,NO,EWSR1-FLI1_fusion,271,VNLG/124,"HDAC, RAR ",17,899,1.6332,NA,2.9623,3.8011,-0.8388,0.9834,0.9681,0.8662,0.85,0.87,5.9599E-04,2.0680E-66,4.5923E-01,2.2428E-01,21.4319
PANCAN,a143,WebPage,NO,gain:cnaPANCAN349 (INPP4A),245,UNC0638,"G9a(EHMT2), GLP(EHMT1)",23,892,3.6889,NA,4.4780,3.2186,1.2594,1.7194,1.4517,0.8634,0.73,0.87,3.5164E-05,1.1779E-53,1.8143E-32,9.8397E-01,4.0409
PANCAN,a422,WebPage,NO,"gain:cnaPANCAN108 (CHD9,CYLD)",328,SNX-2112,HSP90,26,885,0.9400,NA,1.2287,-0.6285,1.8572,1.6863,2.1664,0.8620,1.10,0.86,5.1687E-04,5.4481E-43,2.0584E-05,1.7559E-01,20.1262
PANCAN,a417,WebPage,NO,EWSR1-FLI1_fusion,331,QL-X-138,"MNK2, PRKDC (DNAPK), MTOR, BTK, JAK3",17,891,2.3263,NA,0.1458,1.5848,-1.4391,1.7193,1.6756,0.8585,0.84,0.86,5.0877E-04,5.4493E-40,3.1076E-02,6.7288E-01,20.1262
PANCAN,a115,WebPage,NO,EWSR1-FLI1_fusion,328,SNX-2112,HSP90,17,894,0.9400,NA,-2.3949,-0.5409,-1.8540,1.3094,2.1744,0.8575,1.42,0.85,1.9075E-05,2.5411E-43,1.8852E-05,1.7407E-01,2.7008
PANCAN,a97,WebPage,NO,NRAS_mut,1015,CI-1040,"MAP2K1 (MEK1), MAP2K2 (MEK2)",56,780,2.3026,NA,1.0873,2.3261,-1.2389,1.5491,1.4458,0.8527,0.80,0.86,8.7729E-06,1.7464E-38,1.2890E-02,2.6137E-02,1.4933
