human	mouse
Q5VUC0	Q8R197
Q5VUC1	Q8R197
Q5VUC3	A2AJG0
Q5VUC6	O70311
Q5VUC9	A2AJG0
Q5VUD6	Q99ML4
Q5VUE5	D3Z1T2
Q5VUG0	Q3UH63
Q5VUJ6	Q3UMG5
Q5VUJ9	Q9CQ46
Q5VUM1	Q8BTE0
Q5VUR7	D3Z482
Q5VUV5	A0A0G2JDS2
Q5VUV5	O35744
Q5VUV5	Q80W26
Q5VUV5	Q91XA9
Q5VUV5	Q91Z98
Q5VUY0	A2A7Z8
Q5VUY2	A2A752
Q5VUY2	B1ASB3
Q5VUY2	B1AVU5
Q5VUY2	B1AVU6
Q5VUY2	B1AVU7
Q5VUY2	Q8BM81
Q5VUY5	Q4KKZ1
Q5VV17	Q9CUB6
Q5VV23	Q6SP97
Q5VV41	Q3U5C8
Q5VV42	Q91WE6
Q5VV43	Q5SZV5
Q5VV50	A2A7P4
Q5VV51	A2A7P4
Q5VV52	A2A7P4
Q5VV63	Q6A051
Q5VV67	Q6NZN1
Q5VV87	Q9CPU4
Q5VV89	Q9CPU4
Q5VVC0	G3X9D1
Q5VVC8	E9PZB3
Q5VVC9	E9PZB3
Q5VVD3	Q71FD7
Q5VVD7	Z4YJW6
Q5VVE8	Q8C0P7
Q5VVF0	Q8C0P7
Q5VVF8	P98156
Q5VVH5	Q9ESJ7
Q5VVH9	Q9D882
Q5VVJ2	Q69Z66
Q5VVK9	Q8BYH3
Q5VVL2	Q8BYH3
Q5VVL7	P53395
Q5VVM2	Q8VDG5
Q5VVM3	Q8VDG5
Q5VVM6	Q8BVF4
Q5VVP1	E9QAF0
Q5VVP7	P14847
Q5VVQ6	Q8CB27
Q5VVR5	E9QQ90
Q5VVR7	E9QQ90
Q5VVR8	E9QQ90
Q5VVU5	Q810L4
Q5VVV3	Q9JIF3
Q5VVV4	Q9JIF3
Q5VVV5	Q9JIF3
Q5VVV6	Q9JIF3
Q5VVV9	Q9JIF3
Q5VVW0	Q9JIF3
Q5VVW2	Q3V0G7
Q5VVW5	Q9JIF3
Q5VVX9	B1AUC4
Q5VVY1	B2RXM4
Q5VVY4	D3Z5M1
Q5VVY4	K3W4R9
Q5VW00	Q8BGW4
Q5VW00	Q8CBW4
Q5VW26	P97863
Q5VW27	P97863
Q5VW30	P97863
Q5VW31	P97863
Q5VW32	Q8K2Q7
Q5VW33	Q8K2Q7
Q5VW36	A2AKG8
Q5VW38	Q8BUV8
Q5VW43	Q9JI20
Q5VW52	Q61586
Q5VWA0	Q8BGR2
Q5VWC4	O35226
Q5VWC8	A2AKM2
Q5VWG9	Q5HZG4
Q5VWH5	P49446
Q5VWH6	P49446
Q5VWI1	Q3B807
Q5VWJ6	Q3TXT3
Q5VWJ9	Q8CE50
Q5VWK5	G5E8U4
Q5VWM4	Q9D2F1
Q5VWM5	Q9D2F1
Q5VWN6	Q5DTT3
Q5VWP2	Q5SSF7
Q5VWP3	Q5FW52
Q5VWQ0	Q80T69
Q5VWQ8	Q3UHC7
Q5VWT5	E9PZ08
Q5VWT9	Q8BVY4
Q5VWU8	A5D6P2
Q5VWV2	A5D6P2
Q5VWW1	Q9ESN4
Q5VWX1	Q9WU01
Q5VWZ2	E9QLB2
Q5VX20	A7UAK5
Q5VX67	E9Q3I3
Q5VX71	Q8BH32
Q5VX84	Q921K2
Q5VX85	Q921K2
Q5VXA5	Q920A9
Q5VXC0	Q9DC04
Q5VXD3	D3YUG0
Q5VXG6	Q8BHW6
Q5VXH4	Q9D2F1
Q5VXH5	Q9D2F1
Q5VXI4	A2AWP8
Q5VXI9	Q3U4B4
Q5VXJ0	Q8BM14
Q5VXJ5	Q62209
Q5VXM1	Q8BQH6
Q5VXM9	Q9JJ80
Q5VXN0	Q9JJ80
Q5VXN5	D3Z6H8
Q5VXN5	P0DMN7
Q5VXQ8	Q60769
Q5VXQ9	Q60769
Q5VXR0	Q60769
Q5VXT5	O89104
Q5VXU1	Q4PNJ2
Q5VXU3	Q8CBW7
Q5VXU9	A2ALV5
Q5VY09	O89113
Q5VY30	H7BWY6
Q5VY43	Q8VIK5
Q5VY60	Q6NV99
Q5VY93	Q60875
Q5VYB9	Q8CB67
Q5VYD0	E9Q7L1
Q5VYD6	O35387
Q5VYH9	Q01965
Q5VYI1	Q01965
Q5VYJ5	A2AJX4
Q5VYK3	Q6PDI5
Q5VYL4	Q8CJ27
Q5VYM1	Q3V0E1
Q5VYP0	E9QAF0
Q5VYS4	Q14BA6
Q5VYS8	E9PUA2
Q5VYS9	E9PUA2
Q5VYT0	E9PUA2
Q5VYV0	Q64733
Q5VYV7	Q9D7Y9
Q5VYW8	Q9JJT0
Q5VYX0	A0A0R4J156
Q5VYY1	Q9D3J5
Q5VYY2	Q8K2A6
Q5VZ03	Q9D531
Q5VZ18	Q8BSD5
Q5VZ29	P48320
Q5VZ31	P48320
Q5VZ46	F6T2X5
Q5VZ52	Q9DAI9
Q5VZ66	E9Q7K7
Q5VZ72	A6PWV3
Q5VZ73	P84444
Q5VZ73	P86793
Q5VZ75	F6Z9S8
Q5VZ75	O70460
Q5VZ88	Q9R0S0
Q5VZB9	Q8CFG4
Q5VZC3	Q9QXD6
Q5VZE5	Q6PHQ8
Q5VZE7	O35679
Q5VZF2	Q8C181
Q5VZI3	Q8R239
Q5VZJ2	A0A0R4J181
Q5VZK9	Q6EDY6
Q5VZL5	A2A791
Q5VZL8	Q8R357
Q5VZM0	Q6NTA4
Q5VZM2	Q6NTA4
Q5VZN3	A2ALW2
Q5VZP5	Q148W8
Q5VZQ5	Q9D5N9
Q5VZR0	Q9CYL5
Q5VZR2	Q3V0C3
Q5VZR4	Q8CIA9
Q5VZS7	Q61823
Q5VZT6	B1AXP3
Q5VZU2	Q9JJT0
Q5VZU3	Q9JJT0
Q5VZU9	Q64514
Q5VZV1	Q8BLU2
Q5VZY2	Q0VBU9
Q5VZY9	Q9JLM8
Q5VZZ6	Q9Z0H4
Q5W005	P01590
Q5W006	P01590
Q5W010	Q8JZX4
Q5W011	Q8JZX4
Q5W012	Q8JZX4
Q5W015	A7UAK5
Q5W026	D3Z482
Q5W041	A2AU72
Q5W050	F8WGX2
Q5W064	D3YY49
Q5W064	D3Z608
Q5W064	F6QKH6
Q5W064	J3QME6
Q5W064	Q3UT41
Q5W075	Q9Z0S6
Q5W0B1	G3X8V5
Q5W0B7	A2ARJ3
Q5W0C6	Q9ER38
Q5W0C9	Q9ER38
Q5W0F9	Q80W68
Q5W0G0	Q80W68
Q5W0H4	P63028
Q5W0J0	P35293
Q5W0J6	Q9D7J9
Q5W0J8	Q9D7J9
Q5W0N0	F7CCV5
Q5W0Q7	E9QLC6
Q5W0S4	P54728
Q5W0S5	P54728
Q5W0U4	Q80YW5
Q5W0V1	Q8CDM8
Q5W0V3	Q8CDM8
Q5W0V4	Q8CDM8
Q5W0W2	E9Q238
Q5W0W3	E9Q238
Q5W0X3	P26883
Q5W0Y9	P97863
Q5W0Z5	Q80WT2
Q5W0Z9	Q5Y5T1
Q5W111	Q3TFQ1
Q5W125	Q91W63
Q5W133	B2RVL6
Q5W149	Q3UH85
Q5W186	Q9Z0H6
Q5W197	Q8VCL5
Q5W1L6	Q61420
Q5W1L7	Q61420
Q5W5W9	P47939
Q5W5X9	Q8CHY7
Q5XG75	P20863
Q5XG87	Q6PB75
Q5XG92	Q8R0W5
Q5XG96	Q8K119
Q5XG99	Q8CC84
Q5XKE5	Q8VED5
Q5XKG2	Q9Z2W9
Q5XKK7	Q14DQ1
Q5XKP0	Q8R404
Q5XKR4	O09113
Q5XPI4	Q5XPI3
Q5XUX0	Q3TQF0
Q5XUX1	F8VPX2
Q5XX13	H3BLP9
Q5XXA6	A0A0A0MQF2
Q5Y191	E9QL04
Q5Y7D6	P14483
Q5YLB2	P48754
Q5ZPR3	Q8VE98
Q60FE5	B7FAU9
Q60I27	A0A0R4J1X4
Q629K1	B2B9E1
Q63HK3	G3X952
Q63HK5	A0A0R4J017
Q63HM1	Q8K4H1
Q63HM2	E9QN69
Q63HM9	G3X9A7
Q63HN8	E9Q555
Q63HQ0	E9PYF7
Q63HQ2	Q4VBE4
Q63HR2	Q8CGB6
Q63ZY3	Q8BX02
Q641Q2	Q6PGL7
Q641Q3	Q8VE43
Q643R3	Q6NVG1
Q64ET8	Q6P3A2
Q64LD2	E9Q349
Q658J9	Q91WA3
Q658L1	Q8BQB6
Q658N2	Q80XH4
Q658P3	A0A0R4J1G9
Q658Y4	Q3UVG3
Q659A1	Q3UZ18
Q659C4	F6U5V1
Q66GS9	Q6P5D4
Q66K14	Q5SVR0
Q66K64	Q6PFH3
Q66K66	Q8BG75
Q66K74	Q8C052
Q66K79	Q8R4V4
Q66K89	Q8CCE9
Q66LE6	Q925E7
Q66LN6	Q5STS9
Q66PJ3	Q9JM93
Q66S35	Q6DTY7
Q672R2	Q08122
Q674R7	Q6EBV9
Q674X7	Q69ZS8
Q676U5	Q8C0J2
Q67FW5	Q3U129
Q684P5	Q5SVL6
Q685J3	E9PWP7
Q687X5	Q923B6
Q689E2	S4R1K3
Q68BL7	Q8BHP7
Q68BL8	Q3V1G4
Q68CJ6	D3YY21
Q68CJ9	Q91XE9
Q68CK6	Q8K0L3
Q68CL5	E9QLP0
Q68CP4	Q3UDW8
Q68CP9	E9Q7E2
Q68CQ1	A2AVR2
Q68CQ4	A0A0R4J114
Q68CQ7	Q6NSU3
Q68CR1	Q80TS8
Q68CR7	Q8K0B3
Q68CR8	P58389
Q68CT8	E9Q507
Q68CV6	Q91X88
Q68CX2	Q8BG26
Q68CY2	B9EKI5
Q68CY6	Q8BIQ3
Q68CZ1	Q8CG73
Q68CZ2	Q5SSZ5
Q68CZ6	Q8QZX2
Q68D06	B1ARD6
Q68D06	B1ARD8
Q68D10	Q68FG3
Q68D42	A7E1Z1
Q68D51	E9Q4E4
Q68D65	A2A9F4
Q68D72	Q9D6R2
Q68D78	Q6QLQ4
Q68D90	P52479
Q68D91	Q8BL86
Q68D95	O35493
Q68DA7	Q05860
Q68DC0	Q3UTC9
Q68DC2	E9PUD3
Q68DC6	O70374
Q68DD2	Q50L41
Q68DE3	B2RUQ2
Q68DG0	P35385
Q68DH5	Q8C561
Q68DK2	Q5DU37
Q68DK7	Q6PDM1
Q68DL0	Q8BTI9
Q68DM5	P97931
Q68DN1	E9Q0G0
Q68DN7	Q9JLQ4
Q68DQ2	Q80W49
Q68DR9	E9QL79
Q68DU7	O35623
Q68DU8	Q5DTY9
Q68DU9	P59280
Q68DV7	Q5NCP0
Q68DW7	Q9D3E6
Q68DX3	A0A140LI67
Q68DY1	L7N1X4
Q68DY1	Q6P5C7
Q68DY1	Q7M6X3
Q68DY1	Q8BIN6
Q68DY1	Q91W94
Q68DZ5	Q91YI4
Q68E01	Q7TPD0
Q68E03	Q8K310
Q68EM7	Q3UIA2
Q68EN5	Q810A5
Q68G74	O35652
Q68G75	A0A087WQH1
Q68J44	Q8BK84
Q693B1	Q8K485
Q695T7	Q9D687
Q69YG0	Q9CR22
Q69YH5	Q14B71
Q69YI7	Q6PFD7
Q69YL0	A0A0J9YTR2
Q69YM1	Q8BYI8
Q69YN2	Q8CI33
Q69YN4	E9PZY8
Q69YQ0	A0A0R4J0J8
Q69YU3	B2RW11
Q69YU5	Q8BTC1
Q69YW2	Q0VBF8
Q69YW4	Q8CFW1
Q69YZ2	D3Z0P8
Q6A162	Q6IFX3
Q6A163	Q6IFX4
Q6A555	Q69AB2
Q6AHZ1	B2RRF6
Q6AHZ8	Q8VC97
Q6AI08	Q6P1G0
Q6AI12	Q5SUE8
Q6AI14	Q8BUE1
Q6AI25	Q8K4X7
Q6AI39	Q8CHH5
Q6AW86	Q78F42
Q6AWB1	O08788
Q6AWC2	Q6NXJ0
Q6AZY7	Q8C850
Q6AZZ1	G3X9I6
Q6B0B8	Q7TM95
Q6B0I6	Q3U2K5
Q6B0J5	P70387
Q6B8I1	Q7TNW3
Q6B9Z1	Q6B9Z0
Q6BAA4	Q5DRQ8
Q6BCY4	Q3KNK3
Q6BDI9	Q9D7T1
Q6BDS2	B2KF50
Q6BEB4	Q9JHX2
Q6DCA0	Q8JZZ6
Q6DD88	Q91YH5
Q6DHV5	A0A140LIW0
Q6DHV7	Q80SY6
Q6DJT9	Q9QYE0
Q6DKI1	Q9D8M4
Q6DKI2	G3X9T7
Q6DKI7	A0A1B0GS01
Q6DKJ4	P97346
Q6DKK2	Q8CC21
Q6DN12	Q5RJH2
Q6DN14	E9PW38
Q6DN72	A1YIY0
Q6DN90	E9PUA3
Q6DT37	Q80UW5
Q6DTY1	Q91VE3
Q6DU44	A7VMS2
Q6DU44	A7VMS6
Q6DU44	F6T1I5
Q6DU44	F6U8V3
Q6DU44	F7CXU4
Q6DU44	F8VQG4
Q6DU44	O19441
Q6DU44	O19442
Q6DU44	O19443
Q6DU44	P01898
Q6DU44	P01899
Q6DU44	P01901
Q6DU44	P06339
Q6DU44	P14429
Q6DU44	P79568
Q6DU44	Q05A75
Q6DU44	Q0WXH6
Q6DU44	Q31093
Q6DU44	Q31615
Q6DU44	Q4KN81
Q6DU44	Q6W9J6
Q6DU44	Q85ZW5
Q6DU44	Q85ZW6
Q6DU44	Q85ZW7
Q6DU44	Q85ZW8
Q6DU44	Q85ZW9
Q6DU44	Q8HWB2
Q6DU44	V9GXR0
Q6DWJ6	Q80UC8
Q6E0U4	E9Q2P1
Q6E213	Q6E1M8
Q6EBC2	Q6EAL8
Q6EIG7	Q9JKF4
Q6EKJ0	Q99NI3
Q6EMB2	Q8CHB8
Q6EMK4	Q9CZT5
Q6F5E8	Q3V3V9
Q6FGH4	E9QP31
Q6FHJ7	Q9Z1N6
Q6FI13	Q6GSS7
Q6FI81	Q8WTY4
Q6FIF0	Q9DCH6
Q6GMT1	Q9WUK7
Q6GMV1	Q921Q3
Q6GMV2	Q3TYX3
Q6GMV3	D3Z4S3
Q6GPG7	P61793
Q6GPH4	Q5NBU8
Q6GPH6	A2ASA8
Q6GPI0	E9PUG3
Q6GPI1	Q9CR35
Q6GQQ9	B2RUR8
Q6GQY8	A6H644
Q6GTS8	Q8C165
Q6GTX8	Q8BG84
Q6GV28	Q9D9S2
Q6GYQ0	Q6GYP7
Q6GZ69	O35627
Q6GZ70	O35627
Q6GZ72	O35627
Q6GZ81	O35627
Q6H2H3	Q673W2
Q6H2H3	Q673W4
Q6H8Q1	E9Q4K0
Q6H9J7	A0A0N4SUJ3
Q6H9L7	D3Z6A3
Q6HA08	Q6HA09
Q6I9Y2	Q7TMY4
Q6IA17	Q9JLZ8
Q6IA69	Q711T7
Q6IA86	Q91WG4
Q6IAA8	Q9CQ22
Q6IAK0	P62342
Q6IAN0	Q99J47
Q6IB77	Q91XE0
Q6IB99	Q8CJ96
Q6IBS0	Q9Z0P5
Q6IBW4	F7CXE4
Q6IBW4	Q8BSP2
Q6IC98	Q8CB44
Q6ICB0	Q9CQT7
Q6ICB4	A0A0R4J1Z2
Q6ICC9	Q505G4
Q6ICG6	B1APX2
Q6ICG8	Q9D529
Q6ICH7	Q80VP9
Q6ICI0	Q3UUA0
Q6ICJ4	Q61133
Q6ICL3	Q8BTN3
Q6ICL7	A0A0R4J0N3
Q6IE38	B9EJP9
Q6IE81	Q6ZPI0
Q6IEE7	Q6IEE6
Q6IEE8	Q3UV66
Q6IEE8	Q9Z0I5
Q6IEE8	Q9Z0I6
Q6IEE8	Q9Z0I7
Q6IEG0	Q9D361
Q6IEU7	A2ASU6
Q6IEU7	L7MTT3
Q6IEV9	A2ATJ7
Q6IEV9	A2ATJ9
Q6IEV9	Q8VGF5
Q6IEY1	A2AVW1
Q6IEZ7	F6WSM5
Q6IEZ7	M9MMJ7
Q6IEZ7	M9MMK4
Q6IEZ7	Q5NCD2
Q6IEZ7	Q5NCD3
Q6IEZ7	Q8VGD9
Q6IF00	A0A140T8T9
Q6IF42	Q8VEV1
Q6IF63	Q7TRN5
Q6IF63	Q8VF03
Q6IF82	Q8VGP1
Q6IF99	E9Q848
Q6IFG1	Q7TRP1
Q6IFG1	Q7TRP2
Q6IFH4	Q7TQS4
Q6IFH4	Q8VGU4
Q6IFH4	Q8VGU5
Q6IFN5	E9PVW2
Q6IFN5	E9PX82
Q6IFN5	Q8VFI7
Q6IFN5	Q8VFJ0
Q6IMI4	P0CC03
Q6IMI6	Q80VR3
Q6IMJ6	Q8R357
Q6IMN6	Q05A80
Q6IN84	Q99J25
Q6IN85	E9Q481
Q6IPE9	Q8CIP4
Q6IPM2	Q6PCQ0
Q6IPR1	Q91V16
Q6IPR3	Q8BSA9
Q6IPT2	A1L3C1
Q6IPT4	B1AS42
Q6IPU0	Q9CZ92
Q6IPW1	Q91VN2
Q6IPX3	Q8CCT4
Q6IPX3	Q8R0A5
Q6IPX3	Q9DB24
Q6IPX4	P14131
Q6IQ16	Q2M2N2
Q6IQ19	Q8QZT2
Q6IQ20	Q8BH82
Q6IQ21	Q8BIQ8
Q6IQ22	P35283
Q6IQ23	Q3UIL6
Q6IQ26	Q6PAL8
Q6IQ32	Q8CHC8
Q6IQ42	Q9R0U0
Q6IQ49	Q8K1J5
Q6IQ55	A2AW15
Q6IS14	P63242
Q6IS24	Q7TT15
Q6ISB3	Q8K5C0
Q6ISS4	Q8BG84
Q6ISU1	A0A0R4J0F4
Q6IWH7	Q14AT5
Q6IX74	P22339
Q6J272	Q9D4K5
Q6J334	Q9Z0R4
Q6J4K2	Q925Q3
Q6J9G0	Q6J9G1
Q6JBY9	Q3UZA1
Q6JEL2	Q9D5V2
Q6JHV3	Q91W36
Q6JQN1	D3Z7X0
Q6JQN1	Q8K370
Q6JV79	Q7TQC5
Q6JVE5	Q6JVL5
Q6JVE6	Q810Z1
Q6JVE9	Q924P3
Q6K0P9	D0QMC3
Q6K0P9	E9QKL6
Q6K0P9	Q8CGE8
Q6KB66	Q0VBK2
Q6KC79	Q6KCD5
Q6KCM7	A2ASZ8
Q6KF10	P43028
Q6L8Q7	Q3TIU4
Q6L980	G5E848
Q6L981	G5E848
Q6L982	G5E848
Q6L983	G5E848
Q6L9T8	Q8BFZ8
Q6L9W6	Q6L8S8
Q6LCR0	P97411
Q6LCT9	P97411
Q6LCZ7	P35343
Q6LDH7	P61168
Q6LET9	P97927
Q6MZF5	Q571E4
Q6MZM0	Q3V1H3
Q6MZM9	Q3SYJ2
Q6MZP7	Q571G4
Q6MZQ0	A2AVJ5
Q6MZR2	Q8CC84
Q6MZR7	Q3UTC9
Q6MZT1	Q8BQP9
Q6MZW2	Q5STE3
Q6MZZ4	Q60775
Q6MZZ7	Q3UW68
Q6N017	Q8K448
Q6N021	Q4JK59
Q6N022	Q3UHK6
Q6N039	Q69ZZ6
Q6N043	Q68FE8
Q6N063	Q9CQ04
Q6N065	Q8VIM5
Q6N069	Q9DBB4
Q6N075	Q921Y4
Q6NS38	Q6P6J4
Q6NSB6	Q60764
Q6NSI3	E9PV82
Q6NSI4	Q8C779
Q6NSI8	Q68FF0
Q6NSJ0	Q69ZQ1
Q6NSJ2	E9QAF4
Q6NSJ5	Q66JT1
Q6NSJ8	P26954
Q6NSJ8	P26955
Q6NSM0	Q60674
Q6NSX1	Q9D9B0
Q6NSZ9	B2RX31
Q6NT16	E9PU92
Q6NT55	Q8BGU0
Q6NT76	Q8BJA3
Q6NT89	Q80ZI1
Q6NTE8	Q9D1F5
Q6NTF7	E9QMH1
Q6NTF9	Q8VEK2
Q6NTG3	Q80ZM8
Q6NUI2	Q14DK4
Q6NUI6	E9Q7T7
Q6NUJ1	A0A0R4J1A5
Q6NUJ2	Q32M26
Q6NUJ5	E9Q9M8
Q6NUK1	Q8BMD8
Q6NUK4	Q99KK1
Q6NUM9	Q64FW2
Q6NUN0	Q8BGA8
Q6NUN7	E9Q793
Q6NUN9	Q3U133
Q6NUP7	Q8C0Y0
Q6NUQ1	Q8BZ36
Q6NUQ4	Q8BM55
Q6NUS6	Q8R2Q6
Q6NUS8	Q3UP75
Q6NUS8	Q8JZZ0
Q6NUT2	P0CW70
Q6NUT3	Q3U481
Q6NV74	E9Q3M9
Q6NV75	Q8K0Z9
Q6NVB9	Q3UH68
Q6NVH2	G3X9F6
Q6NVH7	Q8VCI7
Q6NVU6	Q9CZP0
Q6NVV3	Q8BMW7
Q6NVV7	Q8R3A2
Q6NVW1	P54763
Q6NVY1	Q8QZS1
Q6NVZ8	Q8VEH6
Q6NW29	Q9CPR1
Q6NW34	Q8R2U2
Q6NW40	Q7TQ33
Q6NWY9	A0A0R4J1S2
Q6NX49	F7D043
Q6NX70	J3KMP9
Q6NXE6	Q8BNU0
Q6NXG1	F8WGU3
Q6NXP0	V9GXH0
Q6NXP6	Q9D3S5
Q6NXQ3	P46412
Q6NXR0	D3Z720
Q6NXR4	Q8BGV4
Q6NXR6	Q91WC0
Q6NXT1	Q91WK7
Q6NXT4	J3QMX8
Q6NXT6	Q4VBD2
Q6NY19	Q9Z1P7
Q6NYC1	Q9ERI5
Q6NYC8	Q8BQ30
Q6NZ63	Q9CWR7
Q6NZ67	Q9CQ25
Q6NZI2	O54724
Q6NZY4	Q9CYA6
Q6NZY7	Q9Z0X0
Q6P047	Q80ZQ3
Q6P050	Q8C7B6
Q6P087	Q14AI6
Q6P088	A2ALW2
Q6P090	O35493
Q6P093	B2RWD2
Q6P0N0	Q80WQ8
Q6P0N6	S4R1P5
Q6P0Q8	E9Q1Q1
Q6P158	Q6P5D3
Q6P161	Q9CPW3
Q6P163	Q05020
Q6P1A2	Q91V01
Q6P1J6	Q3TTY0
Q6P1J9	Q8JZM7
Q6P1K1	Q9D8M3
Q6P1K2	Q9CPV5
Q6P1K8	Q9JIB4
Q6P1L5	Q3U3E2
Q6P1L8	Q9D1I6
Q6P1M0	Q91VE0
Q6P1M3	J3QJU5
Q6P1M9	Q3UZB0
Q6P1N0	Q8K1A6
Q6P1N7	Q3TCU5
Q6P1N9	A0A0R4J1E8
Q6P1Q0	Q924L1
Q6P1Q5	Q5XJY5
Q6P1Q9	Q8BMK1
Q6P1R3	Q6NZR2
Q6P1R4	Q8C2P3
Q6P1S2	Q8BN57
Q6P1W5	B1AYM9
Q6P1X5	B9EJX5
Q6P2C0	Q402B2
Q6P2C6	B1AR09
Q6P2C8	Q9DB40
Q6P2D0	Q3UI68
Q6P2D8	Q3U3V8
Q6P2E9	G5E896
Q6P2G0	Q60718
Q6P2H3	Q8BMK0
Q6P2H8	Q9D0Z3
Q6P2I3	A0A0R4J094
Q6P2M8	Q9QYK9
Q6P2P2	F8WIU7
Q6P2Q0	Q9JJ59
Q6P2Q9	Q99PV0
Q6P2R3	G5E828
Q6P387	Q8BHB7
Q6P393	D3YY91
Q6P3R8	Q7TSC3
Q6P3S1	Q3U1T9
Q6P3S6	Q6PDJ6
Q6P3V2	P10077
Q6P3W7	Q8CFE4
Q6P3X3	Q8CD92
Q6P444	Q8VED8
Q6P452	P97429
Q6P493	P35822
Q6P499	Q8BGN5
Q6P4A7	Q925N1
Q6P4A8	A0A0R4J0B2
Q6P4D7	P58749
Q6P4E1	Q6P2L7
Q6P4E4	P61514
Q6P4F1	Q5F2L2
Q6P4F2	Q9CPW2
Q6P4H7	Q91WE2
Q6P4H8	Q9D1Z3
Q6P4I2	Q9CWR1
Q6P4Q7	Q69ZF7
Q6P4R8	Q6PIJ4
Q6P521	Q8BGI4
Q6P531	Q6PDE7
Q6P582	Q9CQ25
Q6P587	Q8R0F8
Q6P589	Q9D8Y7
Q6P597	Q91W40
Q6P5Q4	Q3UHZ5
Q6P5R6	Q9D7S7
Q6P5S2	Q8C6C9
Q6P5S7	Q8K3C0
Q6P5T0	O54794
Q6P5W5	Q78IQ7
Q6P5W7	Q9WUK7
Q6P5X5	A0A087WSL9
Q6P5X5	Q3U595
Q6P5X7	A0A0R4J0I5
Q6P5Z2	Q8K045
Q6P656	Q6P8Y0
Q6P664	G3X9B1
Q6P6B1	Q8K0S2
Q6P6B7	A2AS55
Q6P6C2	Q3TSG4
Q6P6D5	B0R0C1
Q6P7N7	Q9D5K1
Q6P7P1	Q62388
Q6P988	Q8R116
Q6P995	Q14CH0
Q6P996	A0A0R4J034
Q6P9A2	Q8K1B9
Q6P9B6	Q8K0P3
Q6P9B9	Q8CHT3
Q6P9F0	A0A0G2JGB6
Q6P9F0	E9PVD1
Q6P9F5	Q3UWA4
Q6P9F7	Q5DU41
Q6P9G0	D3YYP3
Q6P9G0	Q5NCY3
Q6P9G4	Q8C4Q9
Q6P9G9	Q8CB76
Q6P9H4	Q8BMA3
Q6P9H5	Q8K349
Q6PCB0	Q8R2Z5
Q6PCB5	D3Z0K6
Q6PCB6	Q8VCV1
Q6PCB7	Q60714
Q6PCB8	P21995
Q6PCD5	Q8CIK8
Q6PCE3	Q8CAA7
Q6PCT2	Q6PB97
Q6PD62	Q62018
Q6PD74	Q8R2R3
Q6PDA5	Q8BHB4
Q6PEV8	Q8K2D0
Q6PEW1	Q8VD24
Q6PEW1	Q9CZA5
Q6PEW3	A0A0G2JEF2
Q6PEX3	Q9D7N2
Q6PEX7	A2A8T7
Q6PEY1	Q9D0N8
Q6PEZ8	Q6P3Y9
Q6PF05	A6H6E9
Q6PF06	Q9D075
Q6PF15	Q9CZ49
Q6PF18	Q8C5T4
Q6PFW1	A2ARP1
Q6PG37	Q80ZX2
Q6PGN9	Q9D0P7
Q6PGP7	F8VPK0
Q6PGQ7	Q8BS90
Q6PH81	Q9CR55
Q6PH85	Q8BZJ7
Q6PHR2	Q3U3Q1
Q6PHW0	Q9DCX8
Q6PI25	O35089
Q6PI26	Q7TMX5
Q6PI47	E0CZ26
Q6PI48	Q8BIP0
Q6PI73	Q61450
Q6PI73	Q64281
Q6PI77	Q6PB60
Q6PI78	Q4VAE3
Q6PI97	Q80Y73
Q6PI98	Q8BHA0
Q6PID6	Q9D6K7
Q6PID8	Q6PAR0
Q6PID9	Q61282
Q6PIF1	E9Q6P5
Q6PIF2	E9PYH4
Q6PIF6	Q99MZ6
Q6PII3	A0A0R4J0L8
Q6PII5	Q9DB32
Q6PIJ6	Q8BMI0
Q6PIK3	Q91ZR1
Q6PIL6	Q6PHZ8
Q6PIP6	Q91UZ5
Q6PIS1	A0A0R4J067
Q6PIU1	Q8BZN2
Q6PIU2	Q8BLF1
Q6PIV2	Q3UTB7
Q6PIV7	A2ADF7
Q6PIW4	Q8BPY9
Q6PIY2	Q9JIW4
Q6PIY5	E9Q963
Q6PIY7	Q91YI6
Q6PIZ9	A0A0R4J237
Q6PJ21	E9PW49
Q6PJ61	Q8BG80
Q6PJ65	Q3UGA5
Q6PJ69	Q8BFW4
Q6PJ72	A0A0R4J0I9
Q6PJ80	A0A0R4J078
Q6PJ89	O88967
Q6PJE2	P10761
Q6PJF5	Q80WQ6
Q6PJG2	E9Q2I4
Q6PJG3	Q8BYR2
Q6PJG6	E9QLK3
Q6PJG9	Q80XU8
Q6PJH3	E9QQ10
Q6PJI1	Q8C0X6
Q6PJI9	D3Z1F9
Q6PJP8	S4R1N2
Q6PJQ5	Q3UM89
Q6PJR4	Q9ERL9
Q6PJT7	Q8BJ05
Q6PJW8	Q8CBC4
Q6PK04	Q8R0K4
Q6PK18	Q9D136
Q6PK32	A0A0R4J1N7
Q6PK65	Q61139
Q6PKC3	Q8K2W3
Q6PKC6	Q99ME2
Q6PKG0	Q6ZQ58
Q6PKH6	Q99LB2
Q6PKX4	Q2MHE5
Q6PL18	G3X963
Q6PL24	Q3UHI4
Q6PL43	E9Q4M0
Q6PL45	Q8BV89
Q6PML9	Q5IRJ6
Q6PP77	Q5GH68
Q6PUV4	P84086
Q6PXP3	B1ARZ3
Q6Q0C0	F8WJF7
Q6Q0C1	Q6IS41
Q6Q4G3	E9QJR0
Q6Q6R5	A0A0R4J1I1
