mouse_uniprot	mouse_entrez	mouse_refseq	human_entrez	human_refseq	human_uniprot
Q99MS7	114601	NP_444482.2			
Q91Y12					
A0A0B6VPC8					
A0A0H2UKC0					
Q5NBX1	12808	NP_766084.3;XP_006514548.1	23242	NP_001274365.1	O75128
Q99N04					
Q8QZR3	102022	NP_001177259.1;NP_598721.1			
D6RCZ7					
Q3UPQ1					
A0A0N4SV89					
A0A087WPN2					
Q3UJK2					
P81269	11908	NP_031523.3;XP_006520414.1;XP_006520415.1	466	NP_005162.1	P18846
B1AYD4					
B2RR23					
D3YUV1					
Q8BLC2					
Q3V118					
A0A1B0GSZ3					
Q8C7H7					
Q076U5					
E9Q3I8					
A0A0N4SVL6					
J3QK75					
F6QL70					
A2CF71					
Q8VDB8	74249	NP_083114.2;XP_006512428.1	79442	NP_078788.2	Q9BYS8
O08672					
Q8BRB7	54169	NP_059507.2;XP_006519331.1;XP_017171572.1			
Q3LIG2					
D3Z2D4					
Q1XG81					
Q542I8					
Q9D1X6					
Q496X3					
A2AMT6					
Q3V0H5					
Q05769	19225	NP_035328.2	5743	NP_000954.1	P35354
Q3UND0	54353	NP_061243.1	8935	NP_003921.2	O75563
Q3TZR6					
Q3UTR0					
Q3UVQ1					
A2AFJ1					
Q8C9A9					
Q6PDG5	68094	NP_001107568.1;NP_001107569.1;NP_937803.1	6601	NP_001123892.1	Q8TAQ2
Q8BSV9					
E9PYT0					
Q9CXE2	77045	NP_084126.1	605	NP_066273.1	Q4VC05
Q80TS7	13199	NP_001013763.1	23109	NP_055901.2	O94850
A0A0G2JGD1					
Q80UU1	52231	NP_001254549.1	55139		Q9H8Y5
A0A0J9YUX1					
Q8R201					
F6X3X7					
Q3TUD6					
D6RIN5					
O55087					
Q3V413					
E9Q024					
Q3UR75					
Q04859	17152	NP_001139274.1;NP_001139275.1;NP_032573.2;XP_006516934.1	4117	NP_001229886.1	P20794
B1AX78					
Q8C5I9					
Q6P9R2	108737	NP_598746.2;XP_006511982.1	9943	NP_005100.1	O95747
Q54AA2					
A0A0J9YV67					
F6SAZ4					
Q8C6J8					
Q8BYD4					
O55124					
Q8VGR7					
Q8R189	75104	NP_780426.1	221938	NP_001094070.1	Q8IY49
A0A0N4SVJ6					
A2MXS6					
Q3U1W9					
Q924R0					
D3YXW0					
Q8CFE5	238386	NP_766394.2;XP_006515918.1	55727	NP_001002860.2	Q9P203
F8SLP8					
Q3U2M6					
Q8C729	213056	NP_001297527.1;NP_001297528.1;NP_766101.3;XP_006495895.1;XP_006495896.1;XP_017175146.1	285172	NP_776183.1	Q8IXS8
Q3UXG7					
E9Q1F7					
F7BA91					
A0JNR8					
Q9CZU5					
Q8C379					
Q3U9G3					
J3QMN9					
B2RY15					
Q7M0A4					
C9W8L2					
A0A0R4J175					
S4R2N9					
K9J7E2					
D3YWU1					
B2RTE7					
Q3U3F4					
A0A0N4SVE1					
Q6P5U8	227933	NP_001001178.1;XP_017172996.1	130940	NP_620158.3	Q8NFR7
Q8VFD0	258489	NP_666707.1			
H3BKY5					
P39039	17194	NP_034905.1;XP_006518732.1;XP_017171395.1			
Q99PM5					
Q3URS3	381667	NP_001297638.1;XP_006535095.1	100507055		A6NCL2
G5E8D5					
Q4VBE7					
Q8R4W9					
Q8C5W4	240069	NP_808387.2;XP_006524320.1;XP_006524321.1;XP_006524322.1;XP_011244746.1			
Q7TMF0					
Q3UEI1	110385	NP_001297394.1;NP_963901.1	5143	NP_001092288.1	Q08493
Q9D2T6					
Q4U1Z0					
F8WJL8					
A0A1B0GT68					
Q6LAF6					
A0A0A0MQN4					
Q8BPQ5					
A0A0G2JF31					
Q3V0X6					
H3BLS0					
A0A140LI11					
Q8BSF5	268807	NP_808423.1	340359	NP_001075144.2	Q2WGJ6
Q9D2R6	52469	NP_080894.1	28958	NP_001035521.1	Q9Y2R0
A0A0G2JGR9					
P97501	14262	NP_032056.1	2328	NP_001002294.1	P31513
Q8K193					
D3YUW8					
A0A0N4SUJ1					
P28661	18952	NP_001271321.1;NP_001271323.1;NP_001271327.1;NP_035259.1;XP_006532561.1	5414	NP_004565.1	O43236
E9Q7T2					
Q3TVA4					
Q91YJ4					
P63239	18548	NP_038656.1;XP_006517216.1;XP_006517217.1;XP_006517218.1	5122	NP_000430.3	P29120
A0A0A6YW82					
Q3UC73					
Q7TQW6					
Q62486					
Q8BW24					
Q9D9Z9					
S4R2G3					
A0A1C7ZMY7					
E9Q553					
B1ATV3					
Q0VF58	12823	NP_031759.2;XP_006495708.1	1310	NP_001849.2	Q14993
M9QUB2					
A0A0G2JG49					
A2ABG6					
Q3U5R8					
A0A0N4SUQ9					
F7BAB2					
Q7TQ15					
D3Z332					
Q8BZN3					
P30681	97165	NP_032278.1;XP_006509587.1	3148	NP_002120.1	P26583
Q61041	19065	NP_032945.3			
Q9Z2D8	17192	NP_001293072.1;NP_038623.1	53615	NP_001268382.1	O95983
B1AWE0					
K7N702					
Q71V84					
A0A0N4SVP3					
Q8BMA4					
E3VS01					
Q3U3G2					
Q8BNL4					
Q3UHW6					
Q5U445					
Q9CQ86	103742	NP_079835.1	84299	NP_115715.3	Q9BRT3
A0A0G2JFM6					
D9J347					
D3Z7T9					
Q8BVV7	320162	NP_796062.2	90799	NP_612372.1	Q96GE4
P70344					
F7B746					
Q3V133					
Q9Z2A7	13350	NP_034176.1	8694	NP_036211.2	O75907
Q6LBS0					
Q8CAK1	216792	NP_776146.1	200205	NP_001010867.1	Q5T440
Q00356					
Q9R0Y9					
A0A0N4SW97					
Q3UZV3					
Q9D0D1					
G3UXE9					
A2AQ94					
Q6P8N5					
H3BKL3					
Q2MDF7					
Q62070	18715	NP_613072.1	11040	NP_006866.2	Q9P1W9
F6RXI4					
Q61932					
Q3T9K3					
Q8BZM1	170823	NP_001155210.1;NP_001155211.1;NP_573511.2;XP_006534863.1	11146	NP_444504.1	Q92990
Q8C496					
Q9D9P1					
Q9JKL4	66706	NP_075736.1	25915	NP_951032.1	Q9BU61
Q4VBD0					
A3KG83					
B9EJ11					
F6RR81					
Q3U825					
H3BKP3					
Q8C5A0					
A2ADE8					
E0CY46					
Q4VA42					
Q6Y642					
A0A0G2JFV4					
Q9JJS7	57385	NP_065646.1;XP_006528238.1;XP_006528239.1;XP_006528240.1;XP_006528241.1	5030	NP_002556.1	P51582
Q925L0					
O35218	51786	NP_058552.1;XP_006516134.1	53981	NP_059133.1	Q9P2I0
Q00420	14391	NP_001258396.1;NP_001258397.1;NP_001258421.1;NP_034379.1;NP_997552.1;XP_006498820.1;XP_006498821.1;XP_006498822.1;XP_006498823.1;XP_006498824.1	2553	NP_005245.2	Q06547
B0QZX4					
A0A0G2JFH7					
A0A0G2JGB1					
Q3U850					
Q9JJU5					
P28825	17287	NP_032611.2;XP_006523814.1	4224	NP_005579.2	Q16819
Q3UM18	224092	NP_835170.1	55341	NP_060855.2	Q9H089
Q99K28	77038	NP_001159496.1;NP_076343.2	84364	NP_115765.2	Q8N6H7
Q8BXY0					
A3KFM6					
F6RNB2					
A0A087WRT7					
A0A0A6YVY7					
G3UYL7					
F7B641					
C6EQI6					
Q9D5U5	67365	NP_080384.2	8226	NP_036212.3	Q08623
O08573	16859	NP_001152773.1;NP_034838.2	284194	NP_001036150.1	Q3B8N2
Q60727					
M0QW75					
D3YY05					
Q96LX3					
M9MMK0					
Q8C4L8					
E9QQ38					
Q80UY7					
P16294	14071	NP_001292726.1;NP_032005.1	2158	NP_000124.1	P00740
Q05915	14528	NP_032128.1	2643	NP_000152.1	P30793
B8JJ56					
Q80TE7	242274	NP_001278381.1	57554		Q96NW7
X5J598					
Q5TIS6	384452	NP_001007473.1	344022	NP_001127934.1	A8MTQ0
D3Z314					
Q3ZB06					
G3UYH6					
A0A0R4J1G9					
D3YXS8					
B7ZNG2					
Q3U6U7					
A0A140LHL8					
Q3UBB2					
Q6EDY6	68732	NP_081101.3;XP_011242640.1	55604	NP_060110.4	Q5VZK9
Q6ZWS9					
B2RY78					
O35539					
A2ARX2					
A0A0J9YTY0					
D3Z2W9					
Q9D7J9	67856	NP_077170.2	79746	NP_078969.2	Q96DC8
Q80U56	78937	NP_084511.1	23080	NP_055875.1	Q8NBF6
Q80WU7					
Q9Z1Q4	68468	NP_075952.1	80740	NP_079537.1	O95867
M0QWG0					
X5J569					
B5B2Q4					
A0A0G2YDK5					
Q8C605					
X5J4K1					
H3BLN9					
Q3TJI7					
Q545R9					
Q5SW87					
F7BP94					
Q91VX7					
S4R2U2					
A0A0B4J1J3					
Q6ZPH8					
Q5DTW7	67246	NP_001276590.1;NP_001276591.1;NP_080330.1;XP_006507144.1;XP_006507146.1;XP_006507147.1;XP_011239924.1	55196	NP_060639.3	Q9HCM1
Q3UNP1					
F6RYE9					
Q03719	16506	NP_032449.1	3750	NP_004970.3	Q9NSA2
Q3TP50					
Q5KTQ2					
Q8BP73					
Q4KL36					
P04940					
A0A1B0GXH8					
E9Q3I4					
B9EHJ2					
Q8CAZ1					
Q3UTE7					
B2RY59					
Q91XH5					
H7BX26					
Q3UJB0					
Q8BSJ6					
B7ZW87					
Q69Z97					
A0A087WQ15					
Q4FK29					
E9PX89					
Q8K					
A0A087WPB2					
A2A9S1					
D2DFA9					
B9EK84					
E9QA22					
B1ASR7					
E9PX63					
Q3LS21	223604	NP_001029048.1	51305	NP_001269463.1	Q9NPC2
Q6PZE0	239611	NP_997126.2			
Q99NH2	93742	NP_001013598.1;NP_001013599.1	56288		Q8TEW0
G3F8Y8					
O35963	19338	NP_058554.1	83452	NP_112586.1	Q9H082
Q95457					
Q148B5					
Q3U0I3					
F6YTS6					
A2BI40					
D3Z7P3	14660	NP_001074550.1;NP_001106854.1	2744	NP_055720.3	O94925
A0A0G2JFI2					
Q3UKP0					
Q545P3					
D3Z250					
Q8BY39					
P40201	12648	NP_031716.2	1105	NP_001261.2	O14646
Q9CUA3					
Q3UEP7					
D3Z1Y2					
Q5BKP5					
Q14BF5					
Q810K1					
A0A1B0GS49					
Q3UTM6					
P97425	13587	NP_031921.1			
Q8VDR4					
Q9CX77					
D6RDQ3					
Q3U7G2					
A6H6B3					
L7N2A6					
B1AXZ6					
P70349	15254	NP_032274.1	3094	NP_005331.1	P49773
A0A077KA19					
Q9QZ17					
F6XNW8					
Q8BLY6					
Q9DAC0	75502	NP_082800.1	146225	NP_653274.1	Q8TAZ6
Q9Z0G9	12739	NP_034032.1	1365	NP_001297.1	O15551
Q2M1J9					
Q8K274	238024	NP_852085.2	79672	NP_078895.2	Q9HA64
Q8R527	104215	NP_663466.2	23433	NP_036381.2	P17081
Q3UE75					
Q8VD70					
Q8CIM7	76279	NP_083838.1			
Q2Q7P0					
B7ZNT8					
Q9D0T1	100862468;20826	NP_035612.2;XP_003689233.1	4809	NP_001003796.1	P55769
A0A0G2LB91					
Q3UU13					
Q3TQX1					
Q9CU36					
G3UY63					
Q3U0Y5					
Q8C207					
O88243					
Q99M04	79464	NP_001297541.1;NP_077791.1	11019	NP_006850.2	O43766
Q9JI46	56409	NP_062811.1	11165	NP_006694.1	O95989
Q3UPA6					
Q148W2					
Q3TCJ7					
Q9D3G9	74734	NP_001074574.1;XP_011239081.1	399	NP_001265292.1	Q15669
G5E8V6					
Q3UV38					
Q8C841					
P43276	56702	NP_064418.1			
A0A0A6YVX4					
Z4YMG1					
Q543I9					
A0A087WPI5					
Q6P8S1					
Q3TPG4					
Q6A0A2	217980	NP_001298046.1;NP_766173.1;XP_006516539.1;XP_006516540.1	23185	NP_055970.1	Q92615
Q8VEX9					
E9PYY9					
Q3V1I1					
Q91XU3	117150	NP_473438.1;XP_017169257.1	79837	NP_079055.3	Q8TBX8
Q7TNF8	207777	NP_766037.2;XP_006532773.1	9256	NP_004749.2	O95153
Q3TH49					
A0A0R4J0G7					
Q3UFL3					
Q8R2S3					
Q3V065					
B1B0R4					
A0A0U1RNZ0					
Q8R446					
D3Z7W5					
G3UZ07					
Q91X96	98710	NP_663485.1	5877	NP_002862.2	P47224
Q8CDM4	211936	NP_808268.2	493860	NP_001008392.2	Q6ZRK6
E0CYU9					
C7U272					
H3BJ09					
Q6XZL7					
Q544Q4					
Q8BGY6	108105	NP_001152879.1;NP_001152880.1;NP_473393.2;XP_006521769.1	84002	NP_114436.1	Q9BYG0
A0A4W8					
F6U786					
B0R0E9					
Q9D5J8					
A0A1B0GRN7					
A2AHG4					
Q3TWS4					
Q8K3L2					
B2RRX1					
Q3V3R9					
Q3UX12					
A0A0A0MQD2					
Q8R142					
Q7TMS5	26357	NP_036050.1;XP_006506211.1;XP_006506212.1;XP_006506213.1;XP_006506214.1;XP_011239664.1	9429	NP_004818.2	Q9UNQ0
Q9Z1P8	57875	NP_065606.2	51129	NP_647475.1	Q9BY76
Q8R4P9	224814	NP_660122.1;NP_733780.1;XP_006524205.1	89845	NP_001185863.1	Q5T3U5
Q3V1F5					
Q543Y8					
Q7TQS8					
G3UX74					
E9Q8V5					
F7ANF4					
Q6NZJ5					
D3YU15					
Q7TR91					
Q8BVF1					
Q7TMT9					
F6QP53					
Q8VGE4					
Q8C3B2					
Q8C338					
Q9CWQ9					
E0CZ69					
E9PUP0					
P19783	12857	NP_001280488.1;NP_034071.2	1327		P13073
G3UW89					
B7ZCA2					
B2RQ80					
D3Z3X9					
F6RSH1					
Q3TS89					
E9PZ44					
D3Z2D9					
Q8C688					
Q5FB19					
Q5RJV3					
P39087	14806	XP_017169293.1	2898		Q13002
Q69ZY3					
R4HJA5					
H3BKB8					
C3UP59					
Q9D7E4	66374	NP_079797.1	148223	NP_689695.2	Q9UFG5
Q6ZPK7	231125	NP_001015039.1	57732	NP_066023.2	Q9HCC9
Q8VEW9					
Q8C847					
A0A0R4J1T0					
K7TD85					
Q14BH3					
Q6PFD7	71254	NP_919316.1	203245	NP_931045.1	Q69YI7
Q673W2					
D3Z1Z9					
A0A4Y1					
A0A0A6YXY3					
A0A0J9YVC1					
K7N6Y3					
A0A0J9YV81					
Q3U9Y8					
F7CE65					
A0A0N4SV75					
Q3URU5					
Q8CH22					
Q9ER47	170738	NP_573470.2	90134	NP_150375.2	Q9NS40
Q9JLQ5					
Q9DB32	68977	NP_001258362.1;NP_001258364.1;NP_081173.1	84264	NP_115680.1	Q6PII5
Q8VFD2	258491	NP_666709.1			
E9Q3J1					
F8WIA1					
O70220	15220	NP_032265.3	94234	NP_150285.3	Q9C009
A0A0N4SVK0					
Q3U957					
Q9D842	72103	NP_001163960.1;NP_077213.2	200558	NP_775816.1	Q8IW19
Q3TLF7					
Q9CQR4	66834	NP_080066.1	55856	NP_060943.1	Q9NPJ3
A0A1B0GSJ0					
F6U693					
Q8BT67					
Q5XJY7					
Q3U4V2					
Q80T74	208439	NP_001157965.1	114818	NP_443152.1	Q96CT2
Q8VCS0	57757	NP_001258405.1;NP_001258407.1;NP_001258408.1;NP_067294.2;XP_006524777.1	114770	NP_443122.3	Q96PD5
A0A0J9YTS9					
H3BJU8					
A2A5W8					
E9QMI8					
A2AE27					
A0A1B0GT00					
G3UY09					
A2NTK0					
Q9D8S9	69168	NP_081251.1;XP_006502075.1	51027	NP_057158.1	Q9Y3E2
Q6LDK7					
Q8C0D7	28019	NP_579923.1	51147	NP_001121055.1	Q9UNL4
A0A0G2JDG6					
Q5I0W6					
D3YXQ4					
Q8C8K1					
E9QL10					
Q61884	17427	NP_032639.1	55329	NP_060835.1	Q8NEH6
E0CXC1					
Q9D273	77697	NP_084232.1	326625	NP_443077.1	Q96EY8
Q3V2D0					
Q14CG5					
A2AJ90					
F8WGX4					
A2A4N9					
Q9D9B2					
E9Q7P8					
Q3UTM4					
F8WHM0					
Q8C5J2					
G3UW80					
Q5SRW8					
E9PZD2					
Q3UHM5					
Q8K3S1					
A0A0R4J082					
Q91XL2	140887	NP_542985.4;XP_006504863.1	222484	NP_699202.1	Q8N448
D3YWW2					
J9JI90					
A0A075B5T3					
B2RVQ7					
Q5XK20					
D3YZ24					
F6QLS2					
A0A0A6YWT2					
Q3U6S9					
Q8CGT2					
Q8R4A3	59036	NP_067507.2	51339		Q9NYF0
X5J4H9					
Q8C3I2					
B2RVW5					
Q3V1D8					
I3PGL7					
Q8R1H9					
A0A0K1W397					
Q3UNF6					
Q62392	21664	NP_033370.2	22822	NP_031376.3	Q8WV24
O35372	12793	NP_034049.2	10175	NP_005767.1	O95406
G3UXH1					
A0A087WQS4					
Q8BVP5	103236	NP_001153063.1;NP_598763.1;XP_006513074.1	1455	NP_001310.3	P78368
Q8K5C0	252973	NP_080772.2	79977	NP_079191.2	Q6ISB3
D6RFC3					
Q548W8					
Q99KP3	68631	NP_084280.2	51084	NP_057058.2	Q9Y2S2
Q3TXW4					
Q80UJ5					
Q3TYJ0					
P27811	17057	NP_001153374.1;NP_034867.3	3820	NP_002249.1	Q12918
Q8BH73	67369	NP_080387.2	54814	NP_060129.2	Q9NXS2
A0A0N4SV48					
Q3V0Q9					
Q9D1U0	77998	NP_084298.1			
Q80WK4					
Q000W5					
Q3UCF7					
Q8C393					
E3VX04					
Q8CE59					
F6XPD8					
A1L0X6					
O54714	229615	NP_001159421.1;NP_061282.2;NP_666247.1;XP_006501456.1	10401	NP_006090.2	Q9Y6X2
Q3TRU1					
E9Q679					
D3Z4F5					
K7N6Z0					
E9Q6I9					
Q3UZ96					
E9Q4Y4					
D3Z2D8					
Q3TYD4	74008	NP_001159649.1;NP_082986.3;XP_006534411.1;XP_006534412.1;XP_006534413.1;XP_017170289.1;XP_017170290.1	22901	NP_001254656.1	Q96EG1
Q80T77					
Q3UZK0					
V9GXT3					
D3YZK1					
F6YZJ7					
Q99KN1	215705	NP_001155957.1;NP_848495.2	92714	NP_689498.1	Q8N5I2
V9GXB1					
Q3TAM0					
Q8BWB8					
Q9D3N9					
Q3UJN2					
F8WI30					
Q9CUP4					
Q921W0	234852	NP_663581.1	5119	NP_002759.2	Q9HD42
E9Q3I6					
A0A0G2JG46					
Q5R1G2					
Q8BSK4					
Q9Z180	240427	NP_444329.2	26040	NP_056374.2	Q9Y6X0
A0A0G2JEF5					
A0A0J9YUN5					
Q811K9					
Q0P4Z5					
Q9CRB2	52530	NP_080907.1	55651	NP_060308.1	Q9NX24
Q9CVX9					
Q8BWZ1					
A5D8Y7					
F6YUG5					
D3Z5V4					
Q8BXZ4					
H3BKK2					
Q91VK0					
Q5DW69					
Q6NZD6					
Q8BI48					
B2RXP2					
J3QPT1					
D3YZK7					
Q3U181					
Q3UFS9					
B7ZNR4					
D3Z1A8					
Q7TQU9					
Q641P2					
Q3U263					
A8CSZ8					
D6REU8					
Q3UMJ4					
H3BJX1					
A0A0G2JFQ4					
Q8BLV7					
Q8C1K9					
E0CYS2					
Q99K98					
O08856	13716	NP_031950.2	8178	NP_006523.1	P55199
D3YZZ6					
Q8BPA0					
Q3TEX8					
D3Z5M3					
E9PYI6					
Q8JZZ5					
Q31113					
A0A0A6YVQ0					
Q3UC49					
D3YZG3					
E0CZG6					
Q3UVH9					
Q3U1V3					
Q3UGE9					
G3UYR7					
B1AUB9					
A0A0G2JF24					
D3YXS4					
Q402U7	73336	NP_683742.2			
E9PZU3					
Q3TU24					
A2A6G5					
V9GX41					
Q3U8R7					
Q8R2B4					
P01635					
Q61194	18704	NP_035213.2	5286	NP_002636.2	O00443
Q8BQP2					
A8IP69					
A0A0R4J1Q1					
P41778	18514	NP_001278437.1;NP_032809.1;NP_899198.1	5087	NP_002576.1	P40424
Q80X33					
A0A1B0GT88					
X5J5G1					
P35343	12765	NP_034039.1;XP_006495701.1	3579	NP_001161770.1	P25025
Q9WTP7	56248	NP_067274.1	50808	NP_057366.2	Q9UIJ7
Q6KAU5					
A0A0G2JEF6					
D3Z1D7					
B2RQA5					
M0QWL6					
A0A0A0MQ76					
F6YG30					
A0A140LJE4					
Q9CS10					
A0A0G2JDN0					
E9Q878					
X5J4I0					
Z4YKC4					
A0A0G2JFC1					
Q64285	12613	NP_034015.1	1056	NP_001798.2	
Q8JZQ5					
D2CFV2					
Q3U9V4					
Q3TQT8					
A0A0G2JFS2					
V9GX65					
Q3UZ80					
Q3UTD2					
J3QM67					
Q8CG27	69481	NP_899105.2	284382	NP_848620.3	Q8TC94
Q8VHG3					
A0A140LIX8					
Q6PD97					
D3Z3J1					
Q9DCJ1	56716	NP_001239392.1;NP_001239393.1;NP_001239394.1;NP_064372.2	64223	NP_001186102.1	Q9BVC4
E9PWV3					
A0A0R4J007					
D3YZI6					
A6PWL2					
Q7JCX7					
B7ZNH7					
P06800					
G3UZH0					
F8VPQ1					
Q8BXU5					
A0A1B0GSQ7					
B7ZCT3					
D6RI75					
Q9R0M4	27205	NP_038751.2			
E9Q5P1					
Q8VH15					
Q80UW7					
E9PZC3					
Q8VCK2					
A0A087WPF5					
Q499W5					
Q8C839					
E9Q8U3					
Q8C188					
E9Q1K1					
Q6Y5D8	78514	NP_084389.2;XP_006531558.1;XP_006531561.1;XP_006531563.1;XP_017168506.1	79658	NP_078881.3	A1A4S6
Q99J77					
Q3TVT6					
Q3UX51					
A0A087WSI9					
C3S7Q6					
Q9JI83	56096	NP_062411.1;XP_006541587.1;XP_006541588.1;XP_011249318.1	10761	NP_068568.1	Q9HBJ0
A0A087WQX8					
Q3U8Y1					
Q3V0L5	381741	NP_001028633.1;NP_001276750.1;NP_001276751.1	254050	NP_001091989.1	Q8N309
Q3U9B7					
Q9QYZ9	30943	NP_038949.2;XP_006524445.1			
Q62092	18196	NP_035072.2;XP_006503836.1	27065	NP_055207.1	P42857
O88552	12738	NP_057884.1;XP_006528553.1	9075	NP_065117.1	P57739
P47809	26398	NP_033183.1	6416	NP_001268364.1	P45985
Q8BPP2					
P52785	14919	NP_032218.2;XP_006532307.1	3000	NP_000171.1	Q02846
S4R2F8					
Q8BYD9					
E9QN08					
Q06890	12759	NP_038520.2;XP_006518567.1	1191	NP_001822.3	P10909
Q8CCV9					
Q8VFL0					
Q0VBB6					
Q3KP82					
E0CXZ4					
D3YTK5					
Q8C952					
W5XIT1					
A0A0U1RPV0					
Q8BI68					
Q0VG93					
Q8VEW8					
A0A0R4J0T6					
Q3U074					
A0A0R4J1Q6					
E9Q0M0					
Q3USR1					
Q8BY57					
Q0EEE2	74675	NP_083325.1	374308	NP_001030014.2	Q3KNS1
Q9WTX4	83961	NP_114391.1;XP_017169193.1;XP_017169194.1;XP_017169195.1	145957	NP_612640.1	Q8WWG1
A2AQD5					
F6SMH4					
A0A0G2JGB4					
Q3UM62					
Q9Z281					
F6WYU8					
Q4VCN5					
Q8BSD4	225152	NP_694726.2	219770	NP_699199.2	Q96KN9
Q8BHH8	212070	NP_848784.1	119467	NP_689524.1	Q8NCR9
Q7TS20					
Z4YJM6					
F7B179					
A0A0A6YVR4					
Q3UQP7					
A3R3Q8					
Q6W070					
D3Z4A7					
O54865	54195	NP_059497.1	2983	NP_000848.1	Q02153
Q3V317					
H3BKX8					
Q5RM08					
A0A0N4SVF7					
Q3TI34					
Q9CRT3					
Q3UYR3					
B2RX70					
A2CF73					
Q8BJE6					
Q8BQX9					
E9Q6I2					
D3Z234					
Q8BUJ0					
Q8VFB6					
A0A087WRT9					
Q8R562					
Q6A152	81906	NP_001003947.1	260293	NP_828847.1	Q8N118
A0A087WPY2					
Q8VG20					
Q8BYZ2					
E0CXR0					
Q9D428	71146	NP_001135455.1;NP_081970.1	401647	NP_001010917.1	Q2TAP0
Q9R0S2	17391	NP_034938.3	10893	NP_006681.1	Q9Y5R2
Q8BLH8					
Q7TRX4					
Q8CH77	215690	NP_775613.2	89796	NP_065176.3	Q8NEY1
Q8C4I3					
Q8CBY3	232798	NP_766324.1	114823	NP_443157.1	Q96PV6
Q80XC6	217827	NP_001277232.1	55051		Q9H7Z3
A0A0G2JG35					
Q9CQP7					
P35295	19332	NP_035357.1	55647	NP_060287.1	Q9NX57
A0A0U1RP73					
Q3THY1					
Q9EPG4					
G5E8G5					
Q9D4N7					
Q8BHK1	233280	NP_705806.1	123606	NP_653200.2	Q7RTP0
Q496U2					
A2AQA7					
F6TM12					
A0A0N4SW78					
P97398					
Q62501					
Q9D3A0					
Q61621					
P59759	239719	NP_705816.2	57496		Q9ULH7
G3UZH1					
Q8CB17					
D6RE27					
Q3UC35					
D3YY42					
Q9CUJ1					
Q3UUL2					
P16382	16190	NP_001008700.1	3566	NP_001244335.1	P24394
Q8R3A3					
Q3UGA1					
Q3TVV4					
Q8C590					
A0A075B658					
F7CV40					
D3YVI4					
Q3V349					
Q3V2R8					
Q6DIA7	74666	NP_001157224.1;NP_083321.2	79173	NP_077299.3	Q0VDD7
Q9CR73	52830	NP_080659.1;XP_006539101.1;XP_006539102.1	55629	NP_060231.1	Q9NPJ4
B8JJI2					
Q8K3M9					
D3YUD2					
F7BAC9					
J3QP61					
D6RFN5					
Q8CBK7					
B2RPY5	240888	NP_001074595.1;NP_001297358.1;NP_001297359.1;XP_006496913.1;XP_006496914.1;XP_006496915.1;XP_011237123.1	23432	NP_001254540.1	Q8N6U8
Q9Z0L8	14590	NP_034411.2	8836	NP_003869.1	Q92820
C6EQI2					
Q8VFH6					
Q811N7					
E9Q6I8					
Q8VGW3					
Q3UNB6					
B7ZNL8					
Q05DP4					
F7BEN2					
P01881					
Q9JK24	59032	NP_067504.2	55012	NP_060387.2	Q969Q6
Q8VBT8					
Q9ESS1					
A0A0A6YXA9					
G3UYI9					
E9Q7Y6					
P47754	12343	NP_031630.1	830	NP_006127.1	P47755
Q8CDV6	330188	NP_001276738.1;NP_001276740.1;NP_899130.1;XP_006530451.1	160762	NP_689804.1	Q8NA47
A0A0A6YXE0					
O70343	19017	NP_032930.1	10891	NP_037393.1	Q9UBK2
Q9CZ48					
Q80TG9	70530	NP_081728.2	57497	NP_065788.1	Q9ULH4
F6V0P5					
Q61553	14086	NP_032010.2	6624	NP_003079.1	Q16658
Q8BW71					
Q8BYL0					
Q3U309					
Q8C4F5					
F6ULJ7					
E9PUH5					
B0R071					
A0A0G2JGJ0					
A0PJE1					
J3QPQ6					
Q61730	16180	NP_001152790.1;NP_032390.1;NP_598864.1	3556	NP_001161403.1	Q9NPH3
A0A0A6YW97					
Q3TNP6					
A0A0A6YVQ3					
E9PZL8					
A0A0A0MQM3					
H3BJ74					
G3UZT7					
P16054	18754	NP_035234.1	5581	NP_005391.1	Q02156
Q8BQC3	19289	NP_033014.1;XP_006510936.1	9543	NP_004875.2	Q8IVU1
F6WM66					
Q8C616					
Q8VGG2					
Q7TMV9					
A0A087WP28					
Q3U214	546071	NP_955012.2;XP_017168400.1	23031	NP_055831.1	O60307
Q8VF65	258417	NP_666636.1			
F6YTL8					
Q3TRS8					
A0A1C7CYV2					
Q69ZI8					
Q8K4C9					
A2AI93					
B2KF10					
A2ATE3					
Q3TNK7					
A0A0J9YTT4					
P49003	12160	NP_031581.2	653	NP_066551.1	P22003
P84086	12890	NP_034076.1;XP_017170864.1;XP_017170865.1	10814	NP_006641.1	Q6PUV4
Q8VI09					
Q9CWL0					
Q53WU4					
Q5M8M8					
Q5R1A2					
G3UXA8					
Q80YC5	58992	NP_067464.2	2161	NP_000496.2	P00748
A0A087WNQ7					
E9Q175					
Q9CQF9	66881	NP_080099.1	51449	NP_057381.3	Q9UHG3
Q9DBY5	494448	NP_083039.2	23466	NP_055107.3	O95503
F6X7Q6					
Q80TC5	71592	NP_001136420.1;NP_780379.2	57645	NP_060012.3	Q9P215
Q8C4I8					
Q9DBE3					
A0A087WQN2					
Q8C9X6	13831	NP_001263279.1;NP_031961.1;NP_081773.1	80314	NP_079485.1	Q9H2F5
G5E838					
A0A0U1RQA5					
Q7TR94					
Q4QQP3					
E9Q4M2					
Q8BPB2					
A0A0A6YY38					
Q80UH1					
D3YW62					
F1ABR7					
Q8BXT7					
