9606.ENSP00000300161	P31946
9606.ENSP00000270617	M0R123
9606.ENSP00000472847	M0R259
9606.ENSP00000366005	U5YKF9
9606.ENSP00000380661	A6PVJ0
9606.ENSP00000361669	A6ZIT6
9606.ENSP00000361669	A6ZIU0
9606.ENSP00000292211	A7MAV4
9606.ENSP00000223366	M4PPE1
9606.ENSP00000368605	Q96EA2
9606.ENSP00000338389	S4R348
9606.ENSP00000347271	S4R435
9606.ENSP00000322304	F8VTB3
9606.ENSP00000366005	Q7YNY3
9606.ENSP00000263119	Q8IVX9
9606.ENSP00000347999	Q9NXC8
9606.ENSP00000354554	A0A059RHH6
9606.ENSP00000365402	J7F580
9606.ENSP00000275493	A0A068JD88
9606.ENSP00000321848	B7Z1N1
9606.ENSP00000316779	B7Z2Z2
9606.ENSP00000278935	B7Z884
9606.ENSP00000353739	B7Z927
9606.ENSP00000331871	G0TQY3
9606.ENSP00000406201	M0QXU9
9606.ENSP00000349401	M0QYN4
9606.ENSP00000472867	M0QYQ8
9606.ENSP00000264345	Q4W5H5
9606.ENSP00000422591	Q4W5N0
9606.ENSP00000365402	C5IZY5
9606.ENSP00000399168	C6K6I2
9606.ENSP00000304669	E5RHY5
9606.ENSP00000321703	E5RI10
9606.ENSP00000245544	B7Z3C2
9606.ENSP00000359892	B7Z473
9606.ENSP00000396774	B7Z519
9606.ENSP00000290894	B7ZL62
9606.ENSP00000344866	D6R9Y4
9606.ENSP00000323075	D6RBK7
9606.ENSP00000264344	D6RFM4
9606.ENSP00000257745	F8WAU9
9606.ENSP00000318406	F8WAW2
9606.ENSP00000346809	F8WD75
9606.ENSP00000203407	F8WER5
9606.ENSP00000417569	Q05BJ5
9606.ENSP00000003100	Q05D40
9606.ENSP00000338774	Q66LN6
9606.ENSP00000339398	Q67AH7
9606.ENSP00000417583	V5N4G2
9606.ENSP00000355046	B2XIH0
9606.ENSP00000355046	B2XJF7
9606.ENSP00000331871	B2ZGP9
9606.ENSP00000453129	B4DW43
9606.ENSP00000382034	N0AA53
9606.ENSP00000230771	B4DDN8
9606.ENSP00000367910	B4DE21
9606.ENSP00000323663	B4DHW6
9606.ENSP00000225428	B4DJK2
9606.ENSP00000357643	B4DRH3
9606.ENSP00000343001	B4E2Y2
9606.ENSP00000259915	B5B8P0
9606.ENSP00000371434	F6XM74
9606.ENSP00000337854	J3QLN1
9606.ENSP00000464100	J3QR89
9606.ENSP00000365402	N0A0L7
9606.ENSP00000361112	B3KRU6
9606.ENSP00000338989	B4DE22
9606.ENSP00000285968	B4DE72
9606.ENSP00000364235	B4DJS6
9606.ENSP00000371307	B4DKZ0
9606.ENSP00000267163	B4DRB3
9606.ENSP00000220809	B4DRD3
9606.ENSP00000389951	B4DS31
9606.ENSP00000216106	B4DSN8
9606.ENSP00000226578	B4DT18
9606.ENSP00000340937	B4DT99
9606.ENSP00000263967	B4DYU4
9606.ENSP00000255305	B4DZ59
9606.ENSP00000354632	Q4F4Z6
9606.ENSP00000354632	Q4GK64
9606.ENSP00000346378	Q59EH2
9606.ENSP00000234313	Q59GZ2
9606.ENSP00000341208	Q8WWS9
9606.ENSP00000332454	Q9H4D1
9606.ENSP00000262383	B3KNG7
9606.ENSP00000338030	B3KNN8
9606.ENSP00000219700	B3KSE0
9606.ENSP00000356468	B3KSM1
9606.ENSP00000242317	B4DXY9
9606.ENSP00000261531	B4DY36
9606.ENSP00000366005	C6K4E3
9606.ENSP00000366005	G0ZDT1
9606.ENSP00000263239	Q59FR7
9606.ENSP00000310572	Q59GS3
9606.ENSP00000265724	Q59GY9
9606.ENSP00000354499	A0A059QPB2
9606.ENSP00000354876	A0A059RIK5
9606.ENSP00000304845	W6JGV8
9606.ENSP00000301633	A3E0Z5
9606.ENSP00000405165	B2R5G4
9606.ENSP00000325612	B9TWZ8
9606.ENSP00000354813	E5EXH0
9606.ENSP00000328939	F4MHB7
9606.ENSP00000420405	J3KSW4
9606.ENSP00000466399	K7EMF1
9606.ENSP00000365402	Q29914
9606.ENSP00000364114	Q30141
9606.ENSP00000440374	Q3B838
9606.ENSP00000310036	Q3C1E7
9606.ENSP00000366452	Q59FM1
9606.ENSP00000166534	Q5HYD8
9606.ENSP00000351933	Q5JC44
9606.ENSP00000331057	Q9NQY4
9606.ENSP00000247977	K7ELM5
9606.ENSP00000363168	K7ER91
9606.ENSP00000404658	K7ESB9
9606.ENSP00000354499	A0A075XDJ9
9606.ENSP00000386306	Q3YAA2
9606.ENSP00000408146	Q8MH49
9606.ENSP00000294339	Q9UE36
9606.ENSP00000354554	R9Y2G6
9606.ENSP00000452854	H3BLU4
9606.ENSP00000322427	M0QYR0
9606.ENSP00000218099	Q19UJ4
9606.ENSP00000218099	Q19UL0
9606.ENSP00000364114	Q30158
9606.ENSP00000307666	Q75N12
9606.ENSP00000337949	Q99412
9606.ENSP00000354554	T1Q749
9606.ENSP00000365402	U5IRC6
9606.ENSP00000354923	A1L0U9
9606.ENSP00000399168	A7E1C3
9606.ENSP00000436455	A7LNF3
9606.ENSP00000255120	Q53H03
9606.ENSP00000231238	Q53HD9
9606.ENSP00000354554	L7XMU6
9606.ENSP00000399168	M5EFF8
9606.ENSP00000299882	Q0P513
9606.ENSP00000355046	Q305C0
9606.ENSP00000364731	Q6TDG2
9606.ENSP00000342924	Q6W794
9606.ENSP00000380308	Q9H5W7
9606.ENSP00000271883	Q9H986
9606.ENSP00000365016	Q9UP29
9606.ENSP00000469714	A0A096LP13
9606.ENSP00000417980	A0PJE0
9606.ENSP00000354632	A0S590
9606.ENSP00000392330	Q53G72
9606.ENSP00000298910	Q6MZN9
9606.ENSP00000310208	Q8NC18
9606.ENSP00000347942	Q8NFE8
9606.ENSP00000401508	Q8WY82
9606.ENSP00000222381	Q96P89
9606.ENSP00000219476	X5D9K3
9606.ENSP00000376965	D3VVR9
9606.ENSP00000331871	F2RM72
9606.ENSP00000282478	F2VS04
9606.ENSP00000252229	G8EFJ0
9606.ENSP00000424708	H7C564
9606.ENSP00000345445	B4DN54
9606.ENSP00000222214	B4DUY0
9606.ENSP00000278612	B4DVW1
9606.ENSP00000465075	B4E086
9606.ENSP00000353249	C9JCE1
9606.ENSP00000266980	C9JVC6
9606.ENSP00000355046	H9E7C9
9606.ENSP00000377040	B3KN33
9606.ENSP00000315351	B3KRJ2
9606.ENSP00000315351	B3KSR6
9606.ENSP00000256255	B3KSV1
9606.ENSP00000221455	B3KSZ8
9606.ENSP00000344364	B3KTV1
9606.ENSP00000308369	B4DI45
9606.ENSP00000299427	B4DIV8
9606.ENSP00000371294	B4DML6
9606.ENSP00000381891	B4DN83
9606.ENSP00000397082	B4DNS3
9606.ENSP00000295897	B4DPP6
9606.ENSP00000367086	B4DUX0
9606.ENSP00000263346	B4DVF2
9606.ENSP00000354335	B4DVS3
9606.ENSP00000367029	B4DW33
9606.ENSP00000355241	B4DWP6
9606.ENSP00000351552	B4E0Q6
9606.ENSP00000291281	B4E125
9606.ENSP00000306099	B4E1D3
9606.ENSP00000323580	B4E1I2
9606.ENSP00000367203	B4E253
9606.ENSP00000353099	D5FIE7
9606.ENSP00000365402	D5FZQ8
9606.ENSP00000353820	D5KND2
9606.ENSP00000361021	F6KCZ3
9606.ENSP00000354554	H9E7N1
9606.ENSP00000232003	Q68DR3
9606.ENSP00000375608	B6CDM6
9606.ENSP00000351273	B6CGU5
9606.ENSP00000263681	B7ZAQ5
9606.ENSP00000366005	D6ML56
9606.ENSP00000365402	D6MLB3
9606.ENSP00000354652	D6R9D0
9606.ENSP00000263925	D6RAH9
9606.ENSP00000302843	D6REJ9
9606.ENSP00000354554	D7SF88
9606.ENSP00000382034	F8LFZ3
9606.ENSP00000366005	F8R103
9606.ENSP00000354728	F8TAD8
9606.ENSP00000295131	F8WCC6
9606.ENSP00000252229	J9V8A4
9606.ENSP00000381240	Q05C44
9606.ENSP00000420588	Q05D31
9606.ENSP00000347689	Q2VPB9
9606.ENSP00000316861	Q59FD5
9606.ENSP00000339398	Q67AC4
9606.ENSP00000379616	Q68D89
9606.ENSP00000265000	Q68VJ4
9606.ENSP00000295408	Q96T45
9606.ENSP00000359222	S4R3V7
9606.ENSP00000356016	V6EYC3
9606.ENSP00000354554	A0A097KU53
9606.ENSP00000223273	B2RC46
9606.ENSP00000245544	B4DYG7
9606.ENSP00000356172	B4E3N9
9606.ENSP00000268314	B4DH27
9606.ENSP00000389934	B4DHG4
9606.ENSP00000362762	B4DKC3
9606.ENSP00000354481	B4DKE3
9606.ENSP00000341938	B4DN71
9606.ENSP00000386043	B4DNR7
9606.ENSP00000261503	B4DW07
9606.ENSP00000383394	B5MDG6
9606.ENSP00000355046	G3C9V6
9606.ENSP00000365402	K7P5W3
9606.ENSP00000353099	M9P978
9606.ENSP00000262293	J3QRV0
9606.ENSP00000337854	J3QS29
9606.ENSP00000408146	W8FPB7
9606.ENSP00000284320	B3KQK5
9606.ENSP00000383611	B4DE38
9606.ENSP00000267814	B4DKI2
9606.ENSP00000252015	B4DQU2
9606.ENSP00000417970	B4DSS4
9606.ENSP00000216181	B4E3S1
9606.ENSP00000261739	B3KMT9
9606.ENSP00000302913	B3KS04
9606.ENSP00000346453	B3KTB3
9606.ENSP00000334952	B3KTN7
9606.ENSP00000351049	B4DE88
9606.ENSP00000377954	B4DER1
9606.ENSP00000265417	B4DLD2
9606.ENSP00000231572	B4DXW6
9606.ENSP00000354109	B4DYK1
9606.ENSP00000365806	B4DYK6
9606.ENSP00000365402	G1EQG4
9606.ENSP00000365402	I6MHJ4
9606.ENSP00000280346	Q01991
9606.ENSP00000322542	Q499G6
9606.ENSP00000307411	Q59EQ6
9606.ENSP00000262320	Q59H83
9606.ENSP00000274813	Q59HB4
9606.ENSP00000342560	Q8NCH4
9606.ENSP00000313601	Q9NX28
9606.ENSP00000360398	S4R300
9606.ENSP00000366005	D2SSL9
9606.ENSP00000296682	D9IWN2
9606.ENSP00000328939	E1NZ90
9606.ENSP00000328939	E1U1M9
9606.ENSP00000259199	F8WFD0
9606.ENSP00000417580	Q05D21
9606.ENSP00000269973	Q6ZS47
9606.ENSP00000365402	V5NXV7
9606.ENSP00000367207	B3CJ63
9606.ENSP00000357380	B6EC96
9606.ENSP00000321345	B6HY67
9606.ENSP00000354554	B6RGH2
9606.ENSP00000365402	D6MJJ2
9606.ENSP00000336987	D6R9V5
9606.ENSP00000352157	D6RFX8
9606.ENSP00000264344	D6RGE4
9606.ENSP00000296257	F8WCX8
9606.ENSP00000316224	F8WDH0
9606.ENSP00000336861	H3BMH8
9606.ENSP00000341139	H7BZX3
9606.ENSP00000244096	J3KT71
9606.ENSP00000355735	K7EPX8
9606.ENSP00000465578	K7ES80
9606.ENSP00000345156	A0PJ62
9606.ENSP00000308716	B2RBW9
9606.ENSP00000325525	E4W3V3
9606.ENSP00000354813	E5DY58
9606.ENSP00000355046	E5E0K7
9606.ENSP00000354632	E5E1Q1
9606.ENSP00000225726	J3KRX4
9606.ENSP00000354794	J3KT07
9606.ENSP00000254323	K7EJI0
9606.ENSP00000346265	K7EJS7
9606.ENSP00000333660	K7ELU5
9606.ENSP00000315505	K7EQG8
9606.ENSP00000206380	K7ERS4
9606.ENSP00000355231	K7ES83
9606.ENSP00000364114	O78167
9606.ENSP00000365817	Q9TNU7
9606.ENSP00000368761	B3KPL9
9606.ENSP00000391067	B3KVF1
9606.ENSP00000264852	B4DJ61
9606.ENSP00000344314	Q4G0Q0
9606.ENSP00000399168	C8CH90
9606.ENSP00000365402	C9E1I1
9606.ENSP00000384432	B7ZA61
9606.ENSP00000383219	B9EIL2
9606.ENSP00000264834	B9UZC7
9606.ENSP00000244527	E9PGW3
9606.ENSP00000351484	E9PIU1
9606.ENSP00000361170	E9PKM9
9606.ENSP00000351484	E9PKR0
9606.ENSP00000354227	E9PMI8
9606.ENSP00000220166	E9PN60
9606.ENSP00000348300	E9PRM5
9606.ENSP00000365402	G1EMR1
9606.ENSP00000353099	G1EMY0
9606.ENSP00000365402	G1ENV4
9606.ENSP00000413418	G3V3N5
9606.ENSP00000217901	O15384
9606.ENSP00000441828	Q14552
9606.ENSP00000316729	Q7Z513
9606.ENSP00000367828	Q7Z528
9606.ENSP00000357380	Q7Z545
9606.ENSP00000263816	Q7Z5C0
9606.ENSP00000333994	Q86VF0
9606.ENSP00000351209	Q8IZL0
9606.ENSP00000407552	B7Z5Y5
9606.ENSP00000365402	G3D6I4
9606.ENSP00000335076	G8FL38
9606.ENSP00000383520	Q3SWV3
9606.ENSP00000317404	Q3ZCR4
9606.ENSP00000371152	B1B5Q9
9606.ENSP00000365402	E0YTN8
9606.ENSP00000366005	F2VNC4
9606.ENSP00000365402	H6UV86
9606.ENSP00000287652	H7C1D0
9606.ENSP00000273320	Q0VAP0
9606.ENSP00000351108	Q53F64
9606.ENSP00000317257	Q59EI4
9606.ENSP00000354499	Q8HNQ2
9606.ENSP00000314196	E7DVW7
9606.ENSP00000354554	F2WF76
9606.ENSP00000299667	O14884
9606.ENSP00000218104	Q2PRN6
9606.ENSP00000357342	Q2T9L6
9606.ENSP00000359206	Q68DS0
9606.ENSP00000408860	Q7KZ07
9606.ENSP00000312066	Q96K98
9606.ENSP00000432016	Q9H7X4
9606.ENSP00000386520	Q9P057
9606.ENSP00000313504	B3KVX5
9606.ENSP00000264711	B4DGR2
9606.ENSP00000265113	B4DIS2
9606.ENSP00000272418	B4DIW8
9606.ENSP00000325017	B4E0B7
9606.ENSP00000321821	B4E270
9606.ENSP00000325663	C9J5I7
9606.ENSP00000340683	C9JU45
9606.ENSP00000365402	D6MLF0
9606.ENSP00000405676	H7C2G1
9606.ENSP00000369564	V9GZU1
9606.ENSP00000261647	B3KT23
9606.ENSP00000267978	B4DHU1
9606.ENSP00000380781	B4DHW2
9606.ENSP00000322469	B4DN11
9606.ENSP00000356529	B4DVW5
9606.ENSP00000364794	B4DVX2
9606.ENSP00000418735	B4E0E4
9606.ENSP00000343990	B4E0G2
9606.ENSP00000296679	B4E2L4
9606.ENSP00000419970	B4E305
9606.ENSP00000360822	C9JBV2
9606.ENSP00000259915	D5K9R1
9606.ENSP00000353820	D5KN10
9606.ENSP00000353820	D5KN61
9606.ENSP00000354632	H9LH24
9606.ENSP00000354499	H9LJV9
9606.ENSP00000313875	Q06C42
9606.ENSP00000322788	Q53G95
9606.ENSP00000363779	Q68DI5
9606.ENSP00000056217	Q68E09
9606.ENSP00000344173	C9J7I1
9606.ENSP00000403117	C9JAC3
9606.ENSP00000352358	C9JHY1
9606.ENSP00000362513	F5HPU8
9606.ENSP00000366005	F8R105
9606.ENSP00000365402	F8R1C8
9606.ENSP00000365402	A1KQR2
9606.ENSP00000354813	B2XJG6
9606.ENSP00000354554	B2XPV8
9606.ENSP00000262776	B4DI70
9606.ENSP00000361878	B4DNY3
9606.ENSP00000293842	J3QRC4
9606.ENSP00000365402	G3D6H1
9606.ENSP00000399168	G3D6I7
9606.ENSP00000336769	K7R1R8
9606.ENSP00000353099	M9PAH4
9606.ENSP00000354293	A0A096LP81
9606.ENSP00000353099	E7EI14
9606.ENSP00000295641	E7ERV2
9606.ENSP00000258229	E7EVZ6
9606.ENSP00000283141	H7C4Q1
9606.ENSP00000302961	O14992
9606.ENSP00000297431	Q53FC8
9606.ENSP00000258711	Q53FU0
9606.ENSP00000294413	Q5DVQ0
9606.ENSP00000406490	Q5FBZ1
9606.ENSP00000359013	Q6EMV4
9606.ENSP00000382186	Q6ZPB2
9606.ENSP00000176183	Q8WXL7
9606.ENSP00000331871	Q96KU2
9606.ENSP00000365402	A2BCX5
9606.ENSP00000223023	A4D0Y1
9606.ENSP00000253778	B3KM63
9606.ENSP00000354490	B3KRI1
9606.ENSP00000319716	B3KUG7
9606.ENSP00000266534	B3KUL7
9606.ENSP00000262776	B4DDG4
9606.ENSP00000365198	B4DEV2
9606.ENSP00000253408	B4DJW0
9606.ENSP00000248248	B4DKA0
9606.ENSP00000411397	B4DKN1
9606.ENSP00000352603	B4DKN7
9606.ENSP00000313420	B4DL41
9606.ENSP00000264316	B4DTB5
9606.ENSP00000246672	B4DTC7
9606.ENSP00000457881	B4DWY2
9606.ENSP00000262919	B4DZ36
9606.ENSP00000355343	B4DZJ6
9606.ENSP00000313408	B4E003
9606.ENSP00000372193	B4E3N4
9606.ENSP00000358089	Q59G49
9606.ENSP00000472847	Q8NH31
9606.ENSP00000352608	Q8WYM8
9606.ENSP00000367658	Q96LK1
9606.ENSP00000216540	Q9UK36
9606.ENSP00000354813	V5JM76
9606.ENSP00000375682	B3FQ95
9606.ENSP00000212015	B3KNK3
9606.ENSP00000173898	B3KNM5
9606.ENSP00000365402	C6K4R1
9606.ENSP00000339381	Q56A82
9606.ENSP00000332371	Q59F16
9606.ENSP00000347271	Q59GE4
9606.ENSP00000299498	Q59GV9
9606.ENSP00000262878	Q59H15
9606.ENSP00000416193	Q5BLP4
9606.ENSP00000354554	A4ZLF5
9606.ENSP00000399168	A5PHP5
9606.ENSP00000408860	B6VE01
9606.ENSP00000061240	D6RAK5
9606.ENSP00000354652	D6RC44
9606.ENSP00000237654	D6REZ3
9606.ENSP00000365402	F8SY75
9606.ENSP00000406546	F8W735
9606.ENSP00000293604	F8WC77
9606.ENSP00000268712	Q05CG3
9606.ENSP00000405424	Q05CY8
9606.ENSP00000419974	Q07A20
9606.ENSP00000222390	Q59H59
9606.ENSP00000330753	Q5R2U4
9606.ENSP00000355621	Q69YR0
9606.ENSP00000350314	Q8NAZ7
9606.ENSP00000245105	Q9NXA4
9606.ENSP00000408146	V5J9W3
9606.ENSP00000353099	V5J9Z3
9606.ENSP00000354554	A0A097KU52
9606.ENSP00000384708	B6UV80
9606.ENSP00000309757	B7Z4C6
9606.ENSP00000337854	B7Z4F0
9606.ENSP00000324651	D6R911
9606.ENSP00000368127	D6RB10
9606.ENSP00000366005	F8R140
9606.ENSP00000326407	F8WCT4
9606.ENSP00000397759	B4DM89
9606.ENSP00000265388	B2R6H7
9606.ENSP00000216392	B2R825
9606.ENSP00000340465	B2RBR4
9606.ENSP00000280098	B4DEY7
9606.ENSP00000355180	B4DQV1
9606.ENSP00000372170	E9KY17
9606.ENSP00000333994	E9NGZ5
9606.ENSP00000330838	C9JAM7
9606.ENSP00000366005	G9FTK2
9606.ENSP00000354499	G9LDZ6
9606.ENSP00000354554	G9LJ24
9606.ENSP00000355206	A0A059RQU9
9606.ENSP00000262406	A8K1G1
9606.ENSP00000356436	A8K2S1
9606.ENSP00000317997	A8K2V7
9606.ENSP00000326095	A8K4F5
9606.ENSP00000308546	A8K5Q1
9606.ENSP00000263071	A8K6Z5
9606.ENSP00000356430	A8K7K0
9606.ENSP00000340864	A8K7L9
9606.ENSP00000353491	A8K7X9
9606.ENSP00000313140	A8K948
9606.ENSP00000348419	E2QRP2
9606.ENSP00000345767	E5RJ45
9606.ENSP00000262519	Q32NE8
9606.ENSP00000302400	Q504X8
9606.ENSP00000366233	Q53EM0
9606.ENSP00000264039	Q53EX3
9606.ENSP00000354947	Q53GE2
9606.ENSP00000348786	Q5U0C3
9606.ENSP00000268251	B7Z1V4
9606.ENSP00000297494	B7Z7Z3
9606.ENSP00000262764	B7ZAU0
9606.ENSP00000242839	B7ZLR3
9606.ENSP00000315878	E9PJ78
9606.ENSP00000365402	G1EMU4
9606.ENSP00000353099	G1EMX4
9606.ENSP00000365402	G1EQ41
9606.ENSP00000365402	G1EQ67
9606.ENSP00000365402	G1EQ83
9606.ENSP00000365402	G1EQK0
9606.ENSP00000182527	G1UI27
9606.ENSP00000379310	G3V3G6
9606.ENSP00000418960	G4V4Z8
9606.ENSP00000356224	Q7Z3R1
9606.ENSP00000378324	Q7Z4D5
9606.ENSP00000344488	Q7Z682
9606.ENSP00000351497	Q8IXE8
9606.ENSP00000352185	Q8N359
9606.ENSP00000337478	Q9BVU5
9606.ENSP00000362588	B7Z5Q0
9606.ENSP00000297494	B7Z6I9
9606.ENSP00000342070	E9PID0
9606.ENSP00000351484	E9PJQ1
9606.ENSP00000364220	E9PNX8
9606.ENSP00000384000	E9PSC0
9606.ENSP00000451792	G3V428
9606.ENSP00000280082	G3V4M1
9606.ENSP00000355046	Q5S8T0
9606.ENSP00000382342	Q9BV39
9606.ENSP00000361855	A0JLP3
9606.ENSP00000386331	B0I1T3
9606.ENSP00000383392	B7Z5K2
9606.ENSP00000262418	B7ZFE0
9606.ENSP00000399985	Q16198
9606.ENSP00000344546	Q8TEE4
9606.ENSP00000232458	Q96J05
9606.ENSP00000297494	Q96P37
9606.ENSP00000302967	Q9H368
9606.ENSP00000355593	C4P0D2
9606.ENSP00000347184	D2CTD7
9606.ENSP00000314048	F1T0L7
9606.ENSP00000366005	F2VNF1
9606.ENSP00000356733	H0Y687
9606.ENSP00000316012	H0YF39
9606.ENSP00000418397	H0YNT5
9606.ENSP00000366005	H2DMX5
9606.ENSP00000366005	U5YBT3
9606.ENSP00000365402	U5YF54
9606.ENSP00000320251	B4DVN9
9606.ENSP00000357922	B4DWX1
9606.ENSP00000414208	C9J370
9606.ENSP00000381549	C9J7M5
9606.ENSP00000265026	C9JP65
9606.ENSP00000332931	Q4QQH3
9606.ENSP00000364855	Q5SSR2
9606.ENSP00000296130	Q68DS3
9606.ENSP00000264279	B3KN82
9606.ENSP00000371475	B3KVT9
9606.ENSP00000353099	B3V8R4
9606.ENSP00000298767	B3Y1X7
9606.ENSP00000367203	B4DG81
9606.ENSP00000420295	B4DHV7
9606.ENSP00000382688	B4DVM9
9606.ENSP00000322192	B4DVY9
9606.ENSP00000358019	B4DWS2
9606.ENSP00000341826	B4E0B5
9606.ENSP00000411145	C9J0C5
9606.ENSP00000353099	D5FIE5
9606.ENSP00000353820	D5KMU6
9606.ENSP00000328939	F4MHJ4
9606.ENSP00000354632	F6N1T4
9606.ENSP00000354632	H9LJM3
9606.ENSP00000417404	Q9HC67
9606.ENSP00000328207	A8WFP4
9606.ENSP00000205890	B7Z6L1
9606.ENSP00000354665	C8XV66
9606.ENSP00000352846	C9J0J5
9606.ENSP00000384345	C9JQB7
9606.ENSP00000329189	C9JYV0
9606.ENSP00000316861	C9JZE8
9606.ENSP00000310003	E9PIT8
9606.ENSP00000409075	E9PL89
9606.ENSP00000365402	L0BXM5
9606.ENSP00000379701	Q7Z5U9
9606.ENSP00000354554	B2D5J6
9606.ENSP00000246657	B2R6V6
9606.ENSP00000328336	B2R7I3
9606.ENSP00000262032	B2RB84
9606.ENSP00000253237	B2RDP6
9606.ENSP00000295571	B4E243
9606.ENSP00000262367	B5A233
9606.ENSP00000365402	G3DR74
9606.ENSP00000366005	K7P562
9606.ENSP00000399168	Q4F7G5
9606.ENSP00000340761	Q8IX35
9606.ENSP00000252804	Q96GF5
9606.ENSP00000354554	X5D634
9606.ENSP00000316589	B4DHL9
9606.ENSP00000307208	B4DJV8
9606.ENSP00000354826	B4DPW5
9606.ENSP00000295930	B4DTW0
9606.ENSP00000261574	B4E0R6
9606.ENSP00000428340	B4E3G9
9606.ENSP00000366005	F6IQY3
9606.ENSP00000399168	M9P9C3
9606.ENSP00000365402	M9P9S8
9606.ENSP00000365402	M9PAD5
9606.ENSP00000365402	M9PAE7
9606.ENSP00000339971	Q5JYQ9
9606.ENSP00000404179	A4D0S8
9606.ENSP00000354499	F2WJ44
9606.ENSP00000316518	A4D2H9
9606.ENSP00000336769	E7BWS0
9606.ENSP00000369960	E7EW16
9606.ENSP00000366005	F2VP51
9606.ENSP00000355046	F2WFE3
9606.ENSP00000282928	H7C5D8
9606.ENSP00000306100	Q13749
9606.ENSP00000420588	Q3SX57
9606.ENSP00000310301	Q86TP0
9606.ENSP00000268712	Q86YY2
9606.ENSP00000384026	Q8IZX8
9606.ENSP00000289416	V9H1I0
9606.ENSP00000290390	E5RID8
9606.ENSP00000365402	F6KRW4
9606.ENSP00000337797	H0YE55
9606.ENSP00000304923	H0YKS9
9606.ENSP00000365402	I6SW95
9606.ENSP00000342313	I7G279
9606.ENSP00000331871	I7JB64
9606.ENSP00000360045	Q5JVX6
9606.ENSP00000225792	Q7Z2V5
9606.ENSP00000338127	Q8NFE2
9606.ENSP00000319716	Q96F93
9606.ENSP00000334474	Q9H7J0
9606.ENSP00000260682	S5R8G8
9606.ENSP00000354554	X5BZF1
9606.ENSP00000312615	A0A087X042
9606.ENSP00000362629	A0A087X258
9606.ENSP00000285021	D9I4E1
9606.ENSP00000365402	I7JB69
9606.ENSP00000314556	Q8NDD7
9606.ENSP00000331057	Q9NQY2
9606.ENSP00000299705	Q9UMB6
9606.ENSP00000265709	Q9UMG4
9606.ENSP00000324648	Q9UNX8
9606.ENSP00000312550	X5D7P3
9606.ENSP00000252854	A0A087WVL1
9606.ENSP00000260630	C1KDE6
9606.ENSP00000344635	D6RCC5
9606.ENSP00000365402	D7NPC9
9606.ENSP00000354632	H9NQF5
9606.ENSP00000354982	H9QNC0
9606.ENSP00000354665	H9QNZ6
9606.ENSP00000354632	H9QVC6
9606.ENSP00000384563	I0EZ57
9606.ENSP00000354632	I1E4I7
9606.ENSP00000234590	A4QMW8
9606.ENSP00000354554	B0FZC1
9606.ENSP00000230354	D2CT68
9606.ENSP00000345024	E5RG07
9606.ENSP00000451131	G5E9W5
9606.ENSP00000294413	Q0E5G8
9606.ENSP00000382840	Q59GX6
9606.ENSP00000269980	Q658P7
9606.ENSP00000347979	Q8IUB7
9606.ENSP00000354876	A0A059RNV8
9606.ENSP00000349324	B2R831
9606.ENSP00000354813	X2C0I7
9606.ENSP00000231790	B2R6K0
9606.ENSP00000320709	B2R773
9606.ENSP00000245817	B2RA14
9606.ENSP00000338989	B2RB95
9606.ENSP00000408411	B4DF49
9606.ENSP00000354499	C7SJV5
9606.ENSP00000258403	C9J4J5
9606.ENSP00000199447	C9JG62
9606.ENSP00000075503	F5H4G3
9606.ENSP00000281172	F5H714
9606.ENSP00000410041	F5H7M0
9606.ENSP00000355265	A0A059S4M9
9606.ENSP00000369921	A8K3Q2
9606.ENSP00000302530	A8K5A6
9606.ENSP00000207457	H0YD25
9606.ENSP00000358335	Q5U0D0
9606.ENSP00000252854	Q5VZL8
9606.ENSP00000361463	Q6ZUH9
9606.ENSP00000358188	Q8IX70
9606.ENSP00000000442	Q8N4S8
9606.ENSP00000326477	X2BYB8
9606.ENSP00000303706	A8K3D9
9606.ENSP00000347088	B0QZ02
9606.ENSP00000349320	B7Z658
9606.ENSP00000249064	B7Z820
9606.ENSP00000354554	B9EEA8
9606.ENSP00000418491	E9PQQ7
9606.ENSP00000365402	G1ENP0
9606.ENSP00000268989	I3L1Y7
9606.ENSP00000262304	I3L4N0
9606.ENSP00000304290	I3L535
9606.ENSP00000331479	I3NI34
9606.ENSP00000261560	Q2NKJ9
9606.ENSP00000307443	Q494Y1
9606.ENSP00000381399	Q504W2
9606.ENSP00000240619	Q50KS4
9606.ENSP00000263915	Q53QM9
9606.ENSP00000282077	Q53R49
9606.ENSP00000246071	Q86YK2
9606.ENSP00000354813	B7U6Z8
9606.ENSP00000295743	B7Z619
9606.ENSP00000341911	B7Z649
9606.ENSP00000354886	G3V374
9606.ENSP00000384604	H0Y3U4
9606.ENSP00000356859	Q2F833
9606.ENSP00000470004	Q8WVX7
9606.ENSP00000222982	B7Z3P6
9606.ENSP00000418112	B7Z3T1
9606.ENSP00000442163	B7Z5F2
9606.ENSP00000216036	B7Z5X4
9606.ENSP00000365811	E0ZS56
9606.ENSP00000338082	Q14474
9606.ENSP00000341828	Q1M0P4
9606.ENSP00000257359	Q29RW5
9606.ENSP00000300098	Q6LAJ3
9606.ENSP00000283635	Q96QR6
9606.ENSP00000472066	Q9NSH8
9606.ENSP00000308176	Q9P0L5
9606.ENSP00000366005	C9WEN1
9606.ENSP00000377549	H0YB64
9606.ENSP00000258229	H0YBF4
