gene,TP53_pval,TP53_cor,e3_ligase
HMGN2,0.37395072,0.2005,
C8orf33,0.387039785,0.2005,
CASP8,0.37395072,0.2005,
NPAS3,0.484703452,0.2006,
SNX10,0.666238037,0.2006,
CCDC23,0.37395072,0.2006,
ZAP70,0.373098838,0.2007,
SEC63,0.373349519,0.2007,
MSR1,0.428105299,0.2009,
CFLAR,0.408713379,0.2009,
KIAA0100,0.372345586,0.201,
CYCS,0.372094099,0.201,
TGIF2,0.39283658,0.201,
VTCN1,0.386136003,0.201,
EED,0.372094099,0.2011,
LRRC8C,0.488525293,0.2011,
PISD,0.372086186,0.2012,
UBE2E3,0.372086186,0.2012,
HOXC4,0.562781432,0.2012,
HMGN4,0.395702462,0.2013,
CEMIP,0.535971296,0.2013,
HRSP12,0.371374566,0.2014,
USP39,0.371477854,0.2014,
MAD2L2,0.42665542,0.2014,
DCK,0.371374566,0.2015,
SPINK5,0.421669697,0.2015,
PAG1,0.401849563,0.2015,
CXorf56,0.371374566,0.2015,
ZFP1,0.395695434,0.2015,
GABPAP,0.371374566,0.2015,
PHACTR2,0.371374566,0.2016,
SLC5A6,0.416021001,0.2017,
NDUFAF5,0.371006002,0.2017,
CCDC160,0.416021001,0.2018,
SLC25A15,0.454871455,0.2019,
FAHD2B,0.3707974,0.2019,
ALDH1A3,0.370437414,0.202,
TOMM20,0.370181774,0.202,
UGGT2,0.370181774,0.202,
XIRP2,0.370181774,0.202,
CLIC3,0.370181774,0.2021,
TEX11,0.527894294,0.2021,
CDK6,0.370181774,0.2022,
CCNB2,0.582651518,0.2023,
MLX,0.545188219,0.2023,
SARS2,0.370107485,0.2024,
RIOK1,0.369592796,0.2024,
MED26,0.369335135,0.2025,
CTDSPL2,0.369335135,0.2025,
HIST1H1B,0.369335135,0.2026,
SIRPG,0.369335135,0.2026,
OGFOD2,0.39283658,0.2026,
NAA50,0.369335135,0.2026,
SNRPG,0.36921102,0.2027,
FMO3,0.671189195,0.2027,
SRF,0.38042069,0.2028,
MRPS15,0.38042069,0.2028,
IRAK1,0.368844627,0.2029,
MAST3,0.371374566,0.2029,
C5orf42,0.39283658,0.2029,
AURKAIP1,0.624577294,0.2029,
TTC28,0.367696905,0.2032,
TMEM242,0.367696905,0.2032,
SALL1,0.641877313,0.2032,
FCER1G,0.371006002,0.2032,
KRT23,0.367696905,0.2033,
NOC4L,0.367303317,0.2035,
CCNYL1,0.409437163,0.2036,
NCAPH,0.366863727,0.2037,
ACBD6,0.366753372,0.2039,
GALNS,0.366421202,0.204,
SMARCC1,0.36653211,0.204,
MATN2,0.366421202,0.204,
TMEM35,0.486925512,0.2041,
NFATC3,0.385873717,0.2041,
DOCK8,0.365934253,0.2042,
PRKCA,0.364986354,0.2044,
ANKS1B,0.388950285,0.2044,
CALR,0.364986354,0.2045,
C3orf58,0.540515744,0.2045,
EIF3E,0.364228787,0.2046,
CWC15,0.364913926,0.2046,
HSPB2,0.667778659,0.2047,
SF3B6,0.363848571,0.2048,
DMAP1,0.508887282,0.2048,
PAPSS2,0.363734567,0.2049,
CERS5,0.5146904,0.2049,
FAM168B,0.370181774,0.205,
TCL1A,0.431050549,0.205,
MDN1,0.363123408,0.2051,
ESRP1,0.362586745,0.2052,
EML6,0.473316315,0.2053,
STARD7,0.362355349,0.2053,
F10,0.362355349,0.2054,
IFI16,0.362355349,0.2054,
ZNF418,0.386694195,0.2054,
WDR66,0.362355349,0.2054,
GAL3ST4,0.526557704,0.2055,
HDGFRP2,0.362355349,0.2055,
FAM210A,0.372094099,0.2055,
ATP2C2,0.435450429,0.2056,
ZNF223,0.48265875,0.2058,
EIF3CL,0.361114419,0.2059,
CDK2AP1,0.361114419,0.2059,
DUSP22,0.538020914,0.2059,
BVES,0.361114419,0.2059,
MRPS12,0.361114419,0.2059,
CYB5B,0.36060682,0.2061,
UTP23,0.36033467,0.2062,
C1orf52,0.371006002,0.2062,
C1orf131,0.449112096,0.2064,
CDC42EP1,0.359773585,0.2065,
DOCK7,0.359533677,0.2066,
FUT5,0.50420449,0.2068,
TLR7,0.359533677,0.2068,
SEC61A1,0.359533677,0.2069,
MST4,0.358068507,0.2072,
NASP,0.358068507,0.2072,
PDCD10,0.357766175,0.2074,
C1orf116,0.357488069,0.2075,
PLXNA4,0.408713379,0.2077,
GMDS,0.356993818,0.2078,
USF2,0.356714286,0.2079,
ARHGEF6,0.356714286,0.2079,
CMSS1,0.356714286,0.2079,
TGM4,0.450877855,0.208,
GMFG,0.35580884,0.2082,
RBM20,0.378841565,0.2083,
TRMT2A,0.355683049,0.2083,
BFSP1,0.417648307,0.2084,
C6orf89,0.387125852,0.2084,
SLC39A7,0.406638877,0.2085,
SNRPB2,0.355616703,0.2085,
E2F7,0.518740703,0.2086,
EEF2,0.354611351,0.2087,
ATP10A,0.680655688,0.2088,
HDGF,0.35448384,0.2088,
SDHA,0.3542,0.2089,
EIF4A3,0.3542,0.2089,
OCIAD2,0.3542,0.209,
VTI1A,0.354128028,0.2091,
IKBKE,0.36033467,0.2092,
PSTPIP2,0.353870682,0.2092,
TNFAIP8,0.353584936,0.2093,
ZNF462,0.408761566,0.2093,
USH1C,0.408713379,0.2094,
MYO1F,0.351759038,0.2098,
DHX38,0.351759038,0.2098,
C6orf57,0.445436701,0.2098,
ADA,0.351759038,0.2099,
RBM17,0.351759038,0.2099,
SMARCA4,0.351652477,0.21,
HCN4,0.581299407,0.2102,
SCAF4,0.350832975,0.2103,
FUT3,0.493813261,0.2103,
PDE4B,0.350542537,0.2104,
MCM7,0.350542537,0.2104,
RNF114,0.350542537,0.2104,
NOL6,0.350542537,0.2104,
PTX3,0.350542537,0.2106,
ANTXR2,0.459576169,0.2107,
RFX5,0.350211011,0.2108,
DNAH5,0.36033467,0.2109,
POP4,0.360321165,0.211,
VAMP5,0.367696905,0.211,
ARL5B,0.39283658,0.211,
KIF20B,0.425879104,0.211,
BUB1B,0.397470429,0.2111,
CD3EAP,0.349038156,0.2111,
SCAPER,0.447935115,0.2112,
CLK1,0.442293359,0.2113,
PDCD7,0.491991319,0.2114,
ZNF7,0.39283658,0.2115,
DOCK3,0.358068507,0.2117,
GALNT14,0.518523773,0.2117,
ASCC3,0.34514692,0.2117,
ZNF397,0.369335135,0.2118,
WAS,0.344570132,0.2119,
SMIM20,0.344710567,0.2119,
NKTR,0.344710567,0.2119,
TMEM2,0.357888908,0.2119,
SPTY2D1,0.395097269,0.2119,
DYSF,0.344570132,0.2119,
CEP83,0.369317995,0.212,
PLG,0.344132,0.2121,
KRT2,0.344132,0.2121,
NUPR1,0.433915762,0.2121,
TGM2,0.344132,0.2123,
PCDHB15,0.68410469,0.2124,
CDCP1,0.356714286,0.2124,
CAMKMT,0.495732934,0.2124,
STT3B,0.344132,0.2125,
TMEM132A,0.344132,0.2126,
C4BPA,0.343796507,0.2127,
PIK3C2G,0.594391069,0.2127,
RNFT2,0.431050549,0.2129,
WIZ,0.343050092,0.2129,
FAM46C,0.39725,0.213,
BPI,0.342300923,0.2131,
TMCO3,0.471811285,0.2131,
HES7,0.528644705,0.2132,
PIGY,0.341694737,0.2133,
OLFM1,0.372094099,0.2136,
DYM,0.354128028,0.2137,
POFUT2,0.340952107,0.2137,
LUC7L,0.340952107,0.2137,
TFIP11,0.340204647,0.2139,
SLC30A9,0.364228787,0.214,
LETM1,0.340066511,0.214,
CCDC174,0.340066511,0.214,
COA7,0.340066511,0.214,
OTUD6B,0.340066511,0.2141,
KRI1,0.340066511,0.2141,
GPRIN3,0.340066511,0.2141,
CCDC64,0.638942549,0.2141,
UFSP1,0.486350211,0.2142,
DOCK2,0.338853533,0.2144,
H3F3C,0.337457732,0.2148,
SUZ12,0.337457732,0.2148,
GBP2,0.337318156,0.215,
CWC22,0.337318156,0.215,
SPDL1,0.478237763,0.2151,
SDAD1,0.337018405,0.2152,
C6orf1,0.337018405,0.2153,
TPD52L2,0.337018405,0.2153,
ARID5B,0.395619013,0.2154,
N4BP2,0.353039432,0.2157,
SALL3,0.624625979,0.2157,
USP28,0.334986528,0.2158,
SDE2,0.334986528,0.2158,
SLC9A9,0.658601518,0.2158,
C10orf90,0.453147685,0.2159,
CYB5R3,0.334833096,0.2159,
NDUFS6,0.334986528,0.2159,
NHEJ1,0.334986528,0.2159,
FANCE,0.428823498,0.216,
ITFG3,0.463524857,0.216,
LYST,0.359533677,0.2161,
IGF2BP1,0.367303317,0.2162,
ZBED3,0.595944252,0.2162,
DDX50,0.333410315,0.2164,
TMEM33,0.344850748,0.2165,
GBP4,0.332933333,0.2165,
ZNF624,0.332933333,0.2166,
KIF23,0.332933333,0.2166,
TWISTNB,0.332933333,0.2167,
DNAJA2,0.332933333,0.2167,
ZNF543,0.332933333,0.2167,
C12orf73,0.557094085,0.2168,
GNL3,0.332933333,0.2168,
MBNL2,0.332933333,0.2168,
MDH1,0.33245291,0.2169,
TMPO,0.33245291,0.2169,
ATP4A,0.332292152,0.217,
PHACTR4,0.332292152,0.217,
MTRF1,0.431420584,0.2171,
FAM207A,0.344132,0.2171,
CDK13,0.332290295,0.2171,
RAB2A,0.332290295,0.2172,
DEGS1,0.392520121,0.2174,
MBD3,0.330997674,0.2175,
DNAJC10,0.330997674,0.2175,
PTPRE,0.330997674,0.2175,
HBQ1,0.413442027,0.2176,
GBP5,0.330997674,0.2176,
ZNF436,0.356090114,0.2177,
GBA2,0.367696905,0.2178,
NACC2,0.35580884,0.2178,
APOC4,0.45952744,0.2179,
DEF6,0.328559027,0.2181,
MAGEA8,0.538428841,0.2181,
DBR1,0.328552632,0.2182,
RMND5B,0.517543623,0.2182,
PCDHGA6,0.417989294,0.2183,
SLC27A6,0.609732558,0.2185,
BIRC6,0.327563441,0.2186,
SARNP,0.327235208,0.2186,
RANBP10,0.327226836,0.2187,
PAX7,0.357273107,0.2189,
ARID1A,0.326238744,0.2189,
CDKL5,0.39283658,0.2189,
NAA10,0.325908734,0.219,
EYA3,0.325567552,0.2192,
EGLN1,0.325567552,0.2192,
FAM111B,0.325567552,0.2192,
PHF8,0.325385313,0.2193,
KIF27,0.33436019,0.2193,
KALRN,0.408713379,0.2193,
ARHGAP15,0.325053254,0.2194,
GLYATL2,0.325053254,0.2194,
ELAVL4,0.325053254,0.2194,
NBPF15,0.443233548,0.2196,
NBPF14,0.443233548,0.2196,
NBPF11,0.443233548,0.2196,
NBPF8,0.443233548,0.2196,
NBPF1,0.443233548,0.2196,
NBPF10,0.443233548,0.2196,
ATRAID,0.491991319,0.2196,
S100A7A,0.325029871,0.2196,
NBPF12,0.443233548,0.2196,
NBPF9,0.443233548,0.2196,
ZNF711,0.454871455,0.2197,
ADCY7,0.466066985,0.2198,
PWP2,0.323868317,0.2198,
DNAJB2,0.323868317,0.2198,
TIMM8B,0.323868317,0.2198,
ARL11,0.323868317,0.2198,
PSD4,0.323868317,0.2199,
TRPC5,0.424948945,0.2199,
TRIM16,0.323331079,0.2202,
WDR87,0.358068507,0.2202,
RP9,0.350542537,0.2202,
ANKRD17,0.323258918,0.2205,
SMC4,0.323258918,0.2205,
CCSER2,0.372847955,0.2206,
C1orf65,0.372847955,0.2206,
ALPK1,0.39283658,0.2207,
FKBP1B,0.428538052,0.2208,
PSPC1,0.321885772,0.2209,
INPP5D,0.321885772,0.221,
CUL4B,0.321869084,0.221,
NFIB,0.321869084,0.221,
PEG10,0.321885772,0.221,
MAPK6,0.321835556,0.2212,
CDC37,0.321835556,0.2212,
SMG7,0.321835556,0.2212,
SSX2IP,0.445436701,0.2213,
ARHGAP30,0.320771385,0.2215,
IFFO2,0.363238264,0.2215,
C20orf26,0.328225841,0.2215,
SELT,0.47589541,0.2217,
TERF1,0.367303317,0.2217,
ZC3H12C,0.366421202,0.2222,
ZNF546,0.344132,0.2222,
INSL3,0.429867513,0.2223,
UBE2E2,0.317637774,0.2224,
FAHD2A,0.317614315,0.2225,
TMEM65,0.343653358,0.2225,
LDB3,0.317614315,0.2225,
AGFG1,0.316917093,0.2226,
LPXN,0.316892465,0.2227,
CNNM2,0.378255481,0.2228,
LCLAT1,0.316355031,0.2229,
HCLS1,0.31632946,0.223,
MORC1,0.341694737,0.2231,
MEX3B,0.337318156,0.2231,
ZNF805,0.332933333,0.2232,
RECQL,0.315762971,0.2232,
BLM,0.315383359,0.2234,
SH3BP5,0.354611351,0.2235,
ADAMTS4,0.315002175,0.2235,
THRAP3,0.315192964,0.2235,
SEMA4D,0.36285519,0.2235,
CYP2W1,0.332292152,0.2235,
LANCL2,0.315002175,0.2235,
USP6,0.340204647,0.2237,
HS2ST1,0.358068507,0.2237,
CCDC88B,0.315002175,0.2237,
HIST1H2BA,0.315002175,0.2237,
C19orf52,0.31491821,0.2238,
CLK4,0.476528928,0.224,
SEC61G,0.325567552,0.224,
DDX5,0.314176526,0.2241,
NRXN1,0.598174239,0.2242,
SEC62,0.31392352,0.2243,
SPAST,0.314176526,0.2243,
BRPF1,0.31356457,0.2244,
ABCA7,0.379221426,0.2244,
CYTH3,0.31356457,0.2245,
SMNDC1,0.31284554,0.2246,
TOR3A,0.31284554,0.2246,
RALYL,0.31284554,0.2246,
RANBP2,0.31284554,0.2247,
ZNF77,0.47589541,0.2247,
CLIP1,0.31284554,0.2247,
PDE3A,0.493264865,0.2248,
DNAJB14,0.337318156,0.2248,
NOL12,0.351652477,0.2249,
SIPA1,0.312190919,0.225,
ZNF638,0.311993023,0.2251,
MBNL1,0.311993023,0.2251,
FCGR2A,0.319209364,0.2252,
MASTL,0.311959767,0.2252,
CTSB,0.311595975,0.2253,
LAMA1,0.344132,0.2254,
CCDC14,0.480214335,0.2254,
DDX24,0.310466525,0.2256,
AGBL4,0.583050316,0.2256,
BCAP31,0.310430655,0.2257,
PAX3,0.340066511,0.2258,
CASC1,0.357396696,0.2262,
NSUN5,0.30872,0.2262,
DDX17,0.308515846,0.2263,
NRIP1,0.414384556,0.2263,
ACAP1,0.308515846,0.2263,
TOMM7,0.445613551,0.2263,
PRDM1,0.38537291,0.2264,
LCP2,0.308515846,0.2264,
FOXJ2,0.332933333,0.2264,
ZNF431,0.484703452,0.2265,
SREBF1,0.528644705,0.2266,
GOLIM4,0.308515846,0.2267,
CELF2,0.308515846,0.2267,
ABCA12,0.332292152,0.2269,
APP,0.306782015,0.2272,
KIF2B,0.306782015,0.2272,
SPERT,0.504864478,0.2272,
CAB39,0.306990476,0.2272,
HLA-DRB5,0.306530147,0.2274,
PHLDA1,0.340066511,0.2274,
TRMT2B,0.623746166,0.2274,
PRPF18,0.306066303,0.2277,
GFOD1,0.321835556,0.2277,
SRGAP3,0.30568838,0.2278,
RFC3,0.305598905,0.2279,
ZNF777,0.442293359,0.2279,
SAMD1,0.30568838,0.2279,
TOMM5,0.305598905,0.228,
CYP2C19,0.578333863,0.2282,
STK3,0.305341164,0.2282,
PRPF40A,0.305341164,0.2282,
PHC2,0.305341164,0.2282,
TM7SF2,0.501275429,0.2283,
CD74,0.30525,0.2283,
MCM2,0.304867879,0.2284,
ADGB,0.576765613,0.2286,
RPS6KA1,0.303502762,0.2287,
CMYA5,0.327226836,0.2287,
GTF2E1,0.303286062,0.2288,
ARHGAP21,0.303286062,0.2289,
FHAD1,0.314176526,0.229,
KIAA1751,0.538762766,0.2292,
TBCB,0.302633074,0.2292,
CHD7,0.302195328,0.2293,
MARCKS,0.302195328,0.2294,
SFPQ,0.302195328,0.2294,
SASH1,0.302195328,0.2295,
FERMT3,0.302195328,0.2295,
FAM110A,0.376980532,0.2295,
GCDH,0.302195328,0.2296,
CHAC2,0.305598905,0.2296,
SPTLC3,0.65527218,0.2296,
CDK18,0.302195328,0.2297,
EFS,0.31284554,0.2298,
SND1,0.301936736,0.2298,
CARD10,0.387211787,0.2298,
DAAM2,0.308515846,0.2298,
CPPED1,0.301714992,0.2298,
ARPC2,0.301936736,0.2298,
DLG4,0.301714992,0.2299,
ASPM,0.301714992,0.2299,
LRRK2,0.361231959,0.2301,
PSTPIP1,0.300823012,0.2302,
PEX14,0.300823012,0.2302,
SYNCRIP,0.30121646,0.2302,
PGD,0.300823012,0.2303,
NCBP2,0.300823012,0.2303,
SRMS,0.449776076,0.2303,
BTF3P11,0.496008259,0.2305,
JPH2,0.53702853,0.2305,
PRRC2B,0.299583475,0.2306,
PAXBP1,0.299357054,0.2307,
APLF,0.544430806,0.231,
PRPF39,0.297430516,0.2311,
SLC25A31,0.297430516,0.2311,
RRS1,0.297430516,0.2312,
MAPK4,0.297430516,0.2313,
ATP8B3,0.321801824,0.2314,
RAP1GAP2,0.301714992,0.2316,
TAB2,0.29661679,0.2316,
G3BP2,0.296215543,0.2316,
ZNF256,0.320408134,0.2319,
MSH2,0.295580767,0.232,
KIFC1,0.295580767,0.232,
CD5,0.541746433,0.2321,
RNFT1,0.361231959,0.2322,
IFI30,0.294643128,0.2323,
MCM4,0.294237975,0.2323,
VASP,0.294001613,0.2325,
HAX1,0.294001613,0.2325,
C1orf112,0.62460169,0.2326,
ARHGAP25,0.293188697,0.2326,
ABCF1,0.293188697,0.2326,
IDO1,0.302195328,0.2327,
L3MBTL2,0.443233548,0.2327,
VPS37B,0.293188697,0.2328,
DOK2,0.293151276,0.2329,
PBXIP1,0.293151276,0.2329,
NT5DC3,0.292911731,0.233,
ZNF714,0.355683049,0.233,
RPP38,0.292430966,0.2332,
PAGE2B,0.292019569,0.2333,
EZH2,0.292019569,0.2333,
FOXN2,0.468909069,0.2334,
C15orf39,0.372086186,0.2334,
EPHA5,0.414794528,0.2335,
PIK3AP1,0.291876096,0.2335,
PRAMEF12,0.610814156,0.2336,
MUC17,0.328559027,0.2337,
SERPINB10,0.29146269,0.2337,
TRIM16L,0.291316667,0.2338,
RASSF3,0.522394505,0.2338,
C14orf2,0.299978959,0.2339,
ITGB3,0.342748042,0.234,
DFFB,0.306530147,0.2341,
PLOD3,0.289575486,0.2343,
USO1,0.289993168,0.2343,
ZCRB1,0.289575486,0.2343,
NAA15,0.289575486,0.2343,
CLCN7,0.314176526,0.2344,
TRPM7,0.332292152,0.2344,
PDCD2L,0.289575486,0.2344,
ASXL2,0.289515827,0.2346,
TOP1,0.28943848,0.2348,
PIK3CD,0.28943848,0.2348,
ZNF273,0.340204647,0.2349,
ZC3H13,0.301714992,0.235,
PLEKHA4,0.355683049,0.235,
GPRIN1,0.631133836,0.235,
ZCCHC17,0.289282956,0.2351,
C3orf33,0.403931789,0.2351,
CD247,0.544734926,0.2352,
AIFM2,0.379465354,0.2353,
HTATSF1,0.28810389,0.2354,
EIF2AK1,0.385135424,0.2355,
KHDRBS2,0.287850689,0.2355,
SPINT2,0.28699772,0.2356,
BOD1L1,0.28742446,0.2356,
NAT10,0.28699772,0.2357,
HNRNPM,0.286659206,0.2358,
PRKCQ,0.286659206,0.2358,
PQBP1,0.286659206,0.2358,
ZNF599,0.310466525,0.2359,
PLEK,0.286659206,0.2359,
CTDP1,0.286659206,0.2359,
TCF20,0.28658063,0.2361,
TBL3,0.286659206,0.2361,
PTBP2,0.286659206,0.2361,
ZNF414,0.314176526,0.2361,
RBFOX2,0.28658063,0.2362,
CMPK1,0.286322667,0.2362,
CARD9,0.286237766,0.2363,
RBBP8NL,0.332290295,0.2365,
RGS19,0.413442027,0.2366,
TOPBP1,0.285023415,0.2368,
STK17B,0.284935614,0.2369,
UXS1,0.321835556,0.2369,
NTN1,0.47589541,0.237,
SOS1,0.284845237,0.2372,
UNC45B,0.548881619,0.2372,
DNM3,0.284581169,0.2373,
ZNF417,0.307904813,0.2373,
TAGLN3,0.284581169,0.2373,
KLF9,0.344132,0.2374,
DNAJC16,0.350542537,0.2374,
WNT16,0.489820183,0.2374,
FRG1B,0.306782015,0.2375,
CARD6,0.489531534,0.2376,
MAPK8IP3,0.284401977,0.2377,
SSBP4,0.332933333,0.2378,
STAC2,0.323316733,0.2378,
ATN1,0.293188697,0.2378,
NCKAP5L,0.318841815,0.2379,
QPCTL,0.465709134,0.2379,
KLRG2,0.323302344,0.2379,
ZNF512B,0.495732934,0.238,
GIMAP4,0.28394813,0.2381,
GNL2,0.28323248,0.2383,
EIF3K,0.282065623,0.2386,
CACYBP,0.281793103,0.2386,
PDE4D,0.282065623,0.2386,
RBBP4,0.281793103,0.2387,
ADNP2,0.340952107,0.2387,
GSK3B,0.2816,0.2389,
HIST1H1A,0.281227778,0.2391,
RFX3,0.321458692,0.2391,
ZNF304,0.303286062,0.2393,
CACNA1I,0.636582684,0.2393,
KIF7,0.290239529,0.2393,
PVRL4,0.279689254,0.2395,
LOXL4,0.500472249,0.2395,
FAM133B,0.279309321,0.2397,
RNF219,0.359533677,0.2398,
PLBD1,0.278291603,0.24,
PLA2G2A,0.332933333,0.24,
PRG2,0.289282956,0.2401,
DROSHA,0.289282956,0.2401,
PCDH18,0.28278525,0.2401,
KL,0.662802479,0.2402,
MAGEB16,0.622150193,0.2403,
ETNK1,0.358068507,0.2405,
ZNF57,0.597747315,0.2406,
RPGRIP1L,0.277015959,0.2408,
FAM186A,0.367303317,0.2409,
EMR2,0.276907801,0.2409,
NSDHL,0.276907801,0.2409,
ZDHHC2,0.541746433,0.241,
SLC25A4,0.276222539,0.2413,
PRKCG,0.289575486,0.2413,
SPEG,0.383763842,0.2413,
PITPNB,0.276180872,0.2415,
ATG3,0.276180872,0.2415,
MARCH7,0.351413071,0.2415,
AIF1L,0.276180872,0.2415,
ZNF708,0.340066511,0.2416,
F11R,0.275958459,0.2417,
PPP1R1B,0.275958459,0.2417,
ATP13A1,0.275192932,0.2419,
RPL37,0.284935614,0.242,
NDUFB6,0.275079344,0.242,
PRKCB,0.275079344,0.242,
MYO9B,0.274489415,0.2422,
DNAJC5,0.28810389,0.2423,
C12orf43,0.274012895,0.2424,
CES3,0.308515846,0.2424,
CXCL10,0.316892465,0.2425,
TRA2B,0.273535747,0.2425,
HCK,0.273418206,0.2426,
ATP2B3,0.273119683,0.2428,
LRRC8B,0.312553245,0.2429,
GPSM3,0.272159788,0.243,
ZNF500,0.605282454,0.2431,
WDR17,0.492162319,0.2432,
EIF3A,0.270894695,0.2433,
ZNF486,0.293188697,0.2434,
RBPJ,0.270107375,0.2435,
NRBF2,0.270591235,0.2435,
HMCES,0.270107375,0.2436,
VEGFA,0.518853819,0.2437,
FREM3,0.453830333,0.2438,
TENM1,0.366198829,0.244,
EEF1G,0.268753414,0.2441,
SLC25A6,0.268314305,0.2443,
TXNDC12,0.267823387,0.2445,
PRAMEF16,0.535648749,0.2446,
SLC25A13,0.267511709,0.2446,
ILF3,0.267511709,0.2446,
FMNL1,0.267379366,0.2447,
LRGUK,0.452635014,0.2447,
FAM136A,0.267379366,0.2448,
TFRC,0.267246486,0.2448,
CHEK2,0.267246486,0.2448,
ZNF608,0.337018405,0.2449,
CHCHD10,0.276180872,0.2449,
THOC7,0.267246486,0.245,
CCDC149,0.267246486,0.2451,
USP54,0.278572554,0.2452,
NOP56,0.267246486,0.2453,
KIAA0907,0.267246486,0.2453,
CD53,0.496286365,0.2454,
LGR6,0.473654716,0.2454,
RASSF4,0.266620123,0.2455,
SLFN12,0.367696905,0.2456,
TRDN,0.306276906,0.2457,
YKT6,0.266483676,0.2457,
ZNF439,0.297248347,0.2457,
ANKK1,0.302195328,0.2457,
H1F0,0.266163736,0.2458,
ZSCAN26,0.277301799,0.246,
ELAC1,0.599492285,0.246,
MRPS5,0.265338472,0.246,
PRF1,0.371374566,0.246,
ZMYND11,0.265338472,0.2461,
TMEM214,0.265198621,0.2461,
ATP5F1,0.26469234,0.2463,
NAMPT,0.26469234,0.2463,
HCFC2,0.26469234,0.2463,
PPP1R8,0.26469234,0.2464,
TTC14,0.284401977,0.2464,
CNTNAP1,0.549738022,0.2465,
NIFK,0.26469234,0.2465,
MB21D1,0.26469234,0.2465,
SLC44A2,0.26469234,0.2465,
CHIT1,0.540164893,0.2466,
EXOG,0.26469234,0.2466,
WDR33,0.26463338,0.2467,
RHOG,0.26463338,0.2468,
AK9,0.286322667,0.247,
KLF4,0.359533677,0.247,
NCKAP1L,0.264018462,0.247,
C10orf35,0.478237763,0.247,
RTKN,0.264018462,0.247,
ELAVL2,0.263543018,0.2472,
UBASH3B,0.270107375,0.2472,
TNIP2,0.263396624,0.2475,
FZD6,0.387039785,0.2476,
BTAF1,0.261657465,0.2478,
CPSF4,0.261657465,0.2478,
MEX3C,0.281793103,0.2478,
HOMER3,0.261657465,0.2478,
ATL2,0.261657465,0.2479,
EEF1A2,0.261657465,0.248,
STK4,0.261388085,0.2482,
MBTD1,0.323302344,0.2484,
FGR,0.267246486,0.2487,
LTF,0.260432092,0.2488,
MYO1E,0.259902796,0.249,
TUT1,0.259558938,0.2491,
ATAD5,0.316355031,0.2491,
TIGD7,0.434045605,0.2491,
PIGX,0.536275012,0.2492,
SPAG17,0.579515293,0.2493,
IRF2BP2,0.259054755,0.2493,
PRKDC,0.258546927,0.2495,
PABPC1L,0.258546927,0.2496,
PHLDA2,0.359533677,0.2496,
FAM105A,0.402057786,0.2496,
PUS10,0.258546927,0.2498,
WARS,0.258546927,0.2498,
GRB10,0.267823387,0.2499,
CHPT1,0.382020493,0.2499,
ZNF839,0.496008259,0.25,
BRI3BP,0.29146269,0.2501,
JADE1,0.615430461,0.2501,
EPHB3,0.25700117,0.2503,
PIKFYVE,0.256834286,0.2505,
RPS3AP5,0.256290323,0.2506,
RPS3AP47,0.256290323,0.2506,
RPS3AP49,0.256290323,0.2506,
RPS3A,0.256290323,0.2506,
MAGEC3,0.57572944,0.2506,
HLA-F,0.256290323,0.2507,
SSPO,0.523915081,0.2507,
TOE1,0.256290323,0.2508,
REV3L,0.304653282,0.2509,
LRRCC1,0.263543018,0.2509,
ARPC3,0.255781255,0.251,
EPHA8,0.308515846,0.2511,
DHX15,0.255075872,0.2514,
TMEM245,0.277621725,0.2514,
DSCC1,0.255075872,0.2515,
RIN3,0.255075872,0.2515,
ANKRD22,0.366642833,0.2515,
GTF2F1,0.254537705,0.2517,
LSP1,0.254537705,0.2517,
SRC,0.254537705,0.2517,
WDR70,0.254362061,0.2519,
FAM210B,0.276907801,0.2519,
CCDC134,0.253627865,0.2521,
DBNL,0.253449249,0.2522,
LCA5,0.521201736,0.2522,
SOX5,0.359533677,0.2523,
CABYR,0.264018462,0.2524,
RASAL3,0.253269827,0.2524,
TERT,0.295580767,0.2524,
BIN2,0.252526792,0.2527,
DHX8,0.252526792,0.2529,
STAP2,0.252352352,0.2529,
ZNF184,0.266483676,0.253,
SEC14L5,0.334517222,0.253,
HSPBAP1,0.308515846,0.2531,
MINA,0.251027183,0.2533,
MTPAP,0.251027183,0.2534,
CYFIP2,0.251027183,0.2534,
CCDC102B,0.344132,0.2534,
ATP13A3,0.356714286,0.2536,
GIPC1,0.250847167,0.2537,
AXIN1,0.2816,0.2538,
TGFB2,0.261082336,0.2539,
TRIP13,0.250084746,0.2541,
PTPN22,0.385873717,0.2542,
ZNF362,0.264018462,0.2543,
ITGAD,0.276180872,0.2544,
MAP3K2,0.249314065,0.2544,
RBM41,0.507895906,0.2544,
EVI5L,0.249119752,0.2545,
ITSN2,0.24834188,0.2548,
CYC1,0.247366355,0.255,
UTP20,0.247366355,0.255,
FAM3B,0.405367691,0.255,
MCM6,0.247366355,0.2551,
SF3B2,0.247366355,0.2551,
TPT1,0.247158027,0.2554,
MTMR12,0.246762353,0.2555,
RADIL,0.486350211,0.2555,
C6orf47,0.28943848,0.2555,
WDR36,0.246172057,0.2557,
THOC2,0.24596727,0.2558,
NUTM2A,0.284935614,0.2559,
ANXA3,0.245374488,0.2559,
ADAP1,0.245374488,0.256,
BRSK1,0.344132,0.256,
ATP1A4,0.245374488,0.256,
SPATS2L,0.245374488,0.256,
ACTR3B,0.245347068,0.2562,
EVC2,0.47589541,0.2563,
